,Train_Loss,Val_Loss
0,0.0030834844801574945,0.0016415121499449015
1,0.0016946799587458372,0.0012007893528789282
2,0.001535195973701775,0.001122195040807128
3,0.0014433307806029916,0.0010671461932361126
4,0.0013546338304877281,0.0010030792327597737
5,0.0012726446148008108,0.0009434179519303143
6,0.0011880742385983467,0.0008852430037222803
7,0.0011072057532146573,0.000829791824799031
8,0.0010274985106661916,0.0007770403753966093
9,0.000951696012634784,0.0007177200168371201
10,0.0008716830052435398,0.000669454806484282
11,0.0008023779955692589,0.0006146004307083786
12,0.0007315338589251041,0.0005636964924633503
13,0.0006639757193624973,0.0005192067474126816
14,0.0006028569187037647,0.00047771213576197624
15,0.0005518205580301583,0.00044163031270727515
16,0.0005000162636861205,0.0003995460574515164
17,0.000459008093457669,0.00036873851786367595
18,0.0004206877201795578,0.00035274444962851703
19,0.0003925496421288699,0.00032032644958235323
20,0.0003670222940854728,0.00030083709862083197
21,0.0003473921096883714,0.0002834029437508434
22,0.0003323793935123831,0.00027100564329884946
23,0.0003224120882805437,0.0002591896045487374
24,0.0003082221082877368,0.0002503524301573634
25,0.00030007664463482797,0.00024484441382810473
26,0.0002906478475779295,0.0002314738230779767
27,0.0002837049833033234,0.0002247867378173396
28,0.0002782506344374269,0.00021818603272549808
29,0.0002726759121287614,0.00021188653772696853
30,0.0002668173983693123,0.00021057543926872313
31,0.00025860161986202,0.0002015096106333658
32,0.0002531739592086524,0.00019911750860046595
33,0.00024803372798487544,0.00019294048252049834
34,0.0002444559067953378,0.0001918686757562682
35,0.00024079288414213806,0.00018610473489388824
36,0.000234766339417547,0.00018086936324834824
37,0.00023250628146342933,0.00018262441153638065
38,0.00022855667339172214,0.00017419473442714661
39,0.00022534198069479316,0.00017843970272224396
40,0.00022438858286477625,0.00017084911814890802
41,0.000219752051634714,0.00017154494707938284
42,0.00022139651991892606,0.00017331819981336594
43,0.00021611059491988271,0.0001681259454926476
44,0.0002157127601094544,0.00017347354150842875
45,0.00021467891929205507,0.00016395823331549764
46,0.00021010304044466466,0.00016425715875811875
47,0.00020947215671185404,0.0001604528952157125
48,0.00020758667960762978,0.0001597273221705109
49,0.00020661910821218044,0.00016037705063354224
50,0.00020502180268522352,0.00015586793597321957
51,0.0002049475588137284,0.00016019448230508715
52,0.00020476644567679614,0.0001589476887602359
53,0.00020699390734080225,0.00015637044270988554
54,0.00020143063738942146,0.00015834782971069217
55,0.000200544367544353,0.00015327890287153423
56,0.00019882780907209963,0.00015154966968111694
57,0.0002024582208832726,0.00015639136836398393
58,0.00020022291573695838,0.00014984322478994727
59,0.00019721995340660214,0.00015137309674173594
60,0.00019988750864285976,0.000149791274452582
61,0.0002017081278609112,0.0001494732132414356
62,0.0001962733076652512,0.00015265228284988552
63,0.00019530045392457396,0.00015758119116071612
64,0.00019636040087789297,0.00014850994921289384
65,0.00019365217303857207,0.00014757347526028752
66,0.0001953864993993193,0.0001477647019783035
67,0.0001927552802953869,0.0001488333655288443
68,0.00019701343262568116,0.00014701874169986695
69,0.00019342721498105675,0.00014674694102723151
70,0.00019076022726949304,0.00014558591647073627
71,0.0001929897116497159,0.00014642553287558258
72,0.00019287949544377625,0.0001500391954323277
73,0.00019255523511674255,0.00014415814075618982
74,0.00018987322982866317,0.00014426204143092036
75,0.00019249012984801084,0.00014718971215188503
76,0.00019175492343492806,0.00014256520080380142
77,0.00019053790310863405,0.0001448845287086442
78,0.00018998858286067843,0.0001501823280705139
79,0.00018923550669569522,0.00014212081441655755
80,0.00018944521434605122,0.00014452685718424618
81,0.0001894182787509635,0.00014257457223720849
82,0.00018777548393700272,0.00014148224727250636
83,0.00018777052173390985,0.00014521845150738955
84,0.00018754249322228134,0.0001426195667590946
85,0.0001896556350402534,0.00014637241838499904
86,0.00019074576266575605,0.0001404510112479329
87,0.0001857653696788475,0.00014166069740895182
88,0.00018696517508942634,0.00014177551202010363
89,0.0001849419786594808,0.00013876195589546114
90,0.00018495781114324927,0.00013846720685251057
91,0.00018596535664983094,0.00014000787632539868
92,0.0001840992335928604,0.00013731190119870007
93,0.00018403140711598098,0.0001378815941279754
94,0.00018463451124262065,0.00014161433500703424
95,0.00018453417578712106,0.0001396232401020825
96,0.00018317069043405354,0.00013905255764257163
97,0.00018931127851828933,0.00013846629008185118
98,0.00018535838171374053,0.00014063977869227529
99,0.0001844304642872885,0.00013872518320567906
