set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH,ReH_pred,ReH_res,ReH_std,ReE,ReE_pred,ReE_res,ReE_std,ReHt,ReHt_pred,ReHt_res,ReHt_std,dvcs,dvcs_pred,dvcs_res,dvcs_std
100,5.75,1.64,0.214,-0.34,7.5,0.0,0.0,3.0223837,0.29751566,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,27.62,0.0,0.0,0.9915095,0.07225189,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,37.97,0.6097,0.04957,0.6015473,0.03245854,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,51.74,0.3476,0.0315,0.35174236,0.011850457,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,66.87,0.2082,0.02604,0.22211727,0.0073991125,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,81.97,0.1666,0.02617,0.15532205,0.0071286135,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,97.06,0.1208,0.01839,0.117427394,0.007022133,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,112.15,0.093,0.01337,0.09451433,0.007359744,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,127.23,0.0673,0.01514,0.08017893,0.008159821,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,142.31,0.0576,0.02086,0.07120186,0.009088321,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,157.38,0.0816,0.03457,0.06591518,0.009844774,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,172.46,0.0767,0.05237,0.06345326,0.010259372,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,187.54,0.0,0.0,0.06345326,0.010259372,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,202.62,0.0632,0.02076,0.06591518,0.009844774,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,217.69,0.0894,0.0267,0.07120187,0.009088319,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
100,5.75,1.64,0.214,-0.34,232.77,0.0623,0.01949,0.08017893,0.008159821,-1.370895,-1.1572498,0.2136451916885375,3.229065,1.0171014,1.918793,0.901691563027954,10.275449,-7.580305,-8.92035,1.3400450747680663,19.182749,0.0029474648,-0.00021281428,0.0031602790805304,0.049060147
