,k,QQ,x_b,t,phi_x,F,errF,ReH,ReE,ReHt,dvcs,Acc_ReH,Acc_ReE,Acc_ReHt,Acc_dvcs
0,2.5,1.0,0.24,-1.0,0.0,-0.026350237429142,0.0051368315547274,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
1,2.5,1.0,0.24,-1.0,15.0,-0.029969606548547745,0.0050819721630344,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
2,2.5,1.0,0.24,-1.0,30.0,-0.03890489414334297,0.0049535823257582,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
3,2.5,1.0,0.24,-1.0,45.0,-0.049362048506736755,0.0048193077347584,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
4,2.5,1.0,0.24,-1.0,60.0,-0.058620914816856384,0.0047204997167807,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
5,2.5,1.0,0.24,-1.0,75.0,-0.06575328856706619,0.0046633854686924,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
6,2.5,1.0,0.24,-1.0,90.0,-0.07088133692741394,0.0046376074024719,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
7,2.5,1.0,0.24,-1.0,105.0,-0.07444939017295837,0.0046307321978086,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
8,2.5,1.0,0.24,-1.0,120.0,-0.07688606530427933,0.0046333716441966,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
9,2.5,1.0,0.24,-1.0,135.0,-0.07851270586252213,0.0046395566942156,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
10,2.5,1.0,0.24,-1.0,150.0,-0.07954519987106323,0.0046457996961513,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
11,2.5,1.0,0.24,-1.0,165.0,-0.08011707663536072,0.0046501671633282,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
12,2.5,1.0,0.24,-1.0,180.0,-0.08030018210411072,0.0046517186941889,-0.488016277551651,-0.15809717774391174,-0.28843995928764343,-0.08968763798475266,89.60313925723514,54.90990761127156,87.70481513092156,0.0
13,2.5,1.0,0.24,-0.92,0.0,-0.0036647990345954895,0.0053544831487938,-0.47763592004776,-0.15599694848060608,-0.2829649746417999,-0.08969035744667053,89.6505253265723,55.187849580320425,87.56897106331112,0.0
