,k,QQ,x_b,t,phi_x,F,ReH,ReE,ReHt,dvcs
0,2.5,1.0,0.24,-1.0,0.0,-0.01882130652666092,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
1,2.5,1.0,0.24,-1.0,15.0,-0.02244388312101364,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
2,2.5,1.0,0.24,-1.0,30.0,-0.031389642506837845,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
3,2.5,1.0,0.24,-1.0,45.0,-0.04186470806598663,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
4,2.5,1.0,0.24,-1.0,60.0,-0.05114620178937912,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
5,2.5,1.0,0.24,-1.0,75.0,-0.05830194056034088,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
6,2.5,1.0,0.24,-1.0,90.0,-0.06345108151435852,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
7,2.5,1.0,0.24,-1.0,105.0,-0.06703649461269379,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
8,2.5,1.0,0.24,-1.0,120.0,-0.06948651373386383,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
9,2.5,1.0,0.24,-1.0,135.0,-0.07112278044223785,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
10,2.5,1.0,0.24,-1.0,150.0,-0.07216166704893112,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
11,2.5,1.0,0.24,-1.0,165.0,-0.0727371796965599,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
12,2.5,1.0,0.24,-1.0,180.0,-0.07292146235704422,-0.5436618328094482,-0.11562250554561615,-0.24200496077537537,-0.08230505138635635
13,2.5,1.0,0.24,-0.92,0.0,0.006703004240989685,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
14,2.5,1.0,0.24,-0.92,15.0,0.0016668438911437988,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
15,2.5,1.0,0.24,-0.92,30.0,-0.010734312236309052,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
16,2.5,1.0,0.24,-0.92,45.0,-0.02518613636493683,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
17,2.5,1.0,0.24,-0.92,60.0,-0.037918832153081894,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
18,2.5,1.0,0.24,-0.92,75.0,-0.04767806828022003,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
19,2.5,1.0,0.24,-0.92,90.0,-0.05466087907552719,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
20,2.5,1.0,0.24,-0.92,105.0,-0.05949749797582626,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
21,2.5,1.0,0.24,-0.92,120.0,-0.06278692930936813,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
22,2.5,1.0,0.24,-0.92,135.0,-0.06497503817081451,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
23,2.5,1.0,0.24,-0.92,150.0,-0.06635995209217072,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
24,2.5,1.0,0.24,-0.92,165.0,-0.06712551414966583,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
25,2.5,1.0,0.24,-0.92,180.0,-0.06737037003040314,-0.5334281325340271,-0.11599819362163544,-0.23575185239315033,-0.07948650419712067
26,2.5,1.0,0.24,-0.84,0.0,0.04389435052871704,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
27,2.5,1.0,0.24,-0.84,15.0,0.036596886813640594,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
28,2.5,1.0,0.24,-0.84,30.0,0.01873835176229477,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
29,2.5,1.0,0.24,-0.84,45.0,-0.0018732249736785889,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
30,2.5,1.0,0.24,-0.84,60.0,-0.019849829375743866,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
31,2.5,1.0,0.24,-0.84,75.0,-0.03350473567843437,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
32,2.5,1.0,0.24,-0.84,90.0,-0.04320167750120163,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
33,2.5,1.0,0.24,-0.84,105.0,-0.049876727163791656,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
34,2.5,1.0,0.24,-0.84,120.0,-0.054393574595451355,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
35,2.5,1.0,0.24,-0.84,135.0,-0.05738602951169014,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
36,2.5,1.0,0.24,-0.84,150.0,-0.05927424877882004,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
37,2.5,1.0,0.24,-0.84,165.0,-0.06031588837504387,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
38,2.5,1.0,0.24,-0.84,180.0,-0.060648709535598755,-0.523154079914093,-0.11636605113744736,-0.22947262227535248,-0.07666422426700592
39,2.5,1.0,0.24,-0.76,0.0,0.10092219710350037,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
40,2.5,1.0,0.24,-0.76,15.0,0.08980174362659454,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
41,2.5,1.0,0.24,-0.76,30.0,0.0628717690706253,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
42,2.5,1.0,0.24,-0.76,45.0,0.03228064626455307,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
43,2.5,1.0,0.24,-0.76,60.0,0.006019033491611481,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
44,2.5,1.0,0.24,-0.76,75.0,-0.013670496642589569,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
45,2.5,1.0,0.24,-0.76,90.0,-0.027514364570379257,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
46,2.5,1.0,0.24,-0.76,105.0,-0.03697321563959122,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
47,2.5,1.0,0.24,-0.76,120.0,-0.04333798214793205,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
48,2.5,1.0,0.24,-0.76,135.0,-0.04753698781132698,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
49,2.5,1.0,0.24,-0.76,150.0,-0.05017848685383797,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
50,2.5,1.0,0.24,-0.76,165.0,-0.05163276940584183,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
51,2.5,1.0,0.24,-0.76,180.0,-0.05209697037935257,-0.5128409266471863,-0.11672623455524445,-0.2231682389974594,-0.07383845746517181
52,2.5,1.0,0.24,-0.6799999999999999,0.0,0.19366499781608582,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
53,2.5,1.0,0.24,-0.6799999999999999,15.0,0.17561741173267365,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
54,2.5,1.0,0.24,-0.6799999999999999,30.0,0.1326240599155426,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
55,2.5,1.0,0.24,-0.6799999999999999,45.0,0.08495737612247467,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
56,2.5,1.0,0.24,-0.6799999999999999,60.0,0.04497993737459183,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
57,2.5,1.0,0.24,-0.6799999999999999,75.0,0.015550941228866577,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
58,2.5,1.0,0.24,-0.6799999999999999,90.0,-0.004870675504207611,-0.5024900436401367,-0.11707890033721924,-0.21683970093727112,-0.07100948691368103
