phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.02843,0.022540601,0.012750717
22.5,0.0197,0.01860932,0.008463533
37.5,0.01216,0.014448973,0.004225494
52.5,0.00941,0.0114883445,0.0016053594
67.5,0.00874,0.009544181,0.0003672347
82.5,0.0073,0.008255818,0.00060109
97.5,0.00619,0.007380915,0.0008749522
112.5,0.00509,0.006776899,0.0009858429
127.5,0.00483,0.006360131,0.001014353
142.5,0.00533,0.0060805725,0.0010088844
157.5,0.00689,0.0059082047,0.0009950317
172.5,0.00612,0.005825917,0.0009855004
187.5,0.00686,0.005825917,0.0009855005
202.5,0.00775,0.0059082033,0.0009950311
217.5,0.00561,0.0060805725,0.0010088842
232.5,0.00662,0.006360131,0.0010143535
247.5,0.00541,0.0067768977,0.0009858425
262.5,0.00707,0.007380915,0.0008749526
277.5,0.00813,0.008255818,0.0006010912
292.5,0.01023,0.009544181,0.0003672347
307.5,0.01522,0.0114883445,0.0016053594
322.5,0.01818,0.014448966,0.0042254897
337.5,0.02104,0.018609311,0.0084635215
352.5,0.00139,0.022540558,0.012750687
