phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00084,0.00038756267,0.00011562419
22.5,0.00049,0.00036885304,0.00011111314
37.5,0.00023,0.00034285765,0.000105408275
52.5,0.00019,0.00031905458,0.00010087815
67.5,0.00029,0.00030056253,9.7923024e-05
82.5,0.00029,0.00028712963,9.615614e-05
97.5,0.00026,0.00027764798,9.51426e-05
112.5,0.00023,0.00027106964,9.457568e-05
127.5,0.00022,0.0002665974,9.4265684e-05
142.5,0.00031,0.00026366868,9.410121e-05
157.5,0.00033,0.00026190656,9.4018964e-05
172.5,0.00035,0.00026108033,9.3985174e-05
187.5,0.0003,0.00026108033,9.3985174e-05
202.5,0.0003,0.00026190656,9.401897e-05
217.5,0.00035,0.00026366863,9.410121e-05
232.5,0.00031,0.0002665974,9.4265684e-05
247.5,0.00038,0.00027106967,9.457567e-05
262.5,0.00036,0.00027764798,9.514259e-05
277.5,0.00035,0.00028712963,9.615613e-05
292.5,0.00032,0.00030056253,9.7923024e-05
307.5,0.00032,0.00031905458,0.00010087815
322.5,0.00024,0.00034285762,0.00010540827
337.5,0.00038,0.00036885304,0.00011111314
352.5,0.00038,0.0003875627,0.00011562418
