phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.04685,0.047545277,0.00090073387
22.5,0.043,0.045666926,0.000829293
37.5,0.0412,0.04236929,0.0007105388
52.5,0.03692,0.03833446,0.0005814333
67.5,0.03529,0.034193166,0.00047773085
82.5,0.02995,0.030377233,0.00042136834
97.5,0.02703,0.02711004,0.00041056023
112.5,0.02304,0.02446521,0.00042594492
127.5,0.02258,0.022433102,0.00044903372
142.5,0.02119,0.020969713,0.0004698375
157.5,0.02063,0.020026326,0.00048448693
172.5,0.01966,0.019564819,0.00049189694
187.5,0.0212,0.019564819,0.00049189694
202.5,0.02104,0.020026326,0.00048448693
217.5,0.02064,0.020969713,0.00046983745
232.5,0.02057,0.022433093,0.0004490332
247.5,0.02456,0.02446521,0.0004259449
262.5,0.02719,0.027110029,0.00041056002
277.5,0.02885,0.030377233,0.0004213683
292.5,0.03594,0.034193166,0.00047773085
307.5,0.03933,0.03833446,0.0005814333
322.5,0.04277,0.04236929,0.00071053905
337.5,0.04669,0.045666926,0.000829293
352.5,0.05042,0.047545277,0.0009007337
