phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.02739,0.027502704,0.0008983736
22.5,0.02869,0.027123963,0.0008296451
37.5,0.02329,0.026434252,0.0007152871
52.5,0.0276,0.025542447,0.00059489644
67.5,0.024,0.024563301,0.0005131272
82.5,0.02303,0.023592684,0.0004972359
97.5,0.0184,0.022698505,0.0005351796
112.5,0.02238,0.02192304,0.00059481885
127.5,0.02393,0.02128975,0.0006530899
142.5,0.02085,0.020810174,0.0006996205
157.5,0.02082,0.020489227,0.0007310167
172.5,0.02231,0.020328544,0.0007466648
187.5,0.02313,0.020328544,0.00074666477
202.5,0.02221,0.020489216,0.0007310166
217.5,0.01868,0.020810174,0.0006996205
232.5,0.01966,0.021289753,0.0006530901
247.5,0.02016,0.021923043,0.00059481896
262.5,0.02335,0.022698507,0.00053517974
277.5,0.02211,0.023592684,0.00049723574
292.5,0.02401,0.024563301,0.0005131272
307.5,0.02835,0.025542447,0.00059489644
322.5,0.02754,0.026434254,0.00071528717
337.5,0.02854,0.027123963,0.0008296451
352.5,0.02629,0.027502704,0.0008983736
