phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.02255,0.015966052,0.0026512186
22.5,0.01037,0.014071527,0.0020878036
37.5,0.00918,0.011507977,0.0013578847
52.5,0.0092,0.009232408,0.0007621542
67.5,0.00797,0.0075118765,0.0003757533
82.5,0.00643,0.006284865,0.00018999705
97.5,0.00535,0.0054251384,0.00017862451
112.5,0.00473,0.004826353,0.00021759028
127.5,0.00404,0.004413861,0.0002464116
142.5,0.00427,0.004138626,0.0002624632
157.5,0.00397,0.003969838,0.00027032942
172.5,0.00379,0.003889563,0.00027344568
187.5,0.00432,0.003889563,0.00027344568
202.5,0.00444,0.003969838,0.0002703294
217.5,0.00437,0.004138626,0.0002624632
232.5,0.00451,0.0044138595,0.00024641154
247.5,0.00515,0.004826353,0.0002175903
262.5,0.00619,0.0054251375,0.00017862451
277.5,0.00623,0.006284865,0.00018999688
292.5,0.00841,0.0075118765,0.0003757533
307.5,0.00946,0.009232408,0.0007621542
322.5,0.01176,0.011507971,0.0013578837
337.5,0.01031,0.014071527,0.0020878033
352.5,0.01412,0.015966054,0.0026512186
