phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00338,0.0036810194,0.00011969531
22.5,0.00357,0.0036340381,0.00011402525
37.5,0.00328,0.0035475094,0.000104521765
52.5,0.00343,0.0034338615,9.424299e-05
67.5,0.00326,0.0033070196,8.6366614e-05
82.5,0.00346,0.0031794638,8.283203e-05
97.5,0.00302,0.0030607008,8.3507286e-05
112.5,0.00302,0.002957039,8.678656e-05
127.5,0.00307,0.002872137,9.0905196e-05
142.5,0.00291,0.002807817,9.464891e-05
157.5,0.00279,0.0027648038,9.73697e-05
172.5,0.00262,0.0027432903,9.878023e-05
187.5,0.00292,0.0027432903,9.8780234e-05
202.5,0.00314,0.0027648038,9.73697e-05
217.5,0.00259,0.002807817,9.4648894e-05
232.5,0.00253,0.0028721374,9.090522e-05
247.5,0.003,0.002957039,8.6786495e-05
262.5,0.00341,0.0030607006,8.350726e-05
277.5,0.00327,0.0031794638,8.2832e-05
292.5,0.0037,0.0033070196,8.6366614e-05
307.5,0.00296,0.0034338615,9.424299e-05
322.5,0.00329,0.0035475097,0.00010452177
337.5,0.00335,0.0036340381,0.00011402524
352.5,0.00354,0.0036810194,0.00011969531
