phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00176,0.0019735787,0.0021647988
22.5,0.00195,0.0019323021,0.0021649445
37.5,0.00171,0.001856802,0.0021652167
52.5,0.00159,0.0017586572,0.002165578
67.5,0.00142,0.0016504818,0.0021659862
82.5,0.0014,0.001543155,0.0021663979
97.5,0.00134,0.0014445516,0.00216678
112.5,0.00122,0.0013595435,0.00216711
127.5,0.00129,0.0012906659,0.002167377
142.5,0.00138,0.0012389419,0.0021675758
157.5,0.00114,0.0012045758,0.002167707
172.5,0.00121,0.0011874558,0.0021677718
187.5,0.00121,0.0011874558,0.0021677718
202.5,0.00133,0.0012045758,0.002167707
217.5,0.00125,0.0012389417,0.0021675758
232.5,0.00136,0.0012906659,0.002167377
247.5,0.0013,0.0013595425,0.00216711
262.5,0.00138,0.0014445516,0.00216678
277.5,0.00162,0.0015431548,0.0021663979
292.5,0.00162,0.0016504818,0.0021659862
307.5,0.00173,0.0017586572,0.002165578
322.5,0.00189,0.0018568023,0.0021652167
337.5,0.00192,0.0019323021,0.0021649445
352.5,0.00212,0.0019735787,0.0021647988
