phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00365,0.0027490945,0.00036573337
22.5,0.00137,0.002517212,0.00032629594
37.5,0.0012,0.0021659657,0.00027157197
52.5,0.00156,0.0018121082,0.00022545061
67.5,0.00148,0.0015145673,0.0001968872
82.5,0.00162,0.0012854462,0.00018293322
97.5,0.00117,0.0011165731,0.00017733093
112.5,0.00113,0.0009952339,0.00017549942
127.5,0.00108,0.0009101345,0.00017510144
142.5,0.00091,0.0008528099,0.00017515081
157.5,0.00114,0.0008174955,0.00017527844
172.5,0.00108,0.00080066855,0.00017536001
187.5,0.00106,0.00080066855,0.00017536001
202.5,0.00125,0.0008174951,0.00017527844
217.5,0.00086,0.0008528099,0.00017515081
232.5,0.00116,0.00091013405,0.00017510145
247.5,0.00146,0.0009952339,0.0001754994
262.5,0.0015,0.0011165726,0.00017733095
277.5,0.00184,0.0012854458,0.0001829332
292.5,0.00231,0.0015145673,0.0001968872
307.5,0.0021,0.0018121082,0.00022545061
322.5,0.0037,0.0021659646,0.00027157186
337.5,0.00205,0.0025172106,0.00032629582
352.5,0.0009,0.0027490945,0.00036573334
