phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00758,0.028877014,0.0045733084
22.5,0.04246,0.026869465,0.0038377072
37.5,0.01271,0.023914207,0.0028557284
52.5,0.01936,0.021021776,0.00210191
67.5,0.01545,0.018633077,0.0017502453
82.5,0.01916,0.016801406,0.0016887814
97.5,0.01501,0.015441564,0.0017339804
112.5,0.0106,0.014450191,0.0017899201
127.5,0.01012,0.013742578,0.001830226
142.5,0.0115,0.013257694,0.0018540372
157.5,0.01394,0.01295477,0.0018662267
172.5,0.01379,0.012809115,0.0018711657
187.5,0.01621,0.012809115,0.0018711657
202.5,0.01269,0.01295477,0.0018662267
217.5,0.0113,0.013257694,0.001854037
232.5,0.01357,0.013742578,0.001830226
247.5,0.01555,0.014450192,0.0017899203
262.5,0.01672,0.015441565,0.0017339807
277.5,0.01827,0.016801406,0.0016887811
292.5,0.01841,0.018633077,0.0017502453
307.5,0.01835,0.021021776,0.00210191
322.5,0.02408,0.023914207,0.002855728
337.5,0.02057,0.026869465,0.003837706
352.5,0.05082,0.02887699,0.0045733056
