set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH,ReH_pred,ReH_res,ReH_std,ReE,ReE_pred,ReE_res,ReE_std,ReHt,ReHt_pred,ReHt_res,ReHt_std,dvcs,dvcs_pred,dvcs_res,dvcs_std
100,5.75,1.64,0.214,-0.34,7.5,0.0,0.0,2.936438,0.35322252,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,27.62,0.0,0.0,0.9723239,0.0821979,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,37.97,0.6097,0.04957,0.5942131,0.035696983,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,51.74,0.3476,0.0315,0.35090104,0.014426007,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,66.87,0.2082,0.02604,0.22350433,0.011154372,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,81.97,0.1666,0.02617,0.15699555,0.009634899,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,97.06,0.1208,0.01839,0.118685186,0.00791834,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,112.15,0.093,0.01337,0.09515407,0.007452051,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,127.23,0.0673,0.01514,0.08021379,0.0085012065,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
100,5.75,1.64,0.214,-0.34,142.31,0.0576,0.02086,0.070739955,0.0100816805,-1.370895,-0.9962314,0.3746636228752136,4.2323546,1.0171014,2.7416594,1.72455800284729,16.407093,-7.580305,-13.421922,5.841616730041504,30.940289,0.0029474648,-0.013882599,0.0168300636397002,0.07472358
