,Train_Loss,Val_Loss
0,0.001684819464571774,0.0013456898741424084
1,0.0011915863724425435,0.0009155648294836283
2,0.0007894569425843656,0.0005775338504463434
3,0.00047891613212414086,0.0003296894719824195
4,0.00025772472145035863,0.00016683504509273916
5,0.00012026305921608582,7.963437383295968e-05
6,5.667234290740453e-05,5.412829341366887e-05
7,5.239737220108509e-05,7.229264156194404e-05
8,8.881089888745919e-05,0.00011412211460992694
9,0.00014539921539835632,0.00016091267752926797
10,0.00020315089204814285,0.00019844298367388546
11,0.00024779143859632313,0.0002186555793741718
12,0.00027144758496433496,0.00021946450578980148
13,0.0002723888319451362,0.00020331103587523103
14,0.000253508536843583,0.00017534493235871196
15,0.0002204480260843411,0.00014179239224176854
16,0.00017993101209867746,0.00010870611004065722
17,0.00013849807146470994,8.110023190965876e-05
18,0.00010163493425352499,6.241384835448116e-05
19,7.32348344172351e-05,5.4248899687081575e-05
20,5.5332857300527394e-05,5.63695102755446e-05
21,4.809886740986258e-05,6.694210605928674e-05
22,5.0067450501956046e-05,8.299134788103402e-05
23,5.8580644690664485e-05,0.00010100279178004712
24,7.037576142465696e-05,0.0001175647194031626
25,8.221716416301206e-05,0.0001299275318160653
26,9.144826617557555e-05,0.0001363772462354973
27,9.636551112635061e-05,0.00013637178926728666
28,9.636070899432525e-05,0.0001304519100813195
29,9.184296504827216e-05,0.00011998200352536514
30,8.39912609080784e-05,0.00010680002742446959
31,7.441835623467341e-05,9.28469598875381e-05
32,6.481278251158074e-05,7.98433247837238e-05
33,5.662783223669976e-05,6.905230111442506e-05
34,5.085608790977858e-05,6.115333962952718e-05
35,4.7915826144162565e-05,5.623597462545149e-05
36,4.765400444739498e-05,5.389569196267985e-05
37,4.945472755935043e-05,5.340666029951535e-05
38,5.2420284191612154e-05,5.392776438384317e-05
39,5.558460179599933e-05,5.4697622545063496e-05
40,5.811273877043277e-05,5.5179207265609875e-05
41,5.944621443632059e-05,5.513145515578799e-05
42,5.937279274803586e-05,5.460276224766858e-05
43,5.801522274850868e-05,5.38597596460022e-05
44,5.57519742869772e-05,5.327695907908492e-05
45,5.30988909304142e-05,5.321686330717057e-05
46,5.0579594244481996e-05,5.392819730332121e-05
47,4.861304478254169e-05,5.5482163588749245e-05
48,4.7441073547815904e-05,5.775727186119184e-05
49,4.7102526878006756e-05,6.046947601134889e-05
50,4.745574915432371e-05,6.32369628874585e-05
51,4.823651033802889e-05,6.566285446751863e-05
52,4.9134752771351486e-05,6.74136244924739e-05
53,4.986994099454023e-05,6.827836477896199e-05
54,5.0249695050297305e-05,6.819679401814938e-05
55,5.019867967348546e-05,6.725396815454587e-05
56,4.975721094524488e-05,6.564858631463721e-05
57,4.90529891976621e-05,6.364166620187461e-05
58,4.825758151127957e-05,6.150286935735494e-05
59,4.753832763526589e-05,5.946417149971239e-05
60,4.701977377408184e-05,5.7689052482601255e-05
61,4.6760156692471355e-05,5.626313577522524e-05
62,4.674762021750212e-05,5.5201271607074887e-05
63,4.691439971793443e-05,5.446932846098207e-05
64,4.716170587926172e-05,5.401008093031123e-05
65,4.738918141811155e-05,5.376683475333266e-05
66,4.751973392558284e-05,5.3699088311987e-05
67,4.751530650537461e-05,5.378773857955821e-05
68,4.737963536172174e-05,5.403011527960189e-05
69,4.7150537284323946e-05,5.44284594070632e-05
70,4.688481203629635e-05,5.4977153922664e-05
71,4.6639856009278446e-05,5.5652497394476086e-05
72,4.6458888391498476e-05,5.640831295750104e-05
73,4.6361783461179584e-05,5.717924432246946e-05
74,4.6343633584911004e-05,5.7889636082109064e-05
75,4.6379944251384586e-05,5.846675412612967e-05
76,4.643641659640707e-05,5.885271821171045e-05
77,4.6479817683575675e-05,5.901420081499964e-05
78,4.648641697713174e-05,5.894718924537301e-05
79,4.644714863388799e-05,5.867498111911118e-05
80,4.636780431610532e-05,5.8242261729901657e-05
81,4.626433292287402e-05,5.770575444330461e-05
82,4.615712532540783e-05,5.7124394515994936e-05
83,4.6064305934123695e-05,5.6551347370259464e-05
84,4.5997221604920924e-05,5.6028580729616806e-05
85,4.595823338604532e-05,5.558480916079134e-05
86,4.5941244025016204e-05,5.523649451788515e-05
87,4.593527046381496e-05,5.499006510945037e-05
88,4.592807817971334e-05,5.484506255015731e-05
89,4.5910219341749325e-05,5.4796393669676036e-05
90,4.587697549141012e-05,5.483558925334364e-05
91,4.582919427775778e-05,5.495132791111246e-05
92,4.577199069899507e-05,5.512873030966148e-05
93,4.571250974549912e-05,5.534931187867187e-05
94,4.565730705508031e-05,5.5591004638699815e-05
95,4.561068635666743e-05,5.58298961550463e-05
96,4.557364445645362e-05,5.604199759545736e-05
97,4.5544133172370493e-05,5.6206248700618744e-05
98,4.551827805698849e-05,5.6306871556444094e-05
99,4.5491582568502054e-05,5.6335204135393724e-05
