set,k,QQ,x_b,t,phi_x,F_function,F,sigmaF,ReH,ReE,ReHt,dvcs
55.0,10.992,7.1,0.498,-0.8556,15.12,0.0009622298764547854,0.0009622298764547854,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,15.479999999999999,0.0009594882868740278,0.0009594882868740278,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,15.84,0.0009567526898383086,0.0009567526898383086,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,16.2,0.000954023085347628,0.000954023085347628,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,16.56,0.0009512994734019859,0.0009512994734019859,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,16.919999999999998,0.0009485818540013823,0.0009485818540013823,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,17.28,0.000945870227145817,0.000945870227145817,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,17.64,0.0009431645928352904,0.0009431645928352904,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,18.0,0.0009404649510698024,0.0009404649510698024,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,18.36,0.0009377713018493528,0.0009377713018493528,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,18.72,0.0009350836451739417,0.0009350836451739417,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,19.08,0.0009324019810435691,0.0009324019810435691,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,19.439999999999998,0.0009297263094582349,0.0009297263094582349,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,19.8,0.0009270566304179393,0.0009270566304179393,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,20.16,0.0009243929439226822,0.0009243929439226822,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,20.52,0.0009217352499724637,0.0009217352499724637,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,20.88,0.0009190835485672835,0.0009190835485672835,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,21.24,0.0009164378397071419,0.0009164378397071419,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,21.599999999999998,0.0009137981233920388,0.0009137981233920388,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,21.96,0.0009111643996219742,0.0009111643996219742,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,22.32,0.0009085366683969481,0.0009085366683969481,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,22.68,0.0009059149297169605,0.0009059149297169605,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,23.04,0.0009032991835820113,0.0009032991835820113,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,23.4,0.0009006894299921008,0.0009006894299921008,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,23.759999999999998,0.0008980856689472287,0.0008980856689472287,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,24.119999999999997,0.0008954879004473952,0.0008954879004473952,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,24.48,0.0008928961244926,0.0008928961244926,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,24.84,0.0008903103410828435,0.0008903103410828435,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,25.2,0.0008877305502181254,0.0008877305502181254,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,25.56,0.0008851567518984457,0.0008851567518984457,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,25.919999999999998,0.0008825889461238046,0.0008825889461238046,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,26.279999999999998,0.0008800271328942021,0.0008800271328942021,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,26.64,0.000877471312209638,0.000877471312209638,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,27.0,0.0008749214840701124,0.0008749214840701124,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,27.36,0.0008723776484756253,0.0008723776484756253,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,27.72,0.0008698398054261768,0.0008698398054261768,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,28.08,0.0008673079549217667,0.0008673079549217667,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,28.439999999999998,0.0008647820969623951,0.0008647820969623951,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,28.799999999999997,0.000862262231548062,0.000862262231548062,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,29.16,0.0008597483586787675,0.0008597483586787675,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,29.52,0.0008572404783545114,0.0008572404783545114,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,29.88,0.0008547385905752938,0.0008547385905752938,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,30.24,0.0008522426953411148,0.0008522426953411148,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,30.599999999999998,0.0008497527926519742,0.0008497527926519742,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,30.959999999999997,0.0008472688825078721,0.0008472688825078721,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,31.32,0.0008447909649088084,0.0008447909649088084,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,31.68,0.0008423190398547834,0.0008423190398547834,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,32.04,0.0008398531073457969,0.0008398531073457969,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,32.4,0.0008373931673818489,0.0008373931673818489,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,32.76,0.0008349392199629393,0.0008349392199629393,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,33.12,0.0008324912650890682,0.0008324912650890682,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,33.48,0.0008300493027602357,0.0008300493027602357,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,33.839999999999996,0.0008276133329764416,0.0008276133329764416,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,34.199999999999996,0.000825183355737686,0.000825183355737686,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,34.56,0.0008227593710439689,0.0008227593710439689,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,34.92,0.0008203413788952904,0.0008203413788952904,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,35.28,0.0008179293792916504,0.0008179293792916504,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,35.64,0.0008155233722330488,0.0008155233722330488,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,36.0,0.0008131233577194858,0.0008131233577194858,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,36.36,0.0008107293357509612,0.0008107293357509612,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,36.72,0.0008083413063274752,0.0008083413063274752,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,37.08,0.0008059592694490276,0.0008059592694490276,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,37.44,0.0008035832251156186,0.0008035832251156186,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,37.8,0.000801213173327248,0.000801213173327248,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,38.16,0.0007988491140839161,0.0007988491140839161,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,38.519999999999996,0.0007964910473856224,0.0007964910473856224,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,38.879999999999995,0.0007941389732323674,0.0007941389732323674,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,39.24,0.0007917928916241509,0.0007917928916241509,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,39.6,0.0007894528025609728,0.0007894528025609728,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,39.96,0.0007871187060428333,0.0007871187060428333,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,40.32,0.0007847906020697322,0.0007847906020697322,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,40.68,0.0007824684906416698,0.0007824684906416698,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,41.04,0.0007801523717586457,0.0007801523717586457,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,41.4,0.0007778422454206602,0.0007778422454206602,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,41.76,0.0007755381116277132,0.0007755381116277132,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,42.12,0.0007732399703798046,0.0007732399703798046,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,42.48,0.0007709478216769346,0.0007709478216769346,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,42.839999999999996,0.0007686616655191031,0.0007686616655191031,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,43.199999999999996,0.0007663815019063101,0.0007663815019063101,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,43.559999999999995,0.0007641073308385555,0.0007641073308385555,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,43.92,0.0007618391523158395,0.0007618391523158395,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,44.28,0.0007595769663381619,0.0007595769663381619,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,44.64,0.0007573207729055229,0.0007573207729055229,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,45.0,0.0007550705720179224,0.0007550705720179224,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,45.36,0.0007528263636753605,0.0007528263636753605,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,45.72,0.0007505881478778369,0.0007505881478778369,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,46.08,0.000748355924625352,0.000748355924625352,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,46.44,0.0007461296939179054,0.0007461296939179054,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,46.8,0.0007439094557554974,0.0007439094557554974,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,47.16,0.0007416952101381279,0.0007416952101381279,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,47.519999999999996,0.0007394869570657969,0.0007394869570657969,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,47.879999999999995,0.0007372846965385043,0.0007372846965385043,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,48.239999999999995,0.0007350884285562504,0.0007350884285562504,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,48.6,0.0007328981531190349,0.0007328981531190349,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,48.96,0.0007307138702268578,0.0007307138702268578,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,49.32,0.0007285355798797193,0.0007285355798797193,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,49.68,0.0007263632820776193,0.0007263632820776193,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,50.04,0.0007241969768205579,0.0007241969768205579,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,50.4,0.0007220366641085349,0.0007220366641085349,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,50.76,0.0007198823439415504,0.0007198823439415504,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,51.12,0.0007177340163196043,0.0007177340163196043,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,51.48,0.0007155916812426969,0.0007155916812426969,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,51.839999999999996,0.0007134553387108279,0.0007134553387108279,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,52.199999999999996,0.0007113249887239975,0.0007113249887239975,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,52.559999999999995,0.0007092006312822054,0.0007092006312822054,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,52.919999999999995,0.000707082266385452,0.000707082266385452,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,53.28,0.000704969894033737,0.000704969894033737,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,53.64,0.0007028635142270604,0.0007028635142270604,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,54.0,0.0007007631269654224,0.0007007631269654224,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,54.36,0.000698668732248823,0.000698668732248823,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,54.72,0.000696580330077262,0.000696580330077262,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,55.08,0.0006944979204507396,0.0006944979204507396,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,55.44,0.0006924215033692556,0.0006924215033692556,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
55.0,10.992,7.1,0.498,-0.8556,55.8,0.0006903510788328101,0.0006903510788328101,0.0,-1.6019118284620961,1.0945832125761144,0.3126574808044272,0.00019651897309813648
