k,QQ,x_b,t,phi_x
2.5,1,0.5,-0.43999999999999995,30
2.5,1,0.5,-0.43999999999999995,45
2.5,1,0.5,-0.43999999999999995,60
2.5,1,0.5,-0.43999999999999995,75
2.5,1,0.5,-0.43999999999999995,90
2.5,1,0.5,-0.43999999999999995,105
2.5,1,0.5,-0.43999999999999995,120
2.5,1,0.5,-0.43999999999999995,135
2.5,1,0.5,-0.43999999999999995,150
2.5,1,0.5,-0.43999999999999995,165
2.5,1,0.5,-0.43999999999999995,180
2.5,1,0.5,-0.36,0
2.5,1,0.5,-0.36,15
2.5,1,0.5,-0.36,30
2.5,1,0.5,-0.36,45
2.5,1,0.5,-0.36,60
2.5,1,0.5,-0.36,75
2.5,1,0.5,-0.36,90
2.5,1,0.5,-0.36,105
2.5,1,0.5,-0.36,120
2.5,1,0.5,-0.36,135
2.5,1,0.5,-0.36,150
2.5,1,0.5,-0.36,165
2.5,1,0.5,-0.36,180
2.5,1,0.5,-0.28,0
2.5,1,0.5,-0.28,15
2.5,1,0.5,-0.28,30
2.5,1,0.5,-0.28,45
2.5,1,0.5,-0.28,60
2.5,1,0.5,-0.28,75
2.5,1,0.5,-0.28,90
2.5,1,0.5,-0.28,105
2.5,1,0.5,-0.28,120
2.5,1,0.5,-0.28,135
2.5,1,0.5,-0.28,150
2.5,1,0.5,-0.28,165
2.5,1,0.5,-0.28,180
