,k,QQ,x_b,t,phi_x,F,std_F,ReH,std_ReH,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs,AbsRes_ReH,std_AbsRes_ReH,AbsRes_ReE,std_AbsRes_ReE,AbsRes_ReHt,std_AbsRes_ReHt,AbsRes_dvcs,std_AbsRes_dvcs
31,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,112.5,0.0341826658695936,0.0005736370474795207,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
32,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,127.5,0.03041109815239905,0.0005811418206924819,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
33,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,142.5,0.027835534885525648,0.0005856805094414621,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
34,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,157.5,0.02623718883842225,0.0005882053690850163,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
35,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,172.5,0.02547295112162825,0.0005893196263926262,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
36,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,187.5,0.02547295112162825,0.0005893196263926262,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
37,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,202.5,0.02623718883842225,0.0005882053690850163,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
38,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,217.5,0.027835534885525648,0.0005856805094414621,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
39,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,232.5,0.030411090701818452,0.0005811418206924795,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
40,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,247.5,0.0341826546937227,0.0005736370474795256,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
41,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,262.5,0.039435250684618894,0.000561883345101001,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
42,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,277.5,0.046473732218146296,0.000544397671325034,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
43,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,292.5,0.05549393408000465,0.0005199314257644747,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
44,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,307.5,0.0663134269416332,0.0004884661691730801,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
45,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,322.5,0.0779607594013214,0.000452783593552515,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
46,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,337.5,0.08835426717996595,0.0004197826111685144,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
47,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,352.5,0.094650037586689,0.00039938353648923185,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
