,k,QQ,x_b,t,phi_x,F,std_F,ReH,std_ReH,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs,AbsRes_ReH,std_AbsRes_ReH,AbsRes_ReE,std_AbsRes_ReE,AbsRes_ReHt,std_AbsRes_ReHt,AbsRes_dvcs,std_AbsRes_dvcs
0,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,7.5,0.12665200978517532,0.00039147046568129186,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
1,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,22.5,0.1203563511371612,0.0004081922278279694,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
2,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,37.5,0.10938359424471855,0.0004368784265957359,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
3,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,52.5,0.0961097255349159,0.000470696004169694,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
4,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,67.5,0.08268234878778455,0.0005036653764173017,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
5,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,82.5,0.0705127082765102,0.0005321829877909559,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
6,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,97.5,0.060271477326750755,0.0005548764315360747,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
7,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,112.5,0.052119417116045896,0.0005718405380617096,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
8,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,127.5,0.0459507685154676,0.0005838629265994568,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
9,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,142.5,0.04156517796218395,0.0005918866328847084,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
10,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,157.5,0.0387651231139898,0.0005967440571755448,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
11,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,172.5,0.037403540685772854,0.0005990252553512165,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
12,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,187.5,0.037403540685772854,0.0005990252553512165,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
13,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,202.5,0.038765119388699504,0.0005967440571755448,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
14,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,217.5,0.04156517796218395,0.0005918866328847084,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
15,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,232.5,0.0459507685154676,0.0005838629265994568,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
16,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,247.5,0.052119417116045896,0.0005718405380617096,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
17,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,262.5,0.06027147360146045,0.0005548764315360697,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
18,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,277.5,0.0705127008259296,0.0005321829877909559,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
19,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,292.5,0.08268234878778455,0.0005036653764173017,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
20,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,307.5,0.0961097255349159,0.000470696004169694,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
21,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,322.5,0.10938359424471855,0.0004368784265957359,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
22,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,337.5,0.1203563511371612,0.0004081922278279694,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
23,5.75,1.82000005245209,0.342999994754791,-0.172000005841255,352.5,0.12665200978517532,0.00039147046568129186,-0.0248565580695867,0.01246028112287056,0.0492245517671108,0.03230617578125978,-0.0312490928918123,0.01323514566438731,0.0103475665673613,0.000581953147526297,0.9675475842407593,0.012460281122870552,0.35922455176711077,0.032306175781259786,0.36502339584042165,0.013235145664387275,0.007413753681852601,0.0005819531475262977
24,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,7.5,0.09465004503726954,0.00039938353648930053,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
25,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,22.5,0.08835426717996595,0.0004197826111685144,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
26,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,37.5,0.07796076685190201,0.0004527835935525248,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
27,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,52.5,0.0663134269416332,0.0004884661691730801,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
28,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,67.5,0.05549393408000465,0.0005199314257644747,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
29,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,82.5,0.0464737471193075,0.0005443976713250389,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
30,5.75,1.93299996852875,0.368000000715256,-0.23199999332428,97.5,0.0394352544099092,0.0005618833451010059,-0.0253385845571756,0.013692681315109414,0.051824776455759954,0.03478164722094487,-0.0328827342018485,0.015076919480375817,0.011577358469366951,0.0005670292118864185,1.2074160148837343,0.013692681315109412,0.36182477645576,0.034781647220944824,0.3099038461773605,0.015076919480375817,0.00125180808137895,0.0005670292118864182
