set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH,ReH_pred,ReH_res,ReH_std,ReE,ReE_pred,ReE_res,ReE_std,ReHt,ReHt_pred,ReHt_res,ReHt_std,dvcs,dvcs_pred,dvcs_res,dvcs_std
100,5.75,1.64,0.214,-0.34,157.38,0.0816,0.03457,0.06722145,0.011103423,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,172.46,0.0767,0.05237,0.0647461,0.011729134,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,187.54,0.0,0.0,0.0647461,0.011729134,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,202.62,0.0632,0.02076,0.06722145,0.011103423,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,217.69,0.0894,0.0267,0.07253301,0.009972978,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,232.77,0.0623,0.01949,0.081540406,0.008648783,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,247.85,0.078,0.0154,0.095896095,0.0077469605,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,262.94,0.1055,0.01704,0.11878201,0.007925873,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,278.03,0.1572,0.01809,0.15651494,0.008837852,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,293.13,0.2614,0.03947,0.22280627,0.008991553,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,308.26,0.361,0.04113,0.35106292,0.011272833,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,322.03,0.5869,0.05134,0.5976843,0.0347822,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,332.38,0.0,0.0,0.98223436,0.08333078,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
100,5.75,1.64,0.214,-0.34,352.5,0.0,0.0,2.9835877,0.36127234,-1.370895,-1.4465525,0.0756575150299072,3.2345407,1.0171014,0.34600812,0.6710932780326844,13.94112,-7.580305,-8.347584,0.767278770751953,26.20111,0.0029474648,-0.00040426056,0.0033517253578433,0.06804086
101,5.75,1.64,0.214,-0.45,7.5,0.0,0.0,6.1435966,0.82491034,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,29.04,0.0,0.0,0.7223655,0.064203665,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,38.02,0.397,0.03261,0.418738,0.026149482,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,51.66,0.2142,0.02176,0.22034582,0.008568435,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,66.82,0.1572,0.01791,0.12845737,0.0073976484,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,81.94,0.083,0.01262,0.08524081,0.0066390643,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,97.04,0.0554,0.00948,0.062201113,0.005925767,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,112.13,0.0449,0.00972,0.048776608,0.006332506,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,127.22,0.0468,0.01404,0.04049155,0.0075262785,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,142.3,0.0,0.0,0.035298184,0.008798913,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,157.38,0.0,0.0,0.03220891,0.009769352,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,172.45,0.0,0.0,0.030758541,0.010281743,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,187.55,0.0,0.0,0.030758541,0.010281743,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,202.62,0.0,0.0,0.032208916,0.009769349,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,217.7,0.0232,0.01656,0.03529819,0.0087989075,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,232.78,0.0566,0.02787,0.04049155,0.0075262785,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,247.87,0.0407,0.00944,0.04877663,0.0063325,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,262.96,0.0501,0.01521,0.062201075,0.0059257676,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,278.06,0.0883,0.01057,0.08524081,0.0066390643,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,293.18,0.1116,0.01591,0.1284574,0.0073976684,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,308.34,0.2386,0.02988,0.22034559,0.008568428,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,321.98,0.4454,0.04047,0.418738,0.026149482,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,330.96,0.0,0.0,0.7223642,0.06420351,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
101,5.75,1.64,0.214,-0.45,352.5,0.0,0.0,6.1435227,0.8249005,5.926663,7.0188527,1.0921897107238774,5.002776,12.598729,28.56875,15.970021381469726,17.366037,-13.012728,-36.406673,23.393945431396485,23.031143,0.029653654,-0.014443814,0.0440974678231635,0.044308063
102,5.75,1.88,0.215,-0.11,7.84,0.0,0.0,3.972225,0.27369273,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,23.16,3.3378,0.46855,3.367509,0.21691608,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,37.96,2.7154,0.34126,2.5877268,0.14577398,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,52.73,1.5653,0.17014,1.8999166,0.087055475,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,67.28,1.1438,0.11984,1.3892734,0.050111663,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,82.17,0.8924,0.1073,1.021112,0.034228493,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,97.2,0.8012,0.11265,0.76770383,0.033383604,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,112.25,0.7615,0.15481,0.5971664,0.036342334,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,127.3,0.4652,0.08758,0.4840873,0.03862876,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,142.35,0.4891,0.07513,0.41130146,0.039847583,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,157.41,0.3936,0.06194,0.3679371,0.040381476,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,172.47,0.3645,0.07864,0.34771198,0.04056592,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,187.53,0.0,0.0,0.34771207,0.040565893,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,202.59,0.4806,0.05398,0.36793706,0.040381473,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,217.65,0.506,0.06344,0.41130137,0.039847624,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,232.7,0.5188,0.06293,0.48408702,0.038628723,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,247.75,0.5895,0.06204,0.5971663,0.03634221,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,262.8,0.821,0.08097,0.7677037,0.033383697,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,277.83,0.9854,0.13066,1.0211117,0.0342285,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,292.72,1.2637,0.1329,1.3892732,0.050111644,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,307.27,1.7853,0.17701,1.8999164,0.08705538,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,322.04,2.6943,0.30496,2.5877264,0.14577393,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,336.84,3.6628,0.42446,3.367509,0.21691598,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
102,5.75,1.88,0.215,-0.11,352.16,0.0,0.0,3.972225,0.2736928,2.6169815,-22.078552,24.69553374609375,24.15987,-2.9204838,-64.404274,61.48379018681641,68.51282,17.549011,112.179794,94.63078331152344,100.19221,0.13676204,0.37889904,0.2421369978379821,0.26066765
103,5.75,1.88,0.215,-0.15,8.28,0.0,0.0,4.2995787,0.42645004,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,24.86,0.0,0.0,3.1498468,0.28824574,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,38.98,2.3386,0.37443,2.1641822,0.17225869,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,52.95,1.4945,0.16626,1.4753697,0.094692245,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,67.13,0.994,0.09953,1.0235124,0.048174348,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,82.11,0.696,0.07662,0.723293,0.023541715,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,97.16,0.4648,0.0469,0.53406894,0.016778788,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,112.22,0.438,0.05494,0.41364858,0.017826973,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,127.28,0.3178,0.05858,0.33664882,0.019234857,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,142.34,0.2737,0.05035,0.28822476,0.019845376,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,157.4,0.2863,0.03714,0.2597908,0.019975323,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,172.47,0.2677,0.03819,0.24661636,0.019958142,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,187.53,0.2752,0.03919,0.24661632,0.019958157,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,202.6,0.246,0.03749,0.25979078,0.019975344,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,217.66,0.3135,0.04524,0.28822473,0.01984538,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,232.72,0.4341,0.07253,0.33664882,0.019234857,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,247.78,0.4061,0.05046,0.41364858,0.017826978,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,262.84,0.494,0.05159,0.53406864,0.016778778,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,277.89,0.6686,0.06548,0.72329307,0.02354173,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
103,5.75,1.88,0.215,-0.15,292.87,0.998,0.09878,1.0235115,0.048174303,4.24248,2.6017387,1.6407413086700435,8.041203,2.059565,-2.4005232,4.460088185729981,18.46651,4.9127417,13.045902,8.133160552197266,44.821575,0.1054601,0.12372967,0.0182695685576438,0.14342168
