phi_x,Real F,Mean F Prediction,Std Dev Prediction
0.0,0.0010827879070163,0.0010372973,0.0
0.36,0.0010797946305439,0.0010372669,0.0
0.72,0.0010768073466166,0.0010371784,0.0
1.08,0.0010738260552343,0.0010370307,0.0
1.44,0.0010708507563971,0.0010368231,0.0
1.7999999999999998,0.0010678814501048,0.0010365575,0.0
2.16,0.0010649181363577,0.0010362314,0.0
2.52,0.0010619608151555,0.001035849,0.0
2.88,0.0010590094864984,0.0010354057,0.0
3.24,0.0010560641503863,0.0010349056,0.0
3.6,0.0010531248068193,0.001034346,0.0
3.96,0.0010501914557973,0.0010337282,0.0
4.32,0.0010472640973204,0.0010330543,0.0
4.68,0.0010443427313885,0.0010323222,0.0
5.04,0.0010414273580016,0.0010315336,0.0
5.4,0.0010385179771597,0.0010306878,0.0
5.76,0.0010356145888629,0.0010297853,0.0
6.12,0.0010327171931112,0.0010288274,0.0
6.48,0.0010298257899045,0.0010278138,0.0
6.84,0.0010269403792428,0.0010267447,0.0
7.199999999999999,0.0010240609611261,0.0010256213,0.0
7.56,0.0010211875355545,0.0010244435,0.0
7.92,0.001018320102528,0.0010232123,0.0
8.28,0.0010154586620464,0.0010219285,0.0
8.64,0.00101260321411,0.0010205905,0.0
9.0,0.0010097537587185,0.0010192024,0.0
9.36,0.0010069102958721,0.0010177621,0.0
9.72,0.0010040728255707,0.001016271,0.0
10.08,0.0010012413478144,0.0010147288,0.0
10.44,0.0009984158626031,0.0010131376,0.0
10.8,0.0009955963699368,0.001011498,0.0
11.16,0.0009927828698156,0.00100981,0.0
11.52,0.0009899753622394,0.0010080733,0.0
11.88,0.0009871738472083,0.0010062915,0.0
12.24,0.0009843783247222,0.0010044617,0.0
12.6,0.0009815887947811,0.0010025869,0.0
12.96,0.0009788052573851,0.001000668,0.0
13.32,0.0009760277125341,0.0009987047,0.0
13.68,0.0009732561602282,0.0009966983,0.0
14.04,0.0009704906004672,0.0009946482,0.0
14.4,0.0009677310332514,0.0009925581,0.0
14.76,0.0009649774585805,0.0009904263,0.0
15.12,0.0009622298764547,0.0009882547,0.0
15.48,0.000959488286874,0.0009860435,0.0
15.84,0.0009567526898383,0.0009837936,0.0
16.2,0.0009540230853476,0.0009815054,0.0
16.56,0.0009512994734019,0.0009791822,0.0
16.919999999999998,0.0009485818540013,0.0009768207,0.0
17.28,0.0009458702271458,0.0009744258,0.0
17.64,0.0009431645928352,0.0009719961,0.0
18.0,0.0009404649510698,0.0009695321,0.0
18.36,0.0009377713018493,0.00096703623,0.0
18.72,0.0009350836451739,0.0009645085,0.0
19.08,0.0009324019810435,0.00096194894,0.0
19.44,0.0009297263094582,0.0009593595,0.0
19.8,0.0009270566304179,0.00095674145,0.0
20.16,0.0009243929439226,0.0009540941,0.0
20.52,0.0009217352499724,0.00095142034,0.0
20.88,0.0009190835485672,0.0009487188,0.0
21.24,0.0009164378397071,0.0009459926,0.0
21.6,0.000913798123392,0.00094323896,0.0
21.96,0.0009111643996219,0.0009404625,0.0
22.32,0.0009085366683969,0.0009376628,0.0
22.68,0.0009059149297169,0.0009348396,0.0
23.04,0.000903299183582,0.0009319952,0.0
23.4,0.0009006894299921,0.0009291301,0.0
23.76,0.0008980856689472,0.0009262449,0.0
24.12,0.0008954879004473,0.0009233398,0.0
24.48,0.0008928961244926,0.00092041685,0.0
24.84,0.0008903103410828,0.00091747474,0.0
25.2,0.0008877305502181,0.00091451756,0.0
25.56,0.0008851567518984,0.0009115432,0.0
25.92,0.0008825889461238,0.00090855395,0.0
26.28,0.0008800271328942,0.00090554956,0.0
26.64,0.0008774713122096,0.0009025321,0.0
27.0,0.0008749214840701,0.00089950056,0.0
27.36,0.0008723776484756,0.00089645816,0.0
27.72,0.0008698398054261,0.00089340267,0.0
28.08,0.0008673079549217,0.0008903376,0.0
28.44,0.0008647820969623,0.0008872613,0.0
28.8,0.000862262231548,0.00088417524,0.0
29.16,0.0008597483586787,0.00088108174,0.0
29.52,0.0008572404783545,0.0008779801,0.0
29.88,0.0008547385905752,0.00087487,0.0
30.24,0.0008522426953411,0.0008717538,0.0
30.6,0.0008497527926519,0.00086863135,0.0
30.96,0.0008472688825078,0.0008655038,0.0
31.32,0.0008447909649088,0.0008623721,0.0
31.68,0.0008423190398547,0.00085923506,0.0
32.04,0.0008398531073457,0.0008560954,0.0
32.4,0.0008373931673818,0.00085295254,0.0
32.76,0.0008349392199629,0.0008498074,0.0
33.12,0.000832491265089,0.00084666023,0.0
33.48,0.0008300493027602,0.0008435113,0.0
33.84,0.0008276133329764,0.00084036286,0.0
34.2,0.0008251833557376,0.0008372143,0.0
34.56,0.0008227593710439,0.00083406596,0.0
34.92,0.0008203413788952,0.0008309187,0.0
35.28,0.0008179293792916,0.00082777266,0.0
35.64,0.000815523372233,0.00082462846,0.0
36.0,0.0008131233577194,0.0008214874,0.0
36.36,0.0008107293357509,0.0008183495,0.0
36.72,0.0008083413063274,0.0008152139,0.0
37.08,0.000805959269449,0.00081208337,0.0
37.44,0.0008035832251156,0.00080895645,0.0
37.8,0.0008012131733272,0.0008058348,0.0
38.16,0.0007988491140839,0.0008027189,0.0
38.52,0.0007964910473856,0.0007996079,0.0
38.88,0.0007941389732323,0.0007965034,0.0
39.24,0.0007917928916241,0.00079340464,0.0
39.6,0.0007894528025609,0.0007903129,0.0
39.96,0.0007871187060428,0.0007872295,0.0
40.32,0.0007847906020697,0.00078415195,0.0
40.68,0.0007824684906416,0.00078108395,0.0
41.04,0.0007801523717586,0.0007780238,0.0
41.4,0.0007778422454206,0.0007749716,0.0
41.76,0.0007755381116277,0.00077192887,0.0
42.12,0.0007732399703798,0.00076889526,0.0
42.48,0.0007709478216769,0.0007658711,0.0
42.84,0.0007686616655191,0.0007628571,0.0
43.2,0.0007663815019063,0.0007598527,0.0
43.56,0.0007641073308385,0.0007568593,0.0
43.92,0.0007618391523158,0.0007538766,0.0
44.28,0.0007595769663381,0.00075090467,0.0
44.64,0.0007573207729055,0.0007479441,0.0
45.0,0.0007550705720179,0.00074499485,0.0
45.36,0.0007528263636753,0.0007420563,0.0
45.72,0.0007505881478778,0.000739131,0.0
46.08,0.0007483559246253,0.0007362177,0.0
46.44,0.0007461296939179,0.00073331606,0.0
46.8,0.0007439094557554,0.0007304272,0.0
47.16,0.0007416952101381,0.0007275509,0.0
47.52,0.0007394869570657,0.0007246878,0.0
47.88,0.0007372846965385,0.00072183757,0.0
48.24,0.0007350884285562,0.00071900024,0.0
48.6,0.000732898153119,0.00071617664,0.0
48.96,0.0007307138702268,0.00071336643,0.0
49.32,0.0007285355798797,0.0007105705,0.0
49.68,0.0007263632820776,0.00070778717,0.0
50.04,0.0007241969768205,0.00070501864,0.0
50.4,0.0007220366641085,0.0007022639,0.0
50.76,0.0007198823439415,0.00069952384,0.0
51.12,0.0007177340163196,0.00069679756,0.0
51.48,0.0007155916812426,0.0006940857,0.0
51.84,0.0007134553387108,0.0006913887,0.0
52.2,0.0007113249887239,0.0006887061,0.0
52.56,0.0007092006312822,0.00068603834,0.0
52.92,0.0007070822663854,0.0006833851,0.0
53.28,0.0007049698940337,0.0006807469,0.0
53.64,0.000702863514227,0.00067812356,0.0
54.0,0.0007007631269654,0.0006755156,0.0
54.36,0.0006986687322488,0.0006729224,0.0
54.72,0.0006965803300772,0.00067034404,0.0
55.08,0.0006944979204507,0.0006677813,0.0
55.44,0.0006924215033692,0.00066523347,0.0
55.8,0.0006903510788328,0.00066270086,0.0
56.16,0.0006882866468414,0.00066018396,0.0
56.52,0.000686228207395,0.0006576822,0.0
56.88,0.0006841757604937,0.00065519585,0.0
57.24,0.0006821293061374,0.0006527243,0.0
57.6,0.0006800888443261,0.00065026904,0.0
57.96,0.0006780543750599,0.0006478287,0.0
58.32,0.0006760258983387,0.00064540375,0.0
58.68,0.0006740034141626,0.00064299465,0.0
59.04,0.0006719869225315,0.00064060045,0.0
59.4,0.0006699764234454,0.0006382221,0.0
59.76,0.0006679719169044,0.00063585944,0.0
60.12,0.0006659734029084,0.00063351163,0.0
60.48,0.0006639808814575,0.0006311796,0.0
60.84,0.0006619943525516,0.00062886294,0.0
61.2,0.0006600138161907,0.0006265618,0.0
61.56,0.0006580392723749,0.000624276,0.0
61.92,0.0006560707211041,0.0006220056,0.0
62.28,0.0006541081623783,0.0006197506,0.0
62.64,0.0006521515961976,0.0006175108,0.0
63.0,0.0006502010225619,0.00061528647,0.0
63.36,0.0006482564414713,0.00061307754,0.0
63.72,0.0006463178529257,0.00061088323,0.0
64.08,0.0006443852569251,0.0006087048,0.0
64.44,0.0006424586534696,0.0006065414,0.0
64.8,0.0006405380425591,0.000604393,0.0
65.16,0.0006386234241937,0.0006022597,0.0
65.52,0.0006367147983733,0.000600142,0.0
65.88,0.0006348121650979,0.00059803855,0.0
66.24,0.0006329155243676,0.0005959504,0.0
66.6,0.0006310248761823,0.0005938772,0.0
66.96,0.000629140220542,0.000591819,0.0
67.32,0.0006272615574468,0.00058977527,0.0
67.67999999999999,0.0006253888868967,0.00058774656,0.0
68.03999999999999,0.0006235222088915,0.00058573246,0.0
68.39999999999999,0.0006216615234314,0.000583733,0.0
68.75999999999999,0.0006198068305164,0.0005817483,0.0
69.12,0.0006179581301463,0.0005797782,0.0
69.48,0.0006161154223214,0.0005778222,0.0
69.84,0.0006142787070414,0.0005758809,0.0
70.2,0.0006124479843065,0.00057395385,0.0
70.56,0.0006106232541166,0.0005720412,0.0
70.92,0.0006088045164718,0.0005701427,0.0
71.28,0.000606991771372,0.0005682587,0.0
71.64,0.0006051850188173,0.0005663883,0.0
72.0,0.0006033842588076,0.0005645321,0.0
72.36,0.0006015894913429,0.00056268973,0.0
72.72,0.0005998007164233,0.0005608616,0.0
73.08,0.0005980179340487,0.00055904704,0.0
73.44,0.0005962411442191,0.0005572461,0.0
73.8,0.0005944703469346,0.0005554592,0.0
74.16,0.0005927055421951,0.00055368576,0.0
74.52,0.0005909467300007,0.00055192586,0.0
74.88,0.0005891939103512,0.0005501793,0.0
75.24,0.0005874470832469,0.0005484463,0.0
75.6,0.0005857062486876,0.00054672663,0.0
75.96,0.0005839714066733,0.00054502016,0.0
76.32,0.000582242557204,0.0005433267,0.0
76.67999999999999,0.0005805197002798,0.0005416466,0.0
77.03999999999999,0.0005788028359006,0.0005399794,0.0
77.39999999999999,0.0005770919640665,0.00053832505,0.0
77.75999999999999,0.0005753870847774,0.00053668366,0.0
78.11999999999999,0.0005736881980333,0.00053505495,0.0
78.48,0.0005719953038343,0.00053343916,0.0
78.84,0.0005703084021803,0.0005318358,0.0
79.2,0.0005686274930714,0.0005302451,0.0
79.56,0.0005669525765075,0.00052866683,0.0
79.92,0.0005652836524886,0.0005271011,0.0
80.28,0.0005636207210148,0.0005255475,0.0
80.64,0.000561963782086,0.00052400626,0.0
81.0,0.0005603128357023,0.00052247714,0.0
81.36,0.0005586678818635,0.0005209602,0.0
81.72,0.0005570289205699,0.0005194553,0.0
82.08,0.0005553959518212,0.0005179623,0.0
82.44,0.0005537689756176,0.0005164812,0.0
82.8,0.0005521479919591,0.0005150116,0.0
83.16,0.0005505330008456,0.0005135538,0.0
83.52,0.0005489240022771,0.0005121079,0.0
83.88,0.0005473209962536,0.0005106735,0.0
84.24,0.0005457239827752,0.0005092505,0.0
84.6,0.0005441329618419,0.00050783873,0.0
84.96,0.0005425479334535,0.0005064385,0.0
85.32,0.0005409688976103,0.0005050493,0.0
85.67999999999999,0.000539395854312,0.00050367153,0.0
86.03999999999999,0.0005378288035588,0.0005023047,0.0
86.39999999999999,0.0005362677453506,0.0005009488,0.0
86.75999999999999,0.0005347126796875,0.00049960404,0.0
87.11999999999999,0.0005331636065694,0.0004982699,0.0
87.47999999999999,0.0005316205259963,0.0004969468,0.0
87.84,0.0005300834379683,0.0004956342,0.0
88.2,0.0005285523424853,0.00049433234,0.0
88.56,0.0005270272395474,0.0004930411,0.0
88.92,0.0005255081291545,0.0004917602,0.0
89.28,0.0005239950113066,0.00049048977,0.0
89.64,0.0005224878860038,0.0004892298,0.0
90.0,0.000520986753246,0.0004879799,0.0
90.36,0.0005194916130333,0.00048674038,0.0
90.72,0.0005180024653655,0.00048551068,0.0
91.08,0.0005165193102429,0.00048429123,0.0
91.44,0.0005150421476652,0.0004830819,0.0
91.8,0.0005135709776326,0.00048188213,0.0
92.16,0.0005121058001451,0.00048069243,0.0
92.52,0.0005106466152026,0.00047951256,0.0
92.88,0.0005091934228051,0.0004783423,0.0
93.24,0.0005077462229526,0.00047718151,0.0
93.6,0.0005063050156452,0.00047603046,0.0
93.96,0.0005048698008829,0.00047488871,0.0
94.32,0.0005034405786656,0.0004737564,0.0
94.68,0.0005020173489933,0.00047263363,0.0
95.04,0.000500600111866,0.00047151995,0.0
95.4,0.0004991888672838,0.0004704155,0.0
95.76,0.0004977836152466,0.0004693201,0.0
96.12,0.0004963843557545,0.00046823407,0.0
96.48,0.0004949910888074,0.00046715676,0.0
96.84,0.0004936038144054,0.00046608847,0.0
97.2,0.0004922225325483,0.00046502898,0.0
97.56,0.0004908472432364,0.00046397845,0.0
97.92,0.0004894779464694,0.00046293653,0.0
98.28,0.0004881146422475,0.0004619034,0.0
98.64,0.0004867573305706,0.00046087883,0.0
99.0,0.0004854060114388,0.0004598627,0.0
99.36,0.000484060684852,0.00045885524,0.0
99.72,0.0004827213508103,0.000457856,0.0
100.08,0.0004813880093136,0.00045686535,0.0
100.44,0.0004800606603619,0.00045588292,0.0
100.8,0.0004787393039553,0.00045490847,0.0
101.16,0.0004774239400937,0.0004539425,0.0
101.52,0.0004761145687771,0.00045298447,0.0
101.88,0.0004748111900056,0.00045203464,0.0
102.24,0.0004735138037791,0.0004510926,0.0
102.6,0.0004722224100977,0.00045015867,0.0
102.96,0.0004709370089613,0.00044923264,0.0
103.32,0.0004696576003699,0.0004483143,0.0
103.68,0.0004683841843236,0.00044740376,0.0
104.04,0.0004671167608223,0.000446501,0.0
104.4,0.0004658553298661,0.00044560578,0.0
104.76,0.0004645998914549,0.0004447181,0.0
105.12,0.0004633504455887,0.000443838,0.0
105.48,0.0004621069922676,0.00044296548,0.0
105.84,0.0004608695314915,0.00044210016,0.0
106.2,0.0004596380632604,0.00044124253,0.0
106.56,0.0004584125875744,0.00044039197,0.0
106.92,0.0004571931044334,0.0004395487,0.0
107.28,0.0004559796138375,0.00043871268,0.0
107.64,0.0004547721157866,0.00043788375,0.0
108.0,0.0004535706102807,0.00043706206,0.0
108.36,0.0004523750973199,0.0004362472,0.0
108.72,0.0004511855769041,0.00043543946,0.0
109.08,0.0004500020490333,0.00043463858,0.0
109.44,0.0004488245137076,0.00043384475,0.0
109.8,0.000447652970927,0.00043305766,0.0
110.16,0.0004464874206913,0.00043227727,0.0
110.52,0.0004453278630007,0.0004315037,0.0
110.88,0.0004441742978552,0.00043073692,0.0
111.24,0.0004430267252547,0.00042997656,0.0
111.6,0.0004418851451992,0.000429223,0.0
111.96,0.0004407495576888,0.00042847588,0.0
112.32,0.0004396199627234,0.0004277352,0.0
112.68,0.000438496360303,0.0004270011,0.0
113.04,0.0004373787504277,0.0004262733,0.0
113.4,0.0004362671330974,0.00042555202,0.0
113.76,0.0004351615083121,0.00042483682,0.0
114.12,0.0004340618760719,0.00042412805,0.0
114.48,0.0004329682363768,0.00042342555,0.0
114.84,0.0004318805892266,0.0004227291,0.0
115.2,0.0004307989346215,0.00042203878,0.0
115.56,0.0004297232725615,0.00042135463,0.0
115.92,0.0004286536030465,0.0004206763,0.0
116.28,0.0004275899260765,0.00042000422,0.0
116.64,0.0004265322416515,0.00041933812,0.0
117.0,0.0004254805497716,0.0004186778,0.0
117.36,0.0004244348504368,0.00041802338,0.0
117.72,0.000423395143647,0.0004173748,0.0
118.08,0.0004223614294022,0.000416732,0.0
118.44,0.0004213337077024,0.00041609493,0.0
118.8,0.0004203119785477,0.00041546358,0.0
119.16,0.0004192962419381,0.00041483797,0.0
119.52,0.0004182864978734,0.00041421794,0.0
119.88,0.0004172827463538,0.00041360344,0.0
120.24,0.0004162849873793,0.0004129946,0.0
