set,set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH_pred,ReH_std,ReE_pred,ReE_std,ReHt_pred,ReHt_std,dvcs_pred,dvcs_std
126,126,5.75,2.35,0.274,-0.11,127.35,0.0,0.0,0.16315126,0.051734954,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,142.39,0.0,0.0,0.13948748,0.054795373,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,157.43,0.0,0.0,0.1244077,0.056712955,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,172.48,0.0,0.0,0.11707574,0.057633743,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,187.52,0.0,0.0,0.11707574,0.057633743,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,202.57,0.0,0.0,0.1244077,0.05671296,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,217.61,0.0,0.0,0.13948748,0.054795377,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,232.65,0.0,0.0,0.16315125,0.051734965,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,247.68,0.0,0.0,0.19655232,0.047349412,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,262.7,0.0,0.0,0.24100459,0.04149681,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,277.71,0.294,0.06924,0.2975276,0.034295194,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,292.71,0.3755,0.077,0.365935,0.026721252,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,307.69,0.5039,0.06873,0.4432327,0.021937614,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,322.58,0.6222,0.08908,0.5214669,0.024107995,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,337.49,0.572,0.05625,0.58823496,0.030758167,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
126,126,5.75,2.35,0.274,-0.11,352.51,0.5516,0.07491,0.6277502,0.03587015,0.9653476,2.495634,0.73411256,1.9715798,0.7789227,2.4144762,-0.04159028,0.038573723
127,127,5.75,2.35,0.275,-0.15,7.54,0.7414,0.1017,0.7997242,0.040791705,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,22.53,0.7748,0.08097,0.7128332,0.033565056,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,37.55,0.6132,0.05169,0.58356285,0.023324423,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,52.38,0.4426,0.03975,0.45776224,0.014794452,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,67.17,0.3317,0.04083,0.35403392,0.010972043,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,82.19,0.249,0.03122,0.2740143,0.011807455,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,97.22,0.2742,0.03375,0.21574084,0.014057941,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,112.26,0.1408,0.02609,0.17427103,0.016020045,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,127.31,0.0,0.0,0.14540759,0.017417973,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,142.36,0.0,0.0,0.12608923,0.018326186,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,157.41,0.0,0.0,0.11424153,0.018860202,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,172.47,0.0,0.0,0.10860753,0.019105772,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,187.53,0.0,0.0,0.10860753,0.019105772,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,202.59,0.0,0.0,0.11424153,0.018860202,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,217.64,0.0,0.0,0.12608923,0.018326186,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,232.69,0.0,0.0,0.14540759,0.017417973,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,247.74,0.1942,0.03642,0.17427103,0.016020045,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,262.78,0.2109,0.02928,0.21574081,0.014057944,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,277.81,0.2595,0.02886,0.2740143,0.011807455,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,292.83,0.2928,0.03206,0.35403392,0.01097204,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,307.62,0.5042,0.04649,0.45776224,0.014794447,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,322.45,0.5972,0.05518,0.58356285,0.023324423,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,337.47,0.7942,0.07628,0.7128332,0.03356505,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
127,127,5.75,2.35,0.275,-0.15,352.46,0.7004,0.0867,0.7997242,0.040791705,0.9236126,1.259239,0.6767048,0.9759344,-0.013066866,2.5189617,0.003076183,0.011069145
128,128,5.75,2.35,0.275,-0.2,7.61,1.0196,0.12983,0.93523806,0.056077875,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,22.79,0.6189,0.06896,0.76193184,0.042773,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,37.67,0.5767,0.06118,0.55507225,0.027453233,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,52.38,0.366,0.03444,0.39169663,0.016578082,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,67.08,0.2377,0.03008,0.27829468,0.011174235,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,82.13,0.2327,0.02893,0.2013187,0.009988091,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,97.18,0.1494,0.02516,0.15086553,0.010542484,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,112.23,0.1085,0.01747,0.11769541,0.01127789,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,127.29,0.066,0.01566,0.09593006,0.011816262,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,142.34,0.0717,0.01828,0.08198845,0.012148503,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,157.41,0.106,0.03188,0.07368028,0.012331054,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,172.47,0.059,0.01404,0.06980508,0.012410238,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,187.53,0.0,0.0,0.06980508,0.012410238,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,202.59,0.0854,0.01659,0.073680274,0.012331055,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,217.66,0.1009,0.01866,0.08198845,0.012148505,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,232.71,0.0919,0.01846,0.09593006,0.011816262,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,247.77,0.1121,0.02791,0.11769541,0.011277891,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,262.82,0.1702,0.0194,0.15086551,0.010542485,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,277.87,0.1965,0.02475,0.20131856,0.009988091,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,292.92,0.2932,0.03314,0.27829468,0.011174235,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,307.62,0.4239,0.05235,0.39169592,0.016578063,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,322.33,0.5011,0.04626,0.55507225,0.02745322,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,337.21,0.8258,0.10036,0.7619306,0.042772934,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
128,128,5.75,2.35,0.275,-0.2,352.39,0.9405,0.10058,0.93523806,0.056077875,1.7802706,1.3245325,1.7768639,1.3208581,1.9809698,1.4803253,0.015317115,0.010865428
129,129,5.75,2.35,0.275,-0.26,8.25,0.0,0.0,1.0827785,0.08132126,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,23.32,0.7787,0.079,0.7638565,0.052808188,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,37.74,0.5176,0.04712,0.4875461,0.028627263,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,52.32,0.2894,0.02671,0.31122062,0.0140865445,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,67.02,0.1906,0.02256,0.2068268,0.0069698067,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,82.08,0.1383,0.01817,0.14381671,0.00503232,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,97.15,0.1026,0.01312,0.10587095,0.0053875153,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,112.21,0.0914,0.01121,0.082474925,0.005870008,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,127.28,0.077,0.01601,0.06785031,0.006121262,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,142.34,0.0595,0.01217,0.058822274,0.006208501,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,157.4,0.042,0.00953,0.053588096,0.006220548,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,172.47,0.0524,0.01688,0.05118152,0.0062137437,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,187.53,0.0569,0.02393,0.05118152,0.0062137437,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,202.6,0.0572,0.01352,0.053588096,0.0062205493,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,217.66,0.0597,0.01245,0.058822274,0.006208502,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,232.72,0.059,0.01316,0.06785031,0.006121262,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,247.79,0.0886,0.01223,0.08247492,0.0058700102,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,262.85,0.0902,0.01164,0.105870925,0.005387517,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,277.92,0.1639,0.02003,0.14381672,0.00503232,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,292.98,0.1946,0.02626,0.20682679,0.006969805,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,307.68,0.3165,0.03333,0.31122062,0.014086536,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,322.26,0.4857,0.04822,0.4875461,0.028627276,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,336.68,0.7429,0.1021,0.7638565,0.052808173,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
129,129,5.75,2.35,0.275,-0.26,351.75,0.0,0.0,1.0827785,0.08132124,3.2135494,1.6770033,2.1199126,2.383309,2.5272212,7.405451,0.028529303,0.01281618
130,130,5.75,2.35,0.275,-0.34,10.63,0.0,0.0,1.173594,0.08671851,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,25.61,0.0,0.0,0.61547,0.04077248,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,38.16,0.349,0.0318,0.35577697,0.019860169,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,52.21,0.2235,0.02088,0.20944133,0.008786094,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,66.95,0.1259,0.01446,0.13212024,0.004074283,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,82.04,0.0863,0.0121,0.09007793,0.0030259425,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,97.12,0.0603,0.00997,0.06647839,0.0031586243,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,112.19,0.0546,0.00796,0.052622627,0.0032936893,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,127.26,0.0523,0.00837,0.044277266,0.0033179189,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,142.33,0.0293,0.00778,0.039260946,0.0032871254,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,157.4,0.0393,0.00916,0.036408924,0.0032475316,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,172.46,0.0332,0.00922,0.035114262,0.0032231247,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,187.54,0.029,0.00954,0.035114262,0.0032231247,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,202.6,0.0284,0.0068,0.036408924,0.003247532,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,217.67,0.0457,0.00905,0.039260946,0.0032871256,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,232.74,0.042,0.00994,0.044277266,0.0033179189,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,247.81,0.0616,0.00963,0.052622616,0.0032936882,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,262.88,0.0801,0.01167,0.06647837,0.003158625,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,277.96,0.0944,0.01402,0.090077884,0.0030259418,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,293.05,0.108,0.01361,0.13212006,0.0040742783,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,307.79,0.2196,0.022,0.20944135,0.0087861,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,321.84,0.3556,0.0308,0.35577694,0.01986016,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,334.39,0.0,0.0,0.61547005,0.040772486,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
130,130,5.75,2.35,0.275,-0.34,349.37,0.0,0.0,1.173594,0.08671849,3.0229263,1.5683448,2.1774426,1.5051781,1.7029983,3.640242,0.02473961,0.008280633
131,131,5.75,2.35,0.275,-0.45,7.5,0.0,0.0,2.3150988,0.28669968,7.6939974,3.2247279,6.2988086,2.8112626,3.1721332,4.2538085,0.033622965,0.011719626
131,131,5.75,2.35,0.275,-0.45,28.13,0.0,0.0,0.4633316,0.04839204,7.6939974,3.2247279,6.2988086,2.8112626,3.1721332,4.2538085,0.033622965,0.011719626
