k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
5.75,1.82,0.343,-0.172,262.5,0.06561801,0.0032809004187583923,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,277.5,0.074176475,0.003708823770284653,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,292.5,0.08424862,0.004212430864572525,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,307.5,0.09526553,0.004763276502490044,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,322.5,0.106078334,0.005303916707634926,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,337.5,0.114968926,0.00574844628572464,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.82,0.343,-0.172,352.5,0.12005317,0.006002658605575562,-0.9924041423103456,-0.31,-0.39627248873223386,0.01776132024921348
5.75,1.933,0.368,-0.232,7.5,0.08181363,0.0040906816720962524,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,22.5,0.07715157,0.0038575783371925356,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,37.5,0.06940762,0.0034703809767961504,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,52.5,0.060641028,0.0030320513993501667,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,67.5,0.052384425,0.0026192212477326397,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,82.5,0.045384277,0.0022692138329148295,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,97.5,0.03981827,0.001990913413465023,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,112.5,0.03558247,0.0017791235819458963,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,127.5,0.03248311,0.001624155417084694,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,142.5,0.030331045,0.0015165522694587708,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,157.5,0.028977964,0.0014488982036709786,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,172.5,0.028325591,0.0014162795618176461,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,187.5,0.028325591,0.0014162795618176461,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,202.5,0.028977964,0.0014488982036709786,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,217.5,0.030331045,0.0015165522694587708,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,232.5,0.0324831,0.0016241550445556642,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,247.5,0.03558246,0.0017791230231523514,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,262.5,0.039818265,0.0019909132272005084,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,277.5,0.045384265,0.0022692132741212847,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,292.5,0.052384425,0.0026192212477326397,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,307.5,0.060641028,0.0030320513993501667,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,322.5,0.06940762,0.0034703809767961504,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,337.5,0.07715157,0.0038575783371925356,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.933,0.368,-0.232,352.5,0.08181363,0.0040906816720962524,-1.2327545994409101,-0.31,-0.3427865803792093,0.012829166550745646
5.75,1.964,0.375,-0.278,7.5,0.07184633,0.0035923164337873462,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,22.5,0.066424936,0.0033212468028068543,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,37.5,0.057911344,0.0028955671936273576,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,52.5,0.048962858,0.002448142878711224,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,67.5,0.041154042,0.002057702094316483,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,82.5,0.03497263,0.0017486315220594407,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,97.5,0.030330116,0.0015165057964622976,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,112.5,0.026952513,0.0013476256281137466,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,127.5,0.024563707,0.0012281853705644608,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,142.5,0.022945175,0.001147258747369051,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,157.5,0.0219441,0.0010972050018608571,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,172.5,0.021465957,0.0010732978582382203,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,187.5,0.021465955,0.0010732977651059627,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,202.5,0.0219441,0.0010972050018608571,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,217.5,0.022945173,0.0011472586542367936,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,232.5,0.024563704,0.0012281851842999459,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,247.5,0.026952505,0.0013476252555847169,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,262.5,0.03033011,0.0015165055170655252,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,277.5,0.03497262,0.001748630963265896,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,292.5,0.041154042,0.002057702094316483,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,307.5,0.048962858,0.002448142878711224,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,322.5,0.05791131,0.0028955655172467234,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,337.5,0.066424936,0.0033212468028068543,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.964,0.375,-0.278,352.5,0.071846336,0.003592316806316376,-1.3088749980099972,-0.31,-0.30532557670723737,0.010373011009402106
5.75,1.986,0.379,-0.323,7.5,0.064882904,0.003244145214557648,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,22.5,0.0586201,0.002931004948914051,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,37.5,0.049354926,0.002467746287584305,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,52.5,0.04031505,0.002015752531588078,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,67.5,0.032971755,0.0016485877335071565,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,82.5,0.027500212,0.0013750106096267701,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,97.5,0.023582168,0.0011791083961725235,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,112.5,0.020832468,0.001041623391211033,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,127.5,0.018938217,0.0009469108656048775,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,142.5,0.017678242,0.0008839121088385582,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,157.5,0.01690832,0.0008454159833490849,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,172.5,0.016543088,0.0008271544240415097,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,187.5,0.01654309,0.0008271545171737671,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,202.5,0.016908316,0.00084541579708457,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,217.5,0.01767824,0.0008839120157063008,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,232.5,0.018938217,0.0009469108656048775,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,247.5,0.020832466,0.0010416232980787754,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,262.5,0.023582159,0.0011791079305112362,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,277.5,0.027500205,0.0013750102370977402,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,292.5,0.032971755,0.0016485877335071565,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,307.5,0.04031505,0.002015752531588078,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,322.5,0.0493549,0.0024677449837327003,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,337.5,0.0586201,0.002931004948914051,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.986,0.379,-0.323,352.5,0.06488289,0.003244144469499588,-1.3514170587709742,-0.31,-0.26838778738852853,0.008150021642195138
5.75,1.999,0.381,-0.371,7.5,0.059899323,0.0029949661344289783,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,22.5,0.052475125,0.002623756229877472,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,37.5,0.042246804,0.0021123401820659637,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,52.5,0.03306667,0.001653333567082882,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,67.5,0.02614912,0.001307456009089947,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,82.5,0.02129431,0.0010647155344486237,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,97.5,0.017971031,0.0008985515683889389,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,112.5,0.015714198,0.0007857099175453187,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,127.5,0.01419551,0.0007097755093127489,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,142.5,0.013201551,0.0006600775290280581,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,157.5,0.012600536,0.0006300268229097128,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,172.5,0.0123171145,0.0006158557254821063,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,187.5,0.012317115,0.000615855772048235,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,202.5,0.012600536,0.0006300268229097128,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,217.5,0.0132015515,0.0006600775755941868,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,232.5,0.014195509,0.0007097754627466203,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,247.5,0.015714196,0.0007857098244130611,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,262.5,0.017971028,0.000898551382124424,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,277.5,0.021294305,0.0010647152550518513,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,292.5,0.02614912,0.001307456009089947,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,307.5,0.03306667,0.001653333567082882,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,322.5,0.042246804,0.0021123401820659637,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,337.5,0.052475117,0.0026237558573484424,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,1.999,0.381,-0.371,352.5,0.059899323,0.0029949661344289783,-1.3703989508628347,-0.31,-0.22833863388818543,0.005863211110383404
5.75,2.218,0.345,-0.176,7.5,0.12019951,0.006009975448250771,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,22.5,0.115405634,0.005770281702280045,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,37.5,0.106998175,0.0053499087691307075,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,52.5,0.096726015,0.004836300760507584,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,67.5,0.086198755,0.004309937730431557,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,82.5,0.07651151,0.003825575485825539,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,97.5,0.068225384,0.0034112691879272464,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,112.5,0.06152158,0.0030760789290070535,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,127.5,0.056371856,0.0028185928240418434,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,142.5,0.052663203,0.0026331601664423944,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,157.5,0.05027197,0.0025135984644293788,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,172.5,0.049101964,0.002455098181962967,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,187.5,0.049101964,0.002455098181962967,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,202.5,0.05027197,0.0025135984644293788,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,217.5,0.0526632,0.0026331599801778793,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,232.5,0.056371856,0.0028185928240418434,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,247.5,0.061521575,0.003076078742742539,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,262.5,0.06822537,0.0034112684428691865,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,277.5,0.07651147,0.0038255736231803898,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,292.5,0.086198755,0.004309937730431557,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,307.5,0.096726015,0.004836300760507584,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,322.5,0.106998175,0.0053499087691307075,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,337.5,0.11540561,0.0057702805846929555,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.218,0.345,-0.176,352.5,0.12019952,0.006009975820779801,-1.0096562170544845,-0.31,-0.3925214206161509,0.017363227644279194
5.75,2.318,0.363,-0.232,7.5,0.09280245,0.004640122503042222,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,22.5,0.08739437,0.004369718581438065,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,37.5,0.07845347,0.0039226733148097995,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,52.5,0.06838994,0.0034194968640804293,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,67.5,0.05896103,0.002948051504790783,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,82.5,0.050998557,0.002549927867949009,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,97.5,0.044684663,0.002234233170747757,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,112.5,0.039888658,0.001994432881474495,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,127.5,0.036384128,0.0018192064017057419,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,142.5,0.033953257,0.0016976628452539445,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,157.5,0.032426067,0.0016213033348321916,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,172.5,0.031690124,0.0015845062211155892,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,187.5,0.031690124,0.0015845062211155892,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,202.5,0.03242606,0.0016213029623031617,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,217.5,0.033953257,0.0016976628452539445,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,232.5,0.036384128,0.0018192064017057419,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,247.5,0.039888658,0.001994432881474495,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,262.5,0.044684656,0.0022342327982187273,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,277.5,0.050998546,0.0025499273091554643,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,292.5,0.05896103,0.002948051504790783,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,307.5,0.06838994,0.0034194968640804293,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,322.5,0.078453474,0.003922673687338829,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,337.5,0.08739437,0.004369718581438065,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.318,0.363,-0.232,352.5,0.09280245,0.004640122503042222,-1.1823584772694655,-0.31,-0.34427646797711386,0.013238945258358253
5.75,2.348,0.368,-0.279,7.5,0.08399899,0.004199949651956559,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,22.5,0.077287726,0.0038643863052129747,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,37.5,0.066882215,0.0033441107720136643,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,52.5,0.056110464,0.0028055232018232346,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,67.5,0.04683858,0.002341929078102112,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,82.5,0.03957749,0.0019788745790719985,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,97.5,0.03416769,0.0017083844169974328,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,112.5,0.030255673,0.0015127836726605893,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,127.5,0.027501991,0.001375099550932646,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,142.5,0.025643155,0.001282157748937607,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,157.5,0.024496613,0.0012248306535184385,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,172.5,0.023949934,0.001197496708482504,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,187.5,0.023949934,0.001197496708482504,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,202.5,0.024496607,0.001224830374121666,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,217.5,0.025643155,0.001282157748937607,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,232.5,0.027501993,0.0013750996440649033,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,247.5,0.030255673,0.0015127836726605893,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,262.5,0.034167685,0.0017083842307329179,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,277.5,0.03957746,0.0019788730889558795,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,292.5,0.04683858,0.002341929078102112,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,307.5,0.056110464,0.0028055232018232346,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,322.5,0.0668822,0.003344110026955605,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,337.5,0.077287726,0.0038643863052129747,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.348,0.368,-0.279,352.5,0.083998986,0.0041999492794275286,-1.2396731973631645,-0.31,-0.3063910615414027,0.010832572288556996
5.75,2.36,0.371,-0.325,7.5,0.0766532,0.003832659870386124,-1.2777066945777618,-0.31,-0.2687487893150413,0.008590020891847155
5.75,2.36,0.371,-0.325,22.5,0.06870809,0.0034354045987129212,-1.2777066945777618,-0.31,-0.2687487893150413,0.008590020891847155
5.75,2.36,0.371,-0.325,37.5,0.057186853,0.002859342657029629,-1.2777066945777618,-0.31,-0.2687487893150413,0.008590020891847155
5.75,2.36,0.371,-0.325,52.5,0.046195757,0.0023097878322005275,-1.2777066945777618,-0.31,-0.2687487893150413,0.008590020891847155
