k,QQ,xB,t,phi,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,F_true,F_true_py,F_true_fix_dvcs
5.75,1.64,0.214,-0.15,52.04,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.918378,0.91837835,0.9183784
5.75,1.64,0.214,-0.15,67.07,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.674559,0.6745597,0.6745598
5.75,1.64,0.214,-0.15,82.1,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.510482,0.51048297,0.510483
5.75,1.64,0.214,-0.15,97.15,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.401024,0.40102464,0.40102473
5.75,1.64,0.214,-0.15,112.2,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.328013,0.32801336,0.32801345
5.75,1.64,0.214,-0.15,127.26,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.279456,0.27945596,0.27945605
5.75,1.64,0.214,-0.15,142.32,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.247958,0.24795851,0.2479586
5.75,1.64,0.214,-0.15,157.39,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.229019,0.22901872,0.2290188
5.75,1.64,0.214,-0.15,172.46,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.22012,0.22012052,0.22012061
5.75,1.64,0.214,-0.15,187.54,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.22012,0.22012052,0.22012061
5.75,1.64,0.214,-0.15,202.61,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.229019,0.22901872,0.2290188
5.75,1.64,0.214,-0.15,217.68,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.247958,0.24795829,0.24795838
5.75,1.64,0.214,-0.15,232.74,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.279456,0.27945596,0.27945605
5.75,1.64,0.214,-0.15,247.8,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.328013,0.32801315,0.32801324
5.75,1.64,0.214,-0.15,262.85,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.401024,0.40102464,0.40102473
5.75,1.64,0.214,-0.15,277.9,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.510482,0.5104825,0.51048255
5.75,1.64,0.214,-0.15,292.93,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.674559,0.67455924,0.67455935
5.75,1.64,0.214,-0.15,307.96,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,0.918378,0.91837776,0.9183779
5.75,1.64,0.214,-0.15,322.87,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,1.25962,1.2596236,1.2596238
5.75,1.64,0.214,-0.15,337.37,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,1.6599,1.6599003,1.6599004
5.75,1.64,0.214,-0.15,352.29,-3.01703,2.27322,1.64043,276.556,5.33209,0,2.13132,0,1.98731,1.987317,1.9873171
5.75,1.64,0.214,-0.2,8.26,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,2.0343,2.0343006,2.0343006
5.75,1.64,0.214,-0.2,23.48,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,1.50158,1.5015831,1.501583
5.75,1.64,0.214,-0.2,37.27,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,1.02998,1.0299846,1.0299846
5.75,1.64,0.214,-0.2,51.94,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.690585,0.69058615,0.6905861
5.75,1.64,0.214,-0.2,66.99,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.478653,0.4786536,0.47865355
5.75,1.64,0.214,-0.2,82.05,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.350415,0.35041472,0.3504147
5.75,1.64,0.214,-0.2,97.12,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.2709,0.2709002,0.27090013
5.75,1.64,0.214,-0.2,112.18,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.220459,0.22045934,0.22045928
5.75,1.64,0.214,-0.2,127.25,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.188037,0.18803713,0.18803707
5.75,1.64,0.214,-0.2,142.32,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.167489,0.16748956,0.16748951
5.75,1.64,0.214,-0.2,157.39,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.155326,0.15532625,0.15532619
5.75,1.64,0.214,-0.2,172.46,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.149659,0.14965904,0.14965898
5.75,1.64,0.214,-0.2,187.54,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.149659,0.14965904,0.14965898
5.75,1.64,0.214,-0.2,202.61,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.155326,0.15532625,0.1553262
5.75,1.64,0.214,-0.2,217.68,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.167489,0.1674895,0.16748945
5.75,1.64,0.214,-0.2,232.75,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.188037,0.18803713,0.18803707
5.75,1.64,0.214,-0.2,247.82,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.220459,0.22045931,0.22045927
5.75,1.64,0.214,-0.2,262.88,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.2709,0.27090004,0.2709
5.75,1.64,0.214,-0.2,277.95,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.350415,0.35041514,0.3504151
5.75,1.64,0.214,-0.2,293.01,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.478653,0.4786536,0.47865355
5.75,1.64,0.214,-0.2,308.06,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,0.690585,0.6905858,0.69058573
5.75,1.64,0.214,-0.2,322.73,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,1.02998,1.0299854,1.0299853
5.75,1.64,0.214,-0.2,336.52,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,1.50158,1.5015813,1.5015812
5.75,1.64,0.214,-0.2,351.74,-3.08266,2.1375,1.37592,212.272,4.72165,0,1.99126,0,2.0343,2.0343006,2.0343006
5.75,1.64,0.214,-0.26,25.19,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,1.28137,1.2813692,1.2813692
5.75,1.64,0.214,-0.26,37.58,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.805414,0.80541456,0.80541456
5.75,1.64,0.214,-0.26,51.84,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.500835,0.5008359,0.5008359
5.75,1.64,0.214,-0.26,66.93,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.330139,0.33013955,0.33013952
5.75,1.64,0.214,-0.26,82.01,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.236058,0.23605883,0.23605883
5.75,1.64,0.214,-0.26,97.09,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.181025,0.18102525,0.18102525
5.75,1.64,0.214,-0.26,112.16,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.147405,0.14740533,0.14740533
5.75,1.64,0.214,-0.26,127.24,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.126334,0.12633404,0.12633404
5.75,1.64,0.214,-0.26,142.31,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.11321,0.11320996,0.113209955
5.75,1.64,0.214,-0.26,157.39,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.105518,0.10551791,0.1055179
5.75,1.64,0.214,-0.26,172.46,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.101958,0.10195789,0.10195788
5.75,1.64,0.214,-0.26,187.54,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.101958,0.10195789,0.10195788
5.75,1.64,0.214,-0.26,202.61,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.105518,0.105517894,0.105517894
5.75,1.64,0.214,-0.26,217.69,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.11321,0.11320996,0.11320996
5.75,1.64,0.214,-0.26,232.76,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.126334,0.12633406,0.12633404
5.75,1.64,0.214,-0.26,247.84,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.147405,0.14740533,0.14740533
5.75,1.64,0.214,-0.26,262.91,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.181025,0.18102525,0.18102525
5.75,1.64,0.214,-0.26,277.99,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.236058,0.23605858,0.23605858
5.75,1.64,0.214,-0.26,293.07,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.330139,0.33013958,0.33013958
5.75,1.64,0.214,-0.26,308.16,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.500835,0.50083566,0.50083566
5.75,1.64,0.214,-0.26,322.42,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,0.805414,0.80541456,0.80541456
5.75,1.64,0.214,-0.26,334.81,-3.09818,1.9901,1.11443,165.492,4.10005,0,1.83531,0,1.28137,1.2813692,1.2813692
5.75,1.64,0.214,-0.34,37.97,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.579695,0.5796956,0.5796956
5.75,1.64,0.214,-0.34,51.74,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.338006,0.33800587,0.33800587
5.75,1.64,0.214,-0.34,66.87,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.213775,0.21377538,0.21377538
5.75,1.64,0.214,-0.34,81.97,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.150673,0.15067272,0.15067272
5.75,1.64,0.214,-0.34,97.06,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.115501,0.11550134,0.11550133
5.75,1.64,0.214,-0.34,112.15,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0946452,0.09464515,0.09464514
5.75,1.64,0.214,-0.34,127.23,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0818479,0.08184785,0.08184785
5.75,1.64,0.214,-0.34,142.31,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0739735,0.073973514,0.07397351
5.75,1.64,0.214,-0.34,157.38,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0694007,0.06940063,0.06940062
5.75,1.64,0.214,-0.34,172.46,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0672902,0.06729019,0.06729019
5.75,1.64,0.214,-0.34,202.62,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0694007,0.06940063,0.06940062
5.75,1.64,0.214,-0.34,217.69,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0739735,0.073973514,0.07397351
5.75,1.64,0.214,-0.34,232.77,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0818479,0.08184785,0.08184785
5.75,1.64,0.214,-0.34,247.85,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.0946452,0.09464514,0.09464514
5.75,1.64,0.214,-0.34,262.94,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.115501,0.1155013,0.1155013
5.75,1.64,0.214,-0.34,278.03,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.150673,0.15067272,0.15067272
5.75,1.64,0.214,-0.34,293.13,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.213775,0.21377538,0.21377538
5.75,1.64,0.214,-0.34,308.26,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.338006,0.33800587,0.33800587
5.75,1.64,0.214,-0.34,322.03,-3.04939,1.81615,0.833069,127.418,3.42039,0,1.64623,0,0.579695,0.5796956,0.5796956
5.75,1.64,0.214,-0.45,38.02,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.375536,0.37553614,0.3755361
5.75,1.64,0.214,-0.45,51.66,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.207321,0.20732081,0.20732076
5.75,1.64,0.214,-0.45,66.82,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.128104,0.12810418,0.12810415
5.75,1.64,0.214,-0.45,81.94,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0901872,0.09018733,0.090187296
5.75,1.64,0.214,-0.45,97.04,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0697861,0.069786124,0.06978609
5.75,1.64,0.214,-0.45,112.13,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0579566,0.057956677,0.057956643
5.75,1.64,0.214,-0.45,127.22,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0507948,0.050794773,0.050794736
5.75,1.64,0.214,-0.45,217.7,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0464304,0.04643042,0.046430387
5.75,1.64,0.214,-0.45,232.78,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0507948,0.050794773,0.050794736
5.75,1.64,0.214,-0.45,247.87,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0579566,0.057956677,0.057956643
5.75,1.64,0.214,-0.45,262.96,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0697861,0.0697861,0.06978607
5.75,1.64,0.214,-0.45,278.06,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.0901872,0.09018733,0.090187296
5.75,1.64,0.214,-0.45,293.18,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.128104,0.12810418,0.12810415
5.75,1.64,0.214,-0.45,308.34,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.207321,0.2073206,0.20732056
5.75,1.64,0.214,-0.45,321.98,-2.90962,1.61191,0.541817,96.2709,2.69525,0,1.41767,0,0.375536,0.37553614,0.3755361
5.75,1.88,0.215,-0.11,23.16,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,2.6618,2.6617951,2.6617951
5.75,1.88,0.215,-0.11,37.96,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,2.10249,2.102488,2.102488
5.75,1.88,0.215,-0.11,52.73,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,1.60467,1.6046699,1.60467
5.75,1.88,0.215,-0.11,67.28,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,1.22987,1.2298717,1.2298717
5.75,1.88,0.215,-0.11,82.17,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.954345,0.9543446,0.95434463
5.75,1.88,0.215,-0.11,97.2,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.759923,0.7599229,0.759923
5.75,1.88,0.215,-0.11,112.25,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.625265,0.625265,0.62526506
5.75,1.88,0.215,-0.11,127.3,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.533241,0.5332414,0.5332414
5.75,1.88,0.215,-0.11,142.35,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.472294,0.4722942,0.47229424
5.75,1.88,0.215,-0.11,157.41,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.435116,0.43511632,0.43511635
5.75,1.88,0.215,-0.11,172.47,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.417504,0.41750377,0.4175038
5.75,1.88,0.215,-0.11,202.59,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.435116,0.43511632,0.43511635
5.75,1.88,0.215,-0.11,217.65,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.472294,0.47229397,0.472294
5.75,1.88,0.215,-0.11,232.7,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.533241,0.53324085,0.5332409
5.75,1.88,0.215,-0.11,247.75,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.625265,0.6252647,0.62526476
5.75,1.88,0.215,-0.11,262.8,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.759923,0.7599229,0.759923
5.75,1.88,0.215,-0.11,277.83,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,0.954345,0.9543446,0.95434463
5.75,1.88,0.215,-0.11,292.72,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,1.22987,1.2298709,1.229871
5.75,1.88,0.215,-0.11,307.27,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,1.60467,1.60467,1.60467
5.75,1.88,0.215,-0.11,322.04,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,2.10249,2.102488,2.102488
5.75,1.88,0.215,-0.11,336.84,-2.91236,2.39131,1.88057,361.818,5.86871,0,2.24451,0,2.6618,2.6617951,2.6617951
5.75,1.88,0.215,-0.15,38.98,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,1.78588,1.7858771,1.7858771
5.75,1.88,0.215,-0.15,52.95,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,1.25813,1.25813,1.25813
5.75,1.88,0.215,-0.15,67.13,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.908232,0.90823185,0.9082318
5.75,1.88,0.215,-0.15,82.11,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.672097,0.67209715,0.6720971
5.75,1.88,0.215,-0.15,97.16,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.520177,0.5201775,0.5201774
5.75,1.88,0.215,-0.15,112.22,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.421183,0.4211828,0.42118278
5.75,1.88,0.215,-0.15,127.28,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.356308,0.35630783,0.3563078
5.75,1.88,0.215,-0.15,142.34,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.314562,0.31456172,0.3145617
5.75,1.88,0.215,-0.15,157.4,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.289586,0.28958556,0.28958553
5.75,1.88,0.215,-0.15,172.47,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.27787,0.27787036,0.27787033
5.75,1.88,0.215,-0.15,187.53,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.27787,0.27787036,0.27787033
5.75,1.88,0.215,-0.15,202.6,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.289586,0.28958556,0.28958553
5.75,1.88,0.215,-0.15,217.66,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.314562,0.31456175,0.31456172
5.75,1.88,0.215,-0.15,232.72,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.356308,0.35630783,0.3563078
5.75,1.88,0.215,-0.15,247.78,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.421183,0.42118278,0.42118275
5.75,1.88,0.215,-0.15,262.84,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.520177,0.52017725,0.5201772
5.75,1.88,0.215,-0.15,277.89,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.672097,0.67209715,0.6720971
5.75,1.88,0.215,-0.15,292.87,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,0.908232,0.90823114,0.9082311
5.75,1.88,0.215,-0.15,307.05,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,1.25813,1.2581301,1.2581301
5.75,1.88,0.215,-0.15,321.02,-3.01297,2.27322,1.63335,275.116,5.31035,0,2.12606,0,1.78588,1.7858769,1.7858769
5.75,1.88,0.215,-0.2,53.14,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.907021,0.9070215,0.9070216
5.75,1.88,0.215,-0.2,66.99,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.623801,0.62380147,0.6238015
5.75,1.88,0.215,-0.2,82.06,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.44483,0.44483078,0.4448308
5.75,1.88,0.215,-0.2,97.14,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.337744,0.33774412,0.33774415
5.75,1.88,0.215,-0.2,112.2,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.271109,0.2711093,0.27110934
5.75,1.88,0.215,-0.2,127.27,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.228682,0.22868212,0.22868216
5.75,1.88,0.215,-0.2,142.33,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.201937,0.20193656,0.2019366
5.75,1.88,0.215,-0.2,157.4,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.186129,0.18612908,0.18612912
5.75,1.88,0.215,-0.2,172.47,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.178774,0.17877373,0.17877378
5.75,1.88,0.215,-0.2,187.53,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.178774,0.17877373,0.17877378
5.75,1.88,0.215,-0.2,202.6,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.186129,0.18612897,0.18612902
5.75,1.88,0.215,-0.2,217.67,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.201937,0.20193656,0.2019366
5.75,1.88,0.215,-0.2,232.73,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.228682,0.22868204,0.22868209
5.75,1.88,0.215,-0.2,247.8,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.271109,0.27110928,0.27110934
5.75,1.88,0.215,-0.2,262.86,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.337744,0.33774412,0.33774415
5.75,1.88,0.215,-0.2,277.94,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.44483,0.44483078,0.4448308
5.75,1.88,0.215,-0.2,293.01,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.623801,0.6238014,0.62380147
5.75,1.88,0.215,-0.2,306.86,-3.07807,2.1375,1.37513,211.166,4.70364,0,1.98675,0,0.907021,0.9070206,0.9070207
5.75,1.88,0.215,-0.26,53.05,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.624321,0.6243207,0.6243206
5.75,1.88,0.215,-0.26,66.93,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.411479,0.41147965,0.41147962
5.75,1.88,0.215,-0.26,82.03,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.286713,0.28671306,0.28671303
5.75,1.88,0.215,-0.26,97.12,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.215604,0.21560392,0.21560389
5.75,1.88,0.215,-0.26,112.19,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.17266,0.17266014,0.17266011
5.75,1.88,0.215,-0.26,127.26,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.145871,0.14587118,0.14587115
5.75,1.88,0.215,-0.26,142.33,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.129195,0.12919481,0.12919478
5.75,1.88,0.215,-0.26,157.4,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.119429,0.119429134,0.1194291
5.75,1.88,0.215,-0.26,172.47,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.114906,0.11490647,0.11490643
5.75,1.88,0.215,-0.26,187.53,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.114906,0.11490647,0.11490643
5.75,1.88,0.215,-0.26,202.6,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.119429,0.11942914,0.11942911
5.75,1.88,0.215,-0.26,217.67,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.129195,0.12919477,0.12919474
5.75,1.88,0.215,-0.26,232.74,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.145871,0.14587118,0.14587115
5.75,1.88,0.215,-0.26,247.81,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.17266,0.17266014,0.17266011
5.75,1.88,0.215,-0.26,262.88,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.215604,0.2156039,0.21560387
5.75,1.88,0.215,-0.26,277.97,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.286713,0.28671306,0.28671303
5.75,1.88,0.215,-0.26,293.07,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.411479,0.41147938,0.41147935
5.75,1.88,0.215,-0.26,306.95,-3.09334,1.9901,1.11432,164.63,4.08563,0,1.83159,0,0.624321,0.6243207,0.6243206
5.75,1.88,0.215,-0.34,52.72,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.395035,0.39503437,0.39503446
5.75,1.88,0.215,-0.34,66.9,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.251007,0.2510067,0.25100675
5.75,1.88,0.215,-0.34,82.01,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.17304,0.1730398,0.17303985
5.75,1.88,0.215,-0.34,97.1,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.13,0.12999989,0.12999997
5.75,1.88,0.215,-0.34,112.18,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.104506,0.10450547,0.10450555
5.75,1.88,0.215,-0.34,127.25,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0888245,0.08882444,0.08882452
5.75,1.88,0.215,-0.34,142.32,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0791495,0.0791494,0.07914948
5.75,1.88,0.215,-0.34,157.4,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0735131,0.073513,0.073513076
5.75,1.88,0.215,-0.34,172.46,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0709142,0.07091409,0.070914164
5.75,1.88,0.215,-0.34,187.54,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0709142,0.07091409,0.070914164
5.75,1.88,0.215,-0.34,202.6,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0735131,0.073513,0.073513076
5.75,1.88,0.215,-0.34,217.68,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0791495,0.0791494,0.07914948
5.75,1.88,0.215,-0.34,232.75,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.0888245,0.08882444,0.08882452
5.75,1.88,0.215,-0.34,247.82,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.104506,0.10450541,0.10450549
5.75,1.88,0.215,-0.34,262.9,-3.04459,1.81615,0.834096,126.754,3.40962,0,1.64342,0,0.13,0.12999982,0.12999988
