k,QQ,xB,t,phi,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,F_true,F_true_py,F_true_fix_dvcs
4.487,2.71,0.484,-0.43499,337.5,-1.98937,1.63769,0.749088,37.3923,1.77726,0,0.995235,0,0.0292967,0.029296748,0.02929674
4.487,2.71,0.484,-0.43499,352.5,-1.98937,1.63769,0.749088,37.3923,1.77726,0,0.995235,0,0.0316021,0.031602126,0.031602122
4.487,2.71,0.485,-0.47967,22.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.028767,0.028767034,0.028767034
4.487,2.71,0.485,-0.47967,37.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0242794,0.024279393,0.024279393
4.487,2.71,0.485,-0.47967,52.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0199741,0.019974105,0.019974103
4.487,2.71,0.485,-0.47967,67.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.016518,0.016517993,0.01651799
4.487,2.71,0.485,-0.47967,82.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0139595,0.01395947,0.013959468
4.487,2.71,0.485,-0.47967,97.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0121331,0.01213312,0.012133118
4.487,2.71,0.485,-0.47967,112.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0108537,0.010853738,0.010853736
4.487,2.71,0.485,-0.47967,127.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00997392,0.009973927,0.009973926
4.487,2.71,0.485,-0.47967,142.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00938987,0.009389875,0.009389874
4.487,2.71,0.485,-0.47967,157.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00903368,0.009033683,0.009033681
4.487,2.71,0.485,-0.47967,172.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00886496,0.008864964,0.0088649625
4.487,2.71,0.485,-0.47967,187.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00886496,0.008864964,0.0088649625
4.487,2.71,0.485,-0.47967,202.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00903368,0.009033683,0.009033681
4.487,2.71,0.485,-0.47967,217.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00938987,0.009389875,0.009389874
4.487,2.71,0.485,-0.47967,232.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.00997392,0.009973927,0.009973926
4.487,2.71,0.485,-0.47967,247.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0108537,0.010853738,0.010853736
4.487,2.71,0.485,-0.47967,262.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0121331,0.012133118,0.012133116
4.487,2.71,0.485,-0.47967,277.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0139595,0.01395947,0.013959468
4.487,2.71,0.485,-0.47967,292.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.016518,0.016517993,0.01651799
4.487,2.71,0.485,-0.47967,307.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0199741,0.019974105,0.019974103
4.487,2.71,0.485,-0.47967,322.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0242794,0.024279393,0.024279393
4.487,2.71,0.485,-0.47967,337.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.028767,0.028767034,0.028767034
4.487,2.71,0.485,-0.47967,352.5,-1.94963,1.56271,0.683255,33.7696,1.6807,0,0.9654,0,0.0318509,0.03185086,0.031850856
4.487,2.72,0.485,-0.53988,7.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0327979,0.03279797,0.032797962
4.487,2.72,0.485,-0.53988,22.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0283857,0.02838575,0.028385738
4.487,2.72,0.485,-0.53988,37.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0226261,0.022626156,0.022626145
4.487,2.72,0.485,-0.53988,52.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0177326,0.01773259,0.01773258
4.487,2.72,0.485,-0.53988,67.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0141924,0.014192456,0.014192445
4.487,2.72,0.485,-0.53988,82.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0117729,0.011772944,0.0117729325
4.487,2.72,0.485,-0.53988,97.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0101446,0.010144653,0.010144642
4.487,2.72,0.485,-0.53988,112.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0090519,0.00905191,0.0090518985
4.487,2.72,0.485,-0.53988,127.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00832328,0.008323293,0.008323282
4.487,2.72,0.485,-0.53988,142.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00784998,0.007849992,0.007849982
4.487,2.72,0.485,-0.53988,157.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00756545,0.007565463,0.0075654523
4.487,2.72,0.485,-0.53988,172.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00743178,0.0074317907,0.00743178
4.487,2.72,0.485,-0.53988,187.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00743178,0.0074317907,0.00743178
4.487,2.72,0.485,-0.53988,202.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00756545,0.007565463,0.0075654527
4.487,2.72,0.485,-0.53988,217.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00784998,0.007849992,0.007849982
4.487,2.72,0.485,-0.53988,232.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.00832328,0.008323293,0.008323282
4.487,2.72,0.485,-0.53988,247.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0090519,0.009051906,0.009051895
4.487,2.72,0.485,-0.53988,262.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0101446,0.010144653,0.010144642
4.487,2.72,0.485,-0.53988,277.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0117729,0.011772944,0.0117729325
4.487,2.72,0.485,-0.53988,292.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0141924,0.014192456,0.014192445
4.487,2.72,0.485,-0.53988,307.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0177326,0.01773259,0.01773258
4.487,2.72,0.485,-0.53988,322.5,-1.89855,1.46956,0.602716,29.9164,1.56326,0,0.928524,0,0.0226261,0.022626156,0.022626145
8.851,4.5,0.497,-0.40977,7.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00345342,0.0034534214,0.0034534177
8.851,4.5,0.497,-0.40977,22.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00340706,0.0034070602,0.0034070564
8.851,4.5,0.497,-0.40977,37.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00332181,0.0033218134,0.0033218102
8.851,4.5,0.497,-0.40977,52.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00321015,0.0032101513,0.0032101478
8.851,4.5,0.497,-0.40977,67.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00308596,0.0030859653,0.0030859616
8.851,4.5,0.497,-0.40977,82.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00296161,0.0029616074,0.002961604
8.851,4.5,0.497,-0.40977,97.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00284636,0.002846357,0.0028463537
8.851,4.5,0.497,-0.40977,112.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00274624,0.0027462356,0.0027462319
8.851,4.5,0.497,-0.40977,127.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.0026646,0.0026646005,0.0026645972
8.851,4.5,0.497,-0.40977,142.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.002603,0.0026029965,0.002602993
8.851,4.5,0.497,-0.40977,157.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00256193,0.002561925,0.0025619215
8.851,4.5,0.497,-0.40977,172.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00254142,0.002541423,0.0025414196
8.851,4.5,0.497,-0.40977,187.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00254142,0.0025414224,0.0025414191
8.851,4.5,0.497,-0.40977,202.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00256193,0.002561925,0.0025619215
8.851,4.5,0.497,-0.40977,217.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.002603,0.0026029965,0.002602993
8.851,4.5,0.497,-0.40977,232.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.0026646,0.0026646005,0.0026645972
8.851,4.5,0.497,-0.40977,247.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00274624,0.0027462356,0.0027462319
8.851,4.5,0.497,-0.40977,262.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00284636,0.002846357,0.0028463537
8.851,4.5,0.497,-0.40977,277.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00296161,0.0029616074,0.002961604
8.851,4.5,0.497,-0.40977,292.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00308596,0.0030859653,0.0030859616
8.851,4.5,0.497,-0.40977,307.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00321015,0.0032101513,0.0032101478
8.851,4.5,0.497,-0.40977,322.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00332181,0.0033218134,0.0033218097
8.851,4.5,0.497,-0.40977,337.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00340706,0.0034070602,0.0034070564
8.851,4.5,0.497,-0.40977,352.5,-1.9724,1.68241,0.793247,38.3401,1.80253,0,0.990972,0,0.00345342,0.0034534214,0.0034534177
8.851,4.53,0.501,-0.47956,7.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00314492,0.0031449168,0.0031449166
8.851,4.53,0.501,-0.47956,22.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00306695,0.003066946,0.0030669458
8.851,4.53,0.501,-0.47956,37.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00293,0.0029299976,0.0029299972
8.851,4.53,0.501,-0.47956,52.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00276232,0.0027623205,0.0027623205
8.851,4.53,0.501,-0.47956,67.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00259008,0.002590078,0.0025900775
8.851,4.53,0.501,-0.47956,82.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00243121,0.002431211,0.0024312106
8.851,4.53,0.501,-0.47956,97.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00229504,0.0022950356,0.0022950354
8.851,4.53,0.501,-0.47956,112.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00218466,0.0021846625,0.0021846623
8.851,4.53,0.501,-0.47956,127.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00209975,0.0020997457,0.0020997454
8.851,4.53,0.501,-0.47956,142.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00203852,0.0020385168,0.0020385166
8.851,4.53,0.501,-0.47956,157.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.001999,0.0019990033,0.0019990029
8.851,4.53,0.501,-0.47956,172.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00197966,0.0019796598,0.0019796595
8.851,4.53,0.501,-0.47956,187.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00197966,0.0019796598,0.0019796595
8.851,4.53,0.501,-0.47956,202.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.001999,0.0019990033,0.0019990029
8.851,4.53,0.501,-0.47956,217.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00203852,0.0020385168,0.0020385166
8.851,4.53,0.501,-0.47956,232.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00209975,0.0020997457,0.0020997454
8.851,4.53,0.501,-0.47956,247.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00218466,0.0021846625,0.0021846623
8.851,4.53,0.501,-0.47956,262.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00229504,0.0022950359,0.0022950354
8.851,4.53,0.501,-0.47956,277.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00243121,0.002431211,0.0024312106
8.851,4.53,0.501,-0.47956,292.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00259008,0.002590078,0.0025900775
8.851,4.53,0.501,-0.47956,307.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00276232,0.0027623205,0.0027623205
8.851,4.53,0.501,-0.47956,322.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00293,0.0029299972,0.002929997
8.851,4.53,0.501,-0.47956,337.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00306695,0.0030669463,0.0030669458
8.851,4.53,0.501,-0.47956,352.5,-1.90507,1.56289,0.690902,32.3534,1.65078,0,0.94305,0,0.00314492,0.003144917,0.0031449166
8.851,4.56,0.504,-0.54751,7.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00280623,0.0028062367,0.0028062304
8.851,4.56,0.504,-0.54751,22.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00271221,0.0027122109,0.0027122046
8.851,4.56,0.504,-0.54751,37.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00255324,0.0025532471,0.0025532409
8.851,4.56,0.504,-0.54751,52.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00236879,0.0023687973,0.002368791
8.851,4.56,0.504,-0.54751,67.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00219029,0.002190291,0.0021902844
8.851,4.56,0.504,-0.54751,82.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00203492,0.0020349212,0.0020349147
8.851,4.56,0.504,-0.54751,97.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00190846,0.001908466,0.0019084597
8.851,4.56,0.504,-0.54751,112.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00181034,0.0018103428,0.0018103363
8.851,4.56,0.504,-0.54751,127.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00173743,0.0017374353,0.001737429
8.851,4.56,0.504,-0.54751,142.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00168623,0.0016862322,0.0016862258
8.851,4.56,0.504,-0.54751,157.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00165379,0.0016537883,0.0016537819
8.851,4.56,0.504,-0.54751,172.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00163807,0.0016380753,0.0016380689
8.851,4.56,0.504,-0.54751,187.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00163807,0.0016380753,0.0016380689
8.851,4.56,0.504,-0.54751,202.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00165379,0.0016537881,0.0016537816
8.851,4.56,0.504,-0.54751,217.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00168623,0.0016862322,0.0016862258
8.851,4.56,0.504,-0.54751,232.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00173743,0.0017374351,0.0017374288
8.851,4.56,0.504,-0.54751,247.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00181034,0.0018103423,0.0018103359
8.851,4.56,0.504,-0.54751,262.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00190846,0.001908466,0.0019084597
8.851,4.56,0.504,-0.54751,277.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00203492,0.002034921,0.0020349147
8.851,4.56,0.504,-0.54751,292.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00219029,0.002190291,0.0021902844
8.851,4.56,0.504,-0.54751,307.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00236879,0.0023687973,0.002368791
8.851,4.56,0.504,-0.54751,322.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00255324,0.0025532474,0.0025532409
8.851,4.56,0.504,-0.54751,337.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00271221,0.0027122102,0.0027122037
8.851,4.56,0.504,-0.54751,352.5,-1.8407,1.45835,0.604461,28.0192,1.5212,0,0.900549,0,0.00280623,0.0028062367,0.0028062304
8.851,4.57,0.506,-0.61382,7.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00252522,0.0025252167,0.002525218
8.851,4.57,0.506,-0.61382,22.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00242094,0.0024209407,0.002420942
8.851,4.57,0.506,-0.61382,37.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00225096,0.0022509606,0.002250962
8.851,4.57,0.506,-0.61382,52.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00206321,0.0020632101,0.0020632115
8.851,4.57,0.506,-0.61382,67.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00189072,0.0018907161,0.0018907175
8.851,4.57,0.506,-0.61382,82.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00174762,0.0017476171,0.0017476185
8.851,4.57,0.506,-0.61382,97.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00163582,0.0016358172,0.0016358186
8.851,4.57,0.506,-0.61382,112.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00155188,0.0015518822,0.0015518836
8.851,4.57,0.506,-0.61382,127.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00149109,0.001491088,0.0014910894
8.851,4.57,0.506,-0.61382,142.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00144919,0.0014491858,0.0014491872
8.851,4.57,0.506,-0.61382,157.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00142297,0.0014229725,0.0014229739
8.851,4.57,0.506,-0.61382,172.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00141037,0.0014103714,0.0014103728
8.851,4.57,0.506,-0.61382,187.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00141037,0.0014103714,0.0014103728
8.851,4.57,0.506,-0.61382,202.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00142297,0.0014229725,0.0014229739
8.851,4.57,0.506,-0.61382,217.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00144919,0.0014491858,0.0014491872
8.851,4.57,0.506,-0.61382,232.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00149109,0.0014910878,0.0014910892
8.851,4.57,0.506,-0.61382,247.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00155188,0.0015518824,0.0015518838
8.851,4.57,0.506,-0.61382,262.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00163582,0.0016358173,0.0016358187
8.851,4.57,0.506,-0.61382,277.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00174762,0.001747617,0.0017476184
8.851,4.57,0.506,-0.61382,292.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00189072,0.0018907161,0.0018907175
8.851,4.57,0.506,-0.61382,307.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00206321,0.0020632101,0.0020632115
8.851,4.57,0.506,-0.61382,322.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00225096,0.0022509606,0.002250962
8.851,4.57,0.506,-0.61382,337.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00242094,0.002420941,0.0024209423
8.851,4.57,0.506,-0.61382,352.5,-1.78026,1.36612,0.530299,24.7546,1.40897,0,0.862508,0,0.00252522,0.0025252164,0.0025252178
8.851,4.59,0.508,-0.70728,7.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00219637,0.0021963778,0.0021963762
8.851,4.59,0.508,-0.70728,22.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00208185,0.0020818547,0.0020818533
8.851,4.59,0.508,-0.70728,37.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.0019046,0.0019046025,0.001904601
8.851,4.59,0.508,-0.70728,52.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00172147,0.0017214699,0.0017214683
8.851,4.59,0.508,-0.70728,67.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00156405,0.0015640563,0.0015640547
8.851,4.59,0.508,-0.70728,82.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00144084,0.0014408398,0.0014408382
8.851,4.59,0.508,-0.70728,97.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.001349,0.0013490007,0.0013489991
8.851,4.59,0.508,-0.70728,112.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00128252,0.0012825184,0.0012825169
8.851,4.59,0.508,-0.70728,127.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00123566,0.0012356582,0.0012356567
8.851,4.59,0.508,-0.70728,142.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00120398,0.0012039843,0.0012039826
8.851,4.59,0.508,-0.70728,157.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00118443,0.0011844268,0.0011844253
8.851,4.59,0.508,-0.70728,172.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00117509,0.0011750953,0.0011750939
8.851,4.59,0.508,-0.70728,187.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00117509,0.0011750953,0.0011750938
8.851,4.59,0.508,-0.70728,202.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00118443,0.0011844267,0.0011844252
8.851,4.59,0.508,-0.70728,217.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00120398,0.0012039843,0.0012039826
8.851,4.59,0.508,-0.70728,232.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00123566,0.001235658,0.0012356564
8.851,4.59,0.508,-0.70728,247.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00128252,0.0012825184,0.0012825169
8.851,4.59,0.508,-0.70728,262.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.001349,0.0013490005,0.001348999
8.851,4.59,0.508,-0.70728,277.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00144084,0.0014408398,0.0014408382
8.851,4.59,0.508,-0.70728,292.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00156405,0.0015640563,0.0015640547
8.851,4.59,0.508,-0.70728,307.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00172147,0.0017214699,0.0017214683
8.851,4.59,0.508,-0.70728,322.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.0019046,0.0019046025,0.001904601
8.851,4.59,0.508,-0.70728,337.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00208185,0.0020818547,0.0020818533
8.851,4.59,0.508,-0.70728,352.5,-1.69826,1.2503,0.439922,21.2187,1.26945,0,0.812967,0,0.00219637,0.0021963778,0.0021963762
8.847,5.33,0.482,-0.38537,7.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00425081,0.0042508137,0.004250812
8.847,5.33,0.482,-0.38537,22.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00417615,0.0041761533,0.0041761515
8.847,5.33,0.482,-0.38537,37.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00403913,0.0040391325,0.0040391306
8.847,5.33,0.482,-0.38537,52.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00386014,0.0038601416,0.0038601402
8.847,5.33,0.482,-0.38537,67.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00366169,0.0036616898,0.0036616884
8.847,5.33,0.482,-0.38537,82.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00346356,0.003463562,0.0034635607
8.847,5.33,0.482,-0.38537,97.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00328043,0.0032804334,0.0032804315
8.847,5.33,0.482,-0.38537,112.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00312169,0.003121689,0.003121687
8.847,5.33,0.482,-0.38537,127.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00299247,0.0029924666,0.0029924652
8.847,5.33,0.482,-0.38537,142.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00289506,0.0028950642,0.0028950623
8.847,5.33,0.482,-0.38537,157.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00283018,0.0028301752,0.0028301734
8.847,5.33,0.482,-0.38537,172.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.0027978,0.0027977973,0.0027977955
8.847,5.33,0.482,-0.38537,187.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.0027978,0.0027977973,0.0027977955
8.847,5.33,0.482,-0.38537,202.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00283018,0.0028301752,0.0028301734
8.847,5.33,0.482,-0.38537,217.5,-2.03439,1.72745,0.829689,42.4597,1.89559,0,1.03113,0,0.00289506,0.0028950642,0.0028950623
