set,k,QQ,x_b,t,phi_x,F,sigmaF,Mean F Prediction,Std Dev Prediction,ReH,ReH_pred,ReH_res,ReH_std,ReE,ReE_pred,ReE_res,ReE_std,ReHt,ReHt_pred,ReHt_res,ReHt_std,dvcs,dvcs_pred,dvcs_res,dvcs_std
100,5.75,1.64,0.214,-0.34,7.5,0.0,0.0,3.0359151,0.3453137,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,27.62,0.0,0.0,0.99780124,0.08059341,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,37.97,0.6097,0.04957,0.6064436,0.03462216,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,51.74,0.3476,0.0315,0.35573494,0.012435847,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,66.87,0.2082,0.02604,0.22562508,0.008949075,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,81.97,0.1666,0.02617,0.1585616,0.008013504,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,97.06,0.1208,0.01839,0.12049672,0.0069314926,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,112.15,0.093,0.01337,0.09746523,0.007016657,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,127.23,0.0673,0.01514,0.083044,0.008303173,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,142.31,0.0576,0.02086,0.07400558,0.009889573,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,157.38,0.0816,0.03457,0.06867883,0.0111593865,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,172.46,0.0767,0.05237,0.06619702,0.011843932,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,187.54,0.0,0.0,0.06619702,0.011843932,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,202.62,0.0632,0.02076,0.06867883,0.0111593865,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,217.69,0.0894,0.0267,0.07400559,0.009889574,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,232.77,0.0623,0.01949,0.083044,0.008303173,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,247.85,0.078,0.0154,0.09746523,0.007016655,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,262.94,0.1055,0.01704,0.12049662,0.006931491,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,278.03,0.1572,0.01809,0.1585616,0.008013504,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,293.13,0.2614,0.03947,0.22562508,0.008949081,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,308.26,0.361,0.04113,0.35573506,0.01243585,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,322.03,0.5869,0.05134,0.6064436,0.03462216,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,332.38,0.0,0.0,0.99780124,0.08059341,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
100,5.75,1.64,0.214,-0.34,352.5,0.0,0.0,3.0359151,0.34531343,-1.370895,-0.85890657,0.5119884329032898,3.0494435,1.0171014,2.4840157,1.466914303201294,12.932586,-7.580305,-10.082177,2.50187216217041,25.665964,0.0029474648,0.0011169757,0.0018304891237316,0.068168886
101,5.75,1.64,0.214,-0.45,7.5,0.0,0.0,6.411722,0.70859367,5.926663,5.6013803,0.3252826517944331,4.538004,12.598729,14.900603,2.301874294372558,14.34618,-13.012728,-14.878043,1.8653151747436527,18.615513,0.029653654,0.026003964,0.0036496897546806,0.034521166
101,5.75,1.64,0.214,-0.45,29.04,0.0,0.0,0.7355824,0.057277054,5.926663,5.6013803,0.3252826517944331,4.538004,12.598729,14.900603,2.301874294372558,14.34618,-13.012728,-14.878043,1.8653151747436527,18.615513,0.029653654,0.026003964,0.0036496897546806,0.034521166
101,5.75,1.64,0.214,-0.45,38.02,0.397,0.03261,0.41993743,0.02441923,5.926663,5.6013803,0.3252826517944331,4.538004,12.598729,14.900603,2.301874294372558,14.34618,-13.012728,-14.878043,1.8653151747436527,18.615513,0.029653654,0.026003964,0.0036496897546806,0.034521166
101,5.75,1.64,0.214,-0.45,51.66,0.2142,0.02176,0.2162289,0.008004447,5.926663,5.6013803,0.3252826517944331,4.538004,12.598729,14.900603,2.301874294372558,14.34618,-13.012728,-14.878043,1.8653151747436527,18.615513,0.029653654,0.026003964,0.0036496897546806,0.034521166
