phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.68,0.4998,0.5268028,0.03478255
22.75,0.3781,0.4157649,0.02580955
37.64,0.2458,0.290647,0.016018106
52.19,0.1975,0.19871481,0.009473745
67.07,0.1319,0.13649982,0.006167196
82.12,0.0953,0.09639959,0.005317098
97.17,0.0569,0.07085685,0.005475229
112.23,0.0532,0.05443366,0.005775723
127.29,0.0564,0.043863215,0.0059990324
142.35,0.0408,0.037187774,0.006133287
157.4,0.0424,0.033259895,0.0062040896
172.47,0.0406,0.03143572,0.006233817
187.53,0.0305,0.031435717,0.006233816
202.6,0.0417,0.033259895,0.0062040896
217.65,0.0404,0.037187774,0.0061332877
232.71,0.0408,0.043863215,0.0059990324
247.77,0.0533,0.05443365,0.005775724
262.83,0.0728,0.07085685,0.0054752287
277.88,0.0968,0.096399575,0.005317098
292.93,0.1366,0.13649982,0.0061671925
307.81,0.2015,0.19871478,0.009473739
322.36,0.2872,0.29064694,0.016018098
337.25,0.4143,0.41576412,0.025809506
352.32,0.6113,0.5268028,0.03478255
