phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.47,0.0,0.107270695,0.017830158
22.42,0.2397,0.09848917,0.016549503
37.37,0.2072,0.08315826,0.014359331
52.34,0.0,0.064514704,0.011801701
67.33,0.0,0.045497257,0.0093771275
82.33,0.0,0.028074143,0.0074316137
97.34,0.0,0.013215533,0.0061296015
112.36,0.0,0.001213669,0.0054513924
127.38,0.0,-0.00799534,0.005222255
142.41,0.0,-0.014629043,0.0052229525
157.45,0.0,-0.018908259,0.005292374
172.48,0.0,-0.021000585,0.00534419
187.52,0.0,-0.021000585,0.00534419
202.55,0.0,-0.018908259,0.005292374
217.59,0.0,-0.014629049,0.0052229525
232.62,0.0,-0.007995338,0.0052222544
247.64,0.0,0.001213669,0.0054513924
262.66,0.0,0.013215533,0.0061296006
277.67,0.0,0.028074143,0.0074316133
292.67,0.0,0.045497257,0.009377127
307.66,0.0,0.064514704,0.011801699
322.63,0.0,0.08315826,0.01435933
337.58,0.1969,0.09848917,0.016549502
352.53,0.1336,0.107270695,0.017830158
