phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0,0.058619596,0.032213114
22.44,0.0,0.055139184,0.030283496
37.4,0.2299,0.048810914,0.026902942
52.37,0.2731,0.040641747,0.022822218
67.36,0.0,0.03167099,0.018799573
82.36,0.0,0.022766482,0.015433695
97.37,0.0,0.014536826,0.0130705
112.38,0.0,0.0073706387,0.011757046
127.4,0.0,0.0014865138,0.0112576205
142.42,0.0,-0.0029902742,0.01121613
157.45,0.0,-0.006000127,0.011333556
172.48,0.0,-0.007510883,0.011430938
187.52,0.0,-0.007510883,0.011430938
202.55,0.0,-0.0060001216,0.011333554
217.58,0.0,-0.0029902742,0.01121613
232.6,0.0,0.0014865138,0.0112576205
247.62,0.0,0.007370661,0.011757045
262.63,0.0,0.014536826,0.0130705
277.64,0.0,0.022766491,0.015433694
292.64,0.0,0.031671,0.018799573
307.63,0.0,0.04064176,0.022822214
322.6,0.0,0.048810925,0.02690294
337.56,0.0,0.055139184,0.030283496
352.5,0.0,0.0586196,0.03221311
