phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.35,0.1472,0.15500951,0.010070636
22.13,0.1317,0.125294,0.007762724
37.04,0.0784,0.08772278,0.005015778
52.02,0.0631,0.05739062,0.0031521597
67.04,0.0515,0.036694903,0.0023676197
82.08,0.0405,0.023383671,0.0022256155
97.14,0.0,0.014942489,0.0022678606
112.2,0.0,0.009593715,0.0023186044
127.26,0.0,0.006206588,0.0023474577
142.32,0.0,0.0040997486,0.0023593938
157.39,0.0,0.0028735143,0.002362767
172.48,0.0,0.0023088409,0.0023631663
187.52,0.0,0.0023088409,0.0023631663
202.61,0.0,0.002873514,0.002362767
217.68,0.0,0.0040997486,0.0023593938
232.74,0.0,0.006206588,0.0023474577
247.8,0.0,0.009593708,0.0023186044
262.86,0.0,0.014942477,0.0022678606
277.92,0.0392,0.023383671,0.0022256155
292.96,0.0596,0.03669487,0.0023676192
307.98,0.0697,0.05739062,0.0031521597
322.96,0.0895,0.08772267,0.00501577
337.87,0.1336,0.125294,0.007762724
352.65,0.1451,0.15500951,0.010070635
