phi_x,Real F,Mean F Prediction,Std Dev Prediction
13.49,0.0,0.01118929,0.015772741
25.89,0.0,0.04043509,0.012404525
38.18,0.1605,0.051524546,0.011732818
51.9,0.0967,0.05414476,0.011657538
66.93,0.0548,0.052247435,0.011682434
82.03,0.0472,0.048539605,0.011704359
97.11,0.0326,0.044476308,0.011714614
112.19,0.0227,0.04071671,0.011717681
127.26,0.0154,0.037568912,0.0117173875
142.33,0.0136,0.035162795,0.011715964
157.4,0.0113,0.03354833,0.011714572
172.47,0.0203,0.032740027,0.011713766
187.53,0.0249,0.032740027,0.011713766
202.6,0.0249,0.03354831,0.011714572
217.67,0.0161,0.035162795,0.011715964
232.74,0.0155,0.037568912,0.0117173875
247.81,0.0224,0.04071671,0.011717681
262.89,0.0312,0.044476304,0.011714615
277.97,0.0429,0.048539605,0.011704359
293.07,0.0572,0.052247405,0.011682434
308.1,0.0986,0.054144796,0.011657538
321.82,0.1474,0.051524714,0.011732819
334.11,0.0,0.04043503,0.012404521
346.51,0.0,0.011189346,0.015772738
