phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.45,0.2314,0.26452923,0.013477337
22.37,0.2462,0.24223773,0.0123670995
37.3,0.1792,0.20463437,0.010630451
52.26,0.1731,0.16116744,0.008928806
67.24,0.1519,0.11943272,0.00775812
82.24,0.15,0.08352041,0.0072441404
97.25,0.0,0.054727606,0.00719841
112.28,0.0,0.032745387,0.007363268
127.31,0.0,0.016701823,0.0075704027
142.35,0.0,0.005609715,0.0077451137
157.41,0.0,-0.0013348649,0.007863727
172.47,0.0,-0.004668535,0.007922446
187.53,0.0,-0.004668536,0.007922446
202.59,0.0,-0.0013348666,0.007863727
217.65,0.0,0.0056097135,0.007745114
232.69,0.0,0.016701823,0.0075704027
247.72,0.0,0.032745387,0.007363268
262.75,0.0,0.054727606,0.007198411
277.76,0.1673,0.08352035,0.0072441404
292.76,0.1623,0.1194327,0.007758119
307.74,0.2026,0.16116743,0.008928806
322.7,0.2061,0.20463438,0.010630452
337.63,0.2398,0.24223773,0.0123671
352.55,0.244,0.26452923,0.013477337
