phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.54,0.7414,0.7997242,0.040791705
22.53,0.7748,0.7128332,0.033565056
37.55,0.6132,0.58356285,0.023324423
52.38,0.4426,0.45776224,0.014794452
67.17,0.3317,0.35403392,0.010972043
82.19,0.249,0.2740143,0.011807455
97.22,0.2742,0.21574084,0.014057941
112.26,0.1408,0.17427103,0.016020045
127.31,0.0,0.14540759,0.017417973
142.36,0.0,0.12608923,0.018326186
157.41,0.0,0.11424153,0.018860202
172.47,0.0,0.10860753,0.019105772
187.53,0.0,0.10860753,0.019105772
202.59,0.0,0.11424153,0.018860202
217.64,0.0,0.12608923,0.018326186
232.69,0.0,0.14540759,0.017417973
247.74,0.1942,0.17427103,0.016020045
262.78,0.2109,0.21574081,0.014057944
277.81,0.2595,0.2740143,0.011807455
292.83,0.2928,0.35403392,0.01097204
307.62,0.5042,0.45776224,0.014794447
322.45,0.5972,0.58356285,0.023324423
337.47,0.7942,0.7128332,0.03356505
352.46,0.7004,0.7997242,0.040791705
