phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.4,0.1367,0.13408503,0.007745598
21.94,0.1001,0.09732531,0.0052344264
36.86,0.0675,0.06070001,0.0030279283
51.89,0.0509,0.037240636,0.0020956073
66.95,0.0231,0.023623088,0.0019115724
82.02,0.027,0.015677897,0.0019178055
97.1,0.016,0.010899357,0.0019362116
112.16,0.0,0.007943802,0.0019427609
127.25,0.0,0.006077754,0.0019416639
142.32,0.0,0.004913281,0.0019380344
157.39,0.0,0.0042302925,0.0019346805
172.47,0.0,0.003913634,0.0019328018
187.53,0.0,0.003913634,0.0019328018
202.61,0.0,0.004230292,0.0019346805
217.68,0.0,0.0049132816,0.0019380344
232.75,0.0,0.006077754,0.0019416639
247.84,0.0,0.0079438025,0.0019427609
262.9,0.0,0.010899351,0.0019362116
277.98,0.0203,0.015677897,0.0019178055
293.05,0.0381,0.02362306,0.0019115723
308.11,0.0561,0.03724059,0.0020956062
323.14,0.0648,0.060700055,0.0030279302
338.06,0.0849,0.09732531,0.0052344264
352.6,0.1266,0.13408503,0.007745598
