phi_x,Real F,Mean F Prediction,Std Dev Prediction
8.74,0.0,0.19157448,0.049887598
23.49,0.3463,0.15299004,0.032116152
37.77,0.2622,0.121682614,0.02098389
52.1,0.1357,0.10124235,0.017346526
66.99,0.0783,0.08712131,0.016840259
82.07,0.0675,0.07697919,0.017049426
97.14,0.055,0.069424525,0.017270936
112.21,0.0449,0.06368985,0.017403599
127.27,0.0286,0.059391294,0.01746726
142.34,0.0204,0.056307487,0.017491931
157.4,0.0276,0.05431429,0.017498607
172.46,0.0209,0.053334784,0.017499305
187.54,0.0172,0.053334784,0.017499305
202.6,0.0185,0.05431429,0.017498607
217.66,0.0282,0.056307495,0.017491931
232.73,0.0232,0.059391316,0.01746726
247.79,0.041,0.06368986,0.017403599
262.86,0.0473,0.069424555,0.017270936
277.93,0.0549,0.07697922,0.017049426
293.01,0.1027,0.087121315,0.01684026
307.9,0.1394,0.10124239,0.017346524
322.23,0.2031,0.12168258,0.020983893
336.51,0.3739,0.15299004,0.032116152
351.26,0.0,0.19157448,0.049887594
