phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.48,0.3752,0.41138935,0.022832375
22.46,0.3232,0.3724922,0.0206594
37.39,0.3273,0.30905503,0.017329529
52.25,0.2669,0.23890671,0.014130342
67.24,0.2115,0.17344636,0.011910968
82.25,0.1763,0.11879255,0.010916546
97.27,0.0,0.07595731,0.010798809
112.3,0.0,0.043780707,0.0110792555
127.34,0.0,0.020513907,0.011446674
142.38,0.0,0.004534394,0.011761733
157.42,0.0,-0.0054268064,0.01197812
172.47,0.0,-0.010206821,0.0120863
187.53,0.0,-0.010206825,0.012086302
202.58,0.0,-0.005426812,0.011978121
217.62,0.0,0.004534384,0.011761734
232.66,0.0,0.020513907,0.011446674
247.7,0.0,0.043780707,0.0110792555
262.73,0.0,0.0759573,0.010798808
277.75,0.2471,0.11879252,0.010916546
292.76,0.2131,0.1734463,0.011910967
307.75,0.2501,0.23890647,0.014130337
322.61,0.3465,0.3090549,0.017329525
337.54,0.3893,0.3724922,0.0206594
352.52,0.3879,0.41138935,0.022832373
