phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.48,0.2349,0.22288682,0.04629321
22.43,0.1849,0.22631407,0.036941633
37.4,0.2634,0.23229808,0.03477765
52.37,0.2313,0.2394872,0.057048753
67.35,0.0,0.24659833,0.08996403
82.35,0.0,0.25275153,0.1231361
97.35,0.0,0.25753704,0.1525313
112.36,0.0,0.26093978,0.17668512
127.38,0.0,0.26316348,0.19531727
142.41,0.0,0.2644954,0.2087052
157.44,0.0,0.26520976,0.21729119
172.48,0.0,0.26551276,0.2214756
187.52,0.0,0.26551276,0.2214756
202.56,0.0,0.2652097,0.2172912
217.59,0.0,0.2644954,0.2087052
232.62,0.0,0.26316348,0.19531731
247.64,0.0,0.26093978,0.17668512
262.65,0.0,0.25753707,0.15253137
277.65,0.0,0.25275156,0.12313612
292.65,0.0,0.24659836,0.089964055
307.63,0.2116,0.23948726,0.057048768
322.6,0.2617,0.2322981,0.03477766
337.57,0.2614,0.22631407,0.036941633
352.52,0.1914,0.22288682,0.04629321
