phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.49,0.6703,0.6277502,0.03587015
22.51,0.6117,0.588235,0.03075818
37.42,0.4804,0.521467,0.024108006
52.31,0.3692,0.44323355,0.021937605
67.29,0.327,0.3659356,0.026721237
82.29,0.3249,0.2975276,0.03429519
97.3,0.2333,0.24100459,0.041496806
112.32,0.0,0.19655234,0.0473494
127.35,0.0,0.16315126,0.051734954
142.39,0.0,0.13948748,0.054795373
157.43,0.0,0.1244077,0.056712955
172.48,0.0,0.11707574,0.057633743
187.52,0.0,0.11707574,0.057633743
202.57,0.0,0.1244077,0.05671296
217.61,0.0,0.13948748,0.054795377
232.65,0.0,0.16315125,0.051734965
247.68,0.0,0.19655232,0.047349412
262.7,0.0,0.24100459,0.04149681
277.71,0.294,0.2975276,0.034295194
292.71,0.3755,0.365935,0.026721252
307.69,0.5039,0.4432327,0.021937614
322.58,0.6222,0.5214669,0.024107995
337.49,0.572,0.58823496,0.030758167
352.51,0.5516,0.6277502,0.03587015
