phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.52,0.4533,0.4468786,0.020949738
22.49,0.4004,0.3897164,0.017303362
37.48,0.2841,0.3092194,0.012367671
52.19,0.2525,0.23606318,0.008323183
67.14,0.159,0.1779575,0.005887672
82.17,0.1405,0.13560992,0.005066862
97.21,0.0915,0.10581178,0.0051394706
112.25,0.073,0.08514531,0.0054447544
127.3,0.1045,0.071016885,0.0057227234
142.36,0.0675,0.061673433,0.0059182527
157.41,0.0654,0.05599496,0.006036073
172.47,0.0407,0.053307306,0.0060905796
187.53,0.0657,0.053307306,0.00609058
202.59,0.0507,0.05599496,0.006036073
217.64,0.0477,0.061673425,0.005918253
232.7,0.0617,0.071016885,0.0057227244
247.75,0.0737,0.08514531,0.0054447544
262.79,0.1112,0.105811745,0.00513947
277.83,0.1236,0.13560985,0.0050668614
292.86,0.198,0.1779575,0.0058876704
307.81,0.2485,0.23606314,0.008323179
322.52,0.3092,0.3092194,0.012367664
337.51,0.4506,0.38971588,0.01730334
352.48,0.3892,0.4468786,0.020949738
