phi_x,Real F,Mean F Prediction,Std Dev Prediction
10.63,0.0,1.173594,0.08671851
25.61,0.0,0.61547,0.04077248
38.16,0.349,0.35577697,0.019860169
52.21,0.2235,0.20944133,0.008786094
66.95,0.1259,0.13212024,0.004074283
82.04,0.0863,0.09007793,0.0030259425
97.12,0.0603,0.06647839,0.0031586243
112.19,0.0546,0.052622627,0.0032936893
127.26,0.0523,0.044277266,0.0033179189
142.33,0.0293,0.039260946,0.0032871254
157.4,0.0393,0.036408924,0.0032475316
172.46,0.0332,0.035114262,0.0032231247
187.54,0.029,0.035114262,0.0032231247
202.6,0.0284,0.036408924,0.003247532
217.67,0.0457,0.039260946,0.0032871256
232.74,0.042,0.044277266,0.0033179189
247.81,0.0616,0.052622616,0.0032936882
262.88,0.0801,0.06647837,0.003158625
277.96,0.0944,0.090077884,0.0030259418
293.05,0.108,0.13212006,0.0040742783
307.79,0.2196,0.20944135,0.0087861
321.84,0.3556,0.35577694,0.01986016
334.39,0.0,0.61547005,0.040772486
349.37,0.0,1.173594,0.08671849
