phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0,2.3150988,0.28669968
28.13,0.0,0.4633316,0.04839204
38.8,0.2577,0.24966924,0.021610316
51.96,0.1416,0.13538757,0.008200877
66.9,0.0856,0.07816508,0.0032324877
82.01,0.0527,0.050972857,0.0029350226
97.1,0.036,0.037236553,0.0031798736
112.18,0.031,0.029969558,0.003186834
127.26,0.0269,0.026033565,0.003086292
142.32,0.0339,0.02390289,0.002983589
157.4,0.0195,0.022794921,0.0029158022
172.47,0.0221,0.022323241,0.0028849617
187.53,0.0221,0.02232324,0.0028849617
202.6,0.015,0.022794927,0.0029158003
217.68,0.0192,0.023902887,0.0029835897
232.74,0.025,0.026033565,0.003086292
247.82,0.0257,0.029969558,0.0031868303
262.9,0.0374,0.037236545,0.003179873
277.99,0.0388,0.050972838,0.0029350254
293.1,0.0877,0.07816507,0.0032324863
308.04,0.1421,0.13538752,0.008200866
321.2,0.2365,0.24966884,0.021610284
331.87,0.0,0.4633304,0.048391897
352.5,0.0,2.3150988,0.28669965
