phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.42,0.2543,0.26564494,0.013345947
22.29,0.233,0.23805211,0.011316719
37.2,0.1894,0.19588234,0.008506002
52.16,0.1578,0.15308973,0.0063368822
67.15,0.1126,0.11708888,0.0055058855
82.16,0.0961,0.08952007,0.005642732
97.19,0.0847,0.06939111,0.006063447
112.23,0.0506,0.055100206,0.0064425375
127.28,0.0604,0.045196787,0.0067098173
142.33,0.0733,0.038599204,0.0068774372
157.4,0.0495,0.03456429,0.00697195
172.46,0.0,0.032653272,0.007013859
187.54,0.0,0.032653272,0.007013859
202.6,0.0418,0.03456429,0.00697195
217.67,0.0407,0.038599204,0.0068774377
232.72,0.0,0.045196787,0.0067098173
247.77,0.0543,0.055100206,0.006442538
262.81,0.0705,0.069391094,0.006063448
277.84,0.1021,0.08952,0.0056427326
292.85,0.1143,0.11708888,0.0055058855
307.84,0.1836,0.15308966,0.0063368804
322.8,0.2078,0.19588226,0.008505996
337.71,0.2582,0.23805201,0.011316713
352.58,0.2415,0.26564494,0.013345947
