phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.44,0.1567,0.14411817,0.008963618
22.35,0.1159,0.13115971,0.007936278
37.27,0.1024,0.10992144,0.0063495943
52.23,0.1032,0.08630634,0.0048215357
67.21,0.088,0.0645696,0.0038266303
82.22,0.0375,0.046577122,0.0034926261
97.23,0.035,0.032641634,0.0035818343
112.26,0.0363,0.022289466,0.0038028897
127.3,0.0311,0.014887379,0.0040105944
142.35,0.0,0.009849133,0.0041632936
157.41,0.0,0.006729938,0.0042587426
172.47,0.0,0.0052415333,0.0043038684
187.53,0.0,0.0052415333,0.0043038684
202.59,0.0,0.006729938,0.0042587426
217.65,0.0,0.009849132,0.0041632936
232.7,0.0,0.014887373,0.0040105944
247.74,0.0319,0.022289455,0.0038028897
262.77,0.0578,0.032641597,0.0035818343
277.78,0.0,0.046577122,0.0034926264
292.79,0.0646,0.0645696,0.0038266308
307.77,0.1193,0.0863063,0.004821534
322.73,0.1138,0.10992144,0.0063495943
337.65,0.115,0.1311597,0.007936277
352.56,0.138,0.14411817,0.008963617
