phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.2191,0.20593043,0.010921763
22.42,0.1642,0.18998691,0.009575318
37.29,0.1781,0.1647685,0.0076959142
52.22,0.1218,0.1376463,0.0062528523
67.22,0.1078,0.11330653,0.005769033
82.23,0.0878,0.09355039,0.0060206098
97.25,0.0621,0.0783471,0.0065217693
112.29,0.0506,0.06703438,0.0069996747
127.33,0.0568,0.05889117,0.0073696454
142.37,0.0565,0.053297225,0.0076257032
157.42,0.0674,0.049801268,0.007783274
172.48,0.048,0.0481213,0.007857723
187.52,0.0766,0.0481213,0.007857723
202.58,0.0402,0.049801268,0.007783274
217.63,0.0535,0.05329722,0.0076257032
232.67,0.0796,0.058891162,0.0073696463
247.71,0.0563,0.06703438,0.0069996743
262.75,0.0688,0.0783471,0.0065217693
277.77,0.0958,0.09355034,0.0060206107
292.78,0.1318,0.11330653,0.0057690335
307.78,0.1475,0.13764611,0.006252849
322.71,0.1478,0.16476835,0.0076959096
337.58,0.1841,0.18998691,0.009575317
352.5,0.2272,0.20593043,0.010921762
