phi_x,Real F,Mean F Prediction,Std Dev Prediction
9.6,0.0,0.55639106,0.05055054
23.78,0.2723,0.29889822,0.021545084
36.63,0.1771,0.1683283,0.008399168
51.76,0.0984,0.09580179,0.004255627
66.87,0.0628,0.06155319,0.004320666
81.97,0.0461,0.04374855,0.0044356054
97.06,0.026,0.033735894,0.0044596316
112.14,0.0346,0.027765378,0.004572677
127.22,0.0,0.024073495,0.0047909715
142.31,0.0,0.021782193,0.005044624
157.37,0.0,0.020442756,0.00525675
172.45,0.0,0.01982026,0.005375643
187.55,0.0,0.019820258,0.005375643
202.63,0.0,0.020442756,0.0052567506
217.69,0.0,0.021782188,0.0050446247
232.78,0.0,0.024073495,0.0047909715
247.86,0.0156,0.027765373,0.0045726765
262.94,0.0339,0.033735886,0.0044596316
278.03,0.0393,0.04374855,0.0044356054
293.13,0.0706,0.0615532,0.0043206676
308.24,0.0993,0.09580176,0.004255626
323.37,0.1604,0.1683283,0.008399168
336.22,0.3264,0.2988982,0.021545071
350.4,0.0,0.556391,0.05055054
