phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.38,0.2584,0.26939112,0.013938842
22.19,0.2298,0.2267201,0.011103758
37.09,0.1533,0.16943797,0.007587459
52.06,0.1554,0.1197346,0.005155216
67.07,0.1008,0.08352277,0.0042033833
82.11,0.0831,0.058871817,0.0041251364
97.15,0.041,0.042488176,0.0042761606
112.2,0.0546,0.031654738,0.004414376
127.26,0.0712,0.024541162,0.0045001665
142.33,0.0,0.019983862,0.004545092
157.39,0.0,0.017276827,0.004565601
172.47,0.0,0.016012546,0.0045731408
187.53,0.0,0.016012546,0.0045731408
202.61,0.0,0.017276827,0.0045656012
217.67,0.0,0.019983862,0.004545092
232.74,0.0,0.024541162,0.0045001665
247.8,0.0267,0.03165472,0.004414376
262.85,0.0471,0.042488173,0.0042761606
277.89,0.0794,0.058871843,0.0041251364
292.93,0.0699,0.08352276,0.004203383
307.94,0.1138,0.1197346,0.005155216
322.91,0.1781,0.16943797,0.007587459
337.81,0.2212,0.22671972,0.011103742
352.62,0.2657,0.26939088,0.013938832
