set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHtilde,dvcs
76,16,5.75,1.27,0.154,-0.45,278.07,0.237829,0.0332009,0.1396,-3.19645,1.61191,0.472648,0.036371
76,17,5.75,1.27,0.154,-0.45,293.19,0.272846,0.0336583,0.12336,-3.19645,1.61191,0.472648,0.036371
76,18,5.75,1.27,0.154,-0.45,308.35,0.383968,0.0488292,0.12717,-3.19645,1.61191,0.472648,0.036371
76,19,5.75,1.27,0.154,-0.45,318.91,0.878517,0.113258,0.12892,-3.19645,1.61191,0.472648,0.036371
77,0,5.75,1.39,0.155,-0.11,68.41,3.99458,0.493091,0.12344,-3.11477,2.39131,2.0385,0.0864557
77,1,5.75,1.39,0.155,-0.11,82.12,3.27923,0.353141,0.10769,-3.11477,2.39131,2.0385,0.0864557
77,2,5.75,1.39,0.155,-0.11,97.15,2.329,0.236766,0.10166,-3.11477,2.39131,2.0385,0.0864557
77,3,5.75,1.39,0.155,-0.11,112.22,1.40245,0.223144,0.15911,-3.11477,2.39131,2.0385,0.0864557
77,4,5.75,1.39,0.155,-0.11,127.28,1.85618,0.261703,0.14099,-3.11477,2.39131,2.0385,0.0864557
77,5,5.75,1.39,0.155,-0.11,142.34,1.24621,0.130441,0.10467,-3.11477,2.39131,2.0385,0.0864557
77,6,5.75,1.39,0.155,-0.11,157.4,0.973872,0.107155,0.11003,-3.11477,2.39131,2.0385,0.0864557
77,7,5.75,1.39,0.155,-0.11,172.47,0.95331,0.148488,0.15576,-3.11477,2.39131,2.0385,0.0864557
77,8,5.75,1.39,0.155,-0.11,187.53,1.4055,0.21462,0.1527,-3.11477,2.39131,2.0385,0.0864557
77,9,5.75,1.39,0.155,-0.11,202.6,1.46602,0.199159,0.13585,-3.11477,2.39131,2.0385,0.0864557
77,10,5.75,1.39,0.155,-0.11,217.66,1.56567,0.190088,0.12141,-3.11477,2.39131,2.0385,0.0864557
77,11,5.75,1.39,0.155,-0.11,232.72,1.70261,0.199972,0.11745,-3.11477,2.39131,2.0385,0.0864557
77,12,5.75,1.39,0.155,-0.11,247.78,1.9272,0.196574,0.102,-3.11477,2.39131,2.0385,0.0864557
77,13,5.75,1.39,0.155,-0.11,262.85,2.26159,0.341907,0.15118,-3.11477,2.39131,2.0385,0.0864557
77,14,5.75,1.39,0.155,-0.11,277.88,3.5251,0.303546,0.08611,-3.11477,2.39131,2.0385,0.0864557
77,15,5.75,1.39,0.155,-0.11,291.59,4.17049,0.529652,0.127,-3.11477,2.39131,2.0385,0.0864557
78,0,5.75,1.39,0.155,-0.15,68.06,2.76904,0.252951,0.09135,-3.27137,2.27322,1.74559,0.0723391
78,1,5.75,1.39,0.155,-0.15,82.05,1.76377,0.168069,0.09529,-3.27137,2.27322,1.74559,0.0723391
78,2,5.75,1.39,0.155,-0.15,97.13,1.41232,0.169972,0.12035,-3.27137,2.27322,1.74559,0.0723391
78,3,5.75,1.39,0.155,-0.15,112.2,1.06469,0.159896,0.15018,-3.27137,2.27322,1.74559,0.0723391
78,4,5.75,1.39,0.155,-0.15,127.27,0.772364,0.0938731,0.12154,-3.27137,2.27322,1.74559,0.0723391
78,5,5.75,1.39,0.155,-0.15,142.33,0.756017,0.162415,0.21483,-3.27137,2.27322,1.74559,0.0723391
78,6,5.75,1.39,0.155,-0.15,157.4,0.829263,0.114181,0.13769,-3.27137,2.27322,1.74559,0.0723391
78,7,5.75,1.39,0.155,-0.15,172.47,0.789143,0.0985955,0.12494,-3.27137,2.27322,1.74559,0.0723391
78,8,5.75,1.39,0.155,-0.15,187.53,0.738222,0.106297,0.14399,-3.27137,2.27322,1.74559,0.0723391
78,9,5.75,1.39,0.155,-0.15,202.6,0.683206,0.104332,0.15271,-3.27137,2.27322,1.74559,0.0723391
78,10,5.75,1.39,0.155,-0.15,217.67,0.747255,0.0822653,0.11009,-3.27137,2.27322,1.74559,0.0723391
78,11,5.75,1.39,0.155,-0.15,232.73,0.864337,0.108397,0.12541,-3.27137,2.27322,1.74559,0.0723391
78,12,5.75,1.39,0.155,-0.15,247.8,1.04564,0.127098,0.12155,-3.27137,2.27322,1.74559,0.0723391
78,13,5.75,1.39,0.155,-0.15,262.87,1.35851,0.122225,0.08997,-3.27137,2.27322,1.74559,0.0723391
78,14,5.75,1.39,0.155,-0.15,277.95,2.21158,0.246702,0.11155,-3.27137,2.27322,1.74559,0.0723391
78,15,5.75,1.39,0.155,-0.15,291.94,2.38669,0.235829,0.09881,-3.27137,2.27322,1.74559,0.0723391
79,0,5.75,1.39,0.155,-0.2,67.32,1.86709,0.203737,0.10912,-3.37647,2.1375,1.4332,0.0591641
79,1,5.75,1.39,0.155,-0.2,82.02,1.2805,0.141047,0.11015,-3.37647,2.1375,1.4332,0.0591641
79,2,5.75,1.39,0.155,-0.2,97.11,0.759267,0.0964497,0.12703,-3.37647,2.1375,1.4332,0.0591641
79,3,5.75,1.39,0.155,-0.2,112.19,0.553826,0.0821213,0.14828,-3.37647,2.1375,1.4332,0.0591641
79,4,5.75,1.39,0.155,-0.2,127.26,0.345995,0.0502662,0.14528,-3.37647,2.1375,1.4332,0.0591641
79,5,5.75,1.39,0.155,-0.2,142.33,0.44879,0.0589755,0.13141,-3.37647,2.1375,1.4332,0.0591641
79,6,5.75,1.39,0.155,-0.2,157.4,0.429088,0.0771929,0.1799,-3.37647,2.1375,1.4332,0.0591641
79,7,5.75,1.39,0.155,-0.2,172.47,0.345085,0.0536366,0.15543,-3.37647,2.1375,1.4332,0.0591641
79,8,5.75,1.39,0.155,-0.2,187.53,0.590401,0.128772,0.21811,-3.37647,2.1375,1.4332,0.0591641
79,9,5.75,1.39,0.155,-0.2,202.6,0.491166,0.0790875,0.16102,-3.37647,2.1375,1.4332,0.0591641
79,10,5.75,1.39,0.155,-0.2,217.67,0.601559,0.0737331,0.12257,-3.37647,2.1375,1.4332,0.0591641
79,11,5.75,1.39,0.155,-0.2,232.74,0.454654,0.0756726,0.16644,-3.37647,2.1375,1.4332,0.0591641
79,12,5.75,1.39,0.155,-0.2,247.81,0.47552,0.0631062,0.13271,-3.37647,2.1375,1.4332,0.0591641
79,13,5.75,1.39,0.155,-0.2,262.89,1.00351,0.126784,0.12634,-3.37647,2.1375,1.4332,0.0591641
79,14,5.75,1.39,0.155,-0.2,277.98,1.06133,0.105124,0.09905,-3.37647,2.1375,1.4332,0.0591641
79,15,5.75,1.39,0.155,-0.2,292.68,1.42733,0.251296,0.17606,-3.37647,2.1375,1.4332,0.0591641
80,0,5.75,1.39,0.155,-0.26,66.92,0.890846,0.10381,0.11653,-3.41144,1.9901,1.12356,0.0476838
80,1,5.75,1.39,0.155,-0.26,82,0.758913,0.0968145,0.12757,-3.41144,1.9901,1.12356,0.0476838
80,2,5.75,1.39,0.155,-0.26,97.09,0.553761,0.0782409,0.14129,-3.41144,1.9901,1.12356,0.0476838
80,3,5.75,1.39,0.155,-0.26,112.18,0.483306,0.0634968,0.13138,-3.41144,1.9901,1.12356,0.0476838
80,4,5.75,1.39,0.155,-0.26,127.25,0.266524,0.0435554,0.16342,-3.41144,1.9901,1.12356,0.0476838
80,5,5.75,1.39,0.155,-0.26,142.32,0.294087,0.0417956,0.14212,-3.41144,1.9901,1.12356,0.0476838
80,6,5.75,1.39,0.155,-0.26,157.39,0.159441,0.0325865,0.20438,-3.41144,1.9901,1.12356,0.0476838
80,7,5.75,1.39,0.155,-0.26,172.46,0.392937,0.12372,0.31486,-3.41144,1.9901,1.12356,0.0476838
80,8,5.75,1.39,0.155,-0.26,187.54,0.272009,0.0701429,0.25787,-3.41144,1.9901,1.12356,0.0476838
80,9,5.75,1.39,0.155,-0.26,202.61,0.274445,0.0336826,0.12273,-3.41144,1.9901,1.12356,0.0476838
80,10,5.75,1.39,0.155,-0.26,217.68,0.266638,0.0397024,0.1489,-3.41144,1.9901,1.12356,0.0476838
80,11,5.75,1.39,0.155,-0.26,232.75,0.488253,0.0695273,0.1424,-3.41144,1.9901,1.12356,0.0476838
80,12,5.75,1.39,0.155,-0.26,247.82,0.534092,0.0811447,0.15193,-3.41144,1.9901,1.12356,0.0476838
80,13,5.75,1.39,0.155,-0.26,262.91,0.684583,0.0875719,0.12792,-3.41144,1.9901,1.12356,0.0476838
80,14,5.75,1.39,0.155,-0.26,278,0.6217,0.0883685,0.14214,-3.41144,1.9901,1.12356,0.0476838
80,15,5.75,1.39,0.155,-0.26,293.08,0.96885,0.105236,0.10862,-3.41144,1.9901,1.12356,0.0476838
81,0,5.75,1.39,0.155,-0.34,54.08,0.95536,0.128056,0.13404,-3.36032,1.81615,0.799058,0.0369725
81,1,5.75,1.39,0.155,-0.34,66.88,0.604663,0.0926465,0.15322,-3.36032,1.81615,0.799058,0.0369725
81,2,5.75,1.39,0.155,-0.34,81.99,0.425516,0.0485046,0.11399,-3.36032,1.81615,0.799058,0.0369725
81,3,5.75,1.39,0.155,-0.34,97.08,0.30316,0.0351908,0.11608,-3.36032,1.81615,0.799058,0.0369725
81,4,5.75,1.39,0.155,-0.34,112.17,0.319504,0.0512805,0.1605,-3.36032,1.81615,0.799058,0.0369725
81,5,5.75,1.39,0.155,-0.34,127.25,0.213915,0.0340895,0.15936,-3.36032,1.81615,0.799058,0.0369725
81,6,5.75,1.39,0.155,-0.34,142.32,0.255957,0.0382323,0.14937,-3.36032,1.81615,0.799058,0.0369725
81,7,5.75,1.39,0.155,-0.34,157.39,0.200003,0.0315964,0.15798,-3.36032,1.81615,0.799058,0.0369725
81,8,5.75,1.39,0.155,-0.34,172.46,0.17329,0.0267195,0.15419,-3.36032,1.81615,0.799058,0.0369725
81,9,5.75,1.39,0.155,-0.34,187.54,0.138454,0.0354719,0.2562,-3.36032,1.81615,0.799058,0.0369725
81,10,5.75,1.39,0.155,-0.34,202.61,0.138593,0.0235039,0.16959,-3.36032,1.81615,0.799058,0.0369725
81,11,5.75,1.39,0.155,-0.34,217.68,0.133441,0.0180573,0.13532,-3.36032,1.81615,0.799058,0.0369725
81,12,5.75,1.39,0.155,-0.34,232.75,0.190914,0.0313709,0.16432,-3.36032,1.81615,0.799058,0.0369725
81,13,5.75,1.39,0.155,-0.34,247.83,0.285367,0.0463208,0.16232,-3.36032,1.81615,0.799058,0.0369725
81,14,5.75,1.39,0.155,-0.34,262.92,0.318718,0.0449871,0.14115,-3.36032,1.81615,0.799058,0.0369725
81,15,5.75,1.39,0.155,-0.34,278.01,0.484621,0.0597198,0.12323,-3.36032,1.81615,0.799058,0.0369725
81,16,5.75,1.39,0.155,-0.34,293.12,0.686379,0.0856876,0.12484,-3.36032,1.81615,0.799058,0.0369725
81,17,5.75,1.39,0.155,-0.34,305.92,0.880672,0.0927524,0.10532,-3.36032,1.81615,0.799058,0.0369725
82,0,5.75,1.39,0.155,-0.45,51.97,0.41441,0.0422035,0.10184,-3.19123,1.61191,0.473923,0.0272995
82,1,5.75,1.39,0.155,-0.45,66.88,0.315462,0.042619,0.1351,-3.19123,1.61191,0.473923,0.0272995
82,2,5.75,1.39,0.155,-0.45,81.98,0.223216,0.0348374,0.15607,-3.19123,1.61191,0.473923,0.0272995
82,3,5.75,1.39,0.155,-0.45,97.08,0.193699,0.029572,0.15267,-3.19123,1.61191,0.473923,0.0272995
82,4,5.75,1.39,0.155,-0.45,112.16,0.125882,0.0188672,0.14988,-3.19123,1.61191,0.473923,0.0272995
82,5,5.75,1.39,0.155,-0.45,127.24,0.104431,0.0208967,0.2001,-3.19123,1.61191,0.473923,0.0272995
82,6,5.75,1.39,0.155,-0.45,142.32,0.0750723,0.0226876,0.30221,-3.19123,1.61191,0.473923,0.0272995
82,7,5.75,1.39,0.155,-0.45,157.39,0.0743755,0.0150142,0.20187,-3.19123,1.61191,0.473923,0.0272995
82,8,5.75,1.39,0.155,-0.45,172.46,0.0896299,0.0147612,0.16469,-3.19123,1.61191,0.473923,0.0272995
82,9,5.75,1.39,0.155,-0.45,187.54,0.0811468,0.0215907,0.26607,-3.19123,1.61191,0.473923,0.0272995
82,10,5.75,1.39,0.155,-0.45,202.61,0.125571,0.0204556,0.1629,-3.19123,1.61191,0.473923,0.0272995
82,11,5.75,1.39,0.155,-0.45,217.68,0.103147,0.0162158,0.15721,-3.19123,1.61191,0.473923,0.0272995
82,12,5.75,1.39,0.155,-0.45,232.76,0.131874,0.0227061,0.17218,-3.19123,1.61191,0.473923,0.0272995
82,13,5.75,1.39,0.155,-0.45,247.84,0.158747,0.0269694,0.16989,-3.19123,1.61191,0.473923,0.0272995
82,14,5.75,1.39,0.155,-0.45,262.92,0.208822,0.0267961,0.12832,-3.19123,1.61191,0.473923,0.0272995
82,15,5.75,1.39,0.155,-0.45,278.02,0.23049,0.0294681,0.12785,-3.19123,1.61191,0.473923,0.0272995
82,16,5.75,1.39,0.155,-0.45,293.12,0.271044,0.0320998,0.11843,-3.19123,1.61191,0.473923,0.0272995
82,17,5.75,1.39,0.155,-0.45,308.03,0.389885,0.0568881,0.14591,-3.19123,1.61191,0.473923,0.0272995
83,0,5.75,1.45,0.184,-0.11,7.85,4.87434,0.508053,0.10423,-3.01735,2.39131,1.94938,0.0761589
83,1,5.75,1.45,0.184,-0.11,22.93,3.83584,0.302763,0.07893,-3.01735,2.39131,1.94938,0.0761589
83,2,5.75,1.45,0.184,-0.11,37.42,3.23582,0.270676,0.08365,-3.01735,2.39131,1.94938,0.0761589
83,3,5.75,1.45,0.184,-0.11,52.08,1.89497,0.174072,0.09186,-3.01735,2.39131,1.94938,0.0761589
83,4,5.75,1.45,0.184,-0.11,67.09,1.64315,0.250416,0.1524,-3.01735,2.39131,1.94938,0.0761589
83,5,5.75,1.45,0.184,-0.11,82.13,1.51437,0.203517,0.13439,-3.01735,2.39131,1.94938,0.0761589
83,6,5.75,1.45,0.184,-0.11,97.17,1.15828,0.17197,0.14847,-3.01735,2.39131,1.94938,0.0761589
83,7,5.75,1.45,0.184,-0.11,112.21,0.650202,0.0947799,0.14577,-3.01735,2.39131,1.94938,0.0761589
83,8,5.75,1.45,0.184,-0.11,127.27,0.548451,0.0845711,0.1542,-3.01735,2.39131,1.94938,0.0761589
83,9,5.75,1.45,0.184,-0.11,142.33,0.674548,0.106201,0.15744,-3.01735,2.39131,1.94938,0.0761589
83,10,5.75,1.45,0.184,-0.11,157.39,0.44094,0.0875399,0.19853,-3.01735,2.39131,1.94938,0.0761589
83,11,5.75,1.45,0.184,-0.11,172.46,0.525416,0.0837723,0.15944,-3.01735,2.39131,1.94938,0.0761589
83,12,5.75,1.45,0.184,-0.11,187.54,0.817931,0.236652,0.28933,-3.01735,2.39131,1.94938,0.0761589
83,13,5.75,1.45,0.184,-0.11,202.61,0.560624,0.0761271,0.13579,-3.01735,2.39131,1.94938,0.0761589
83,14,5.75,1.45,0.184,-0.11,217.67,0.528306,0.0669522,0.12673,-3.01735,2.39131,1.94938,0.0761589
83,15,5.75,1.45,0.184,-0.11,232.73,0.650479,0.100844,0.15503,-3.01735,2.39131,1.94938,0.0761589
83,16,5.75,1.45,0.184,-0.11,247.79,0.817963,0.113787,0.13911,-3.01735,2.39131,1.94938,0.0761589
83,17,5.75,1.45,0.184,-0.11,262.83,0.889505,0.106394,0.11961,-3.01735,2.39131,1.94938,0.0761589
83,18,5.75,1.45,0.184,-0.11,277.87,1.16567,0.119167,0.10223,-3.01735,2.39131,1.94938,0.0761589
83,19,5.75,1.45,0.184,-0.11,292.91,1.70817,0.199651,0.11688,-3.01735,2.39131,1.94938,0.0761589
83,20,5.75,1.45,0.184,-0.11,307.92,2.38988,0.243863,0.10204,-3.01735,2.39131,1.94938,0.0761589
83,21,5.75,1.45,0.184,-0.11,322.58,2.42272,0.209323,0.0864,-3.01735,2.39131,1.94938,0.0761589
83,22,5.75,1.45,0.184,-0.11,337.07,3.80719,0.346226,0.09094,-3.01735,2.39131,1.94938,0.0761589
83,23,5.75,1.45,0.184,-0.11,352.15,3.36386,0.429498,0.12768,-3.01735,2.39131,1.94938,0.0761589
84,0,5.75,1.45,0.184,-0.15,24.27,3.3567,0.408241,0.12162,-3.14288,2.27322,1.68564,0.0647016
84,1,5.75,1.45,0.184,-0.15,38,2.58019,0.203009,0.07868,-3.14288,2.27322,1.68564,0.0647016
84,2,5.75,1.45,0.184,-0.15,51.97,1.60264,0.167444,0.10448,-3.14288,2.27322,1.68564,0.0647016
84,3,5.75,1.45,0.184,-0.15,67.01,1.27808,0.118785,0.09294,-3.14288,2.27322,1.68564,0.0647016
84,4,5.75,1.45,0.184,-0.15,82.07,0.893495,0.0982934,0.11001,-3.14288,2.27322,1.68564,0.0647016
84,5,5.75,1.45,0.184,-0.15,97.13,0.530028,0.0733346,0.13836,-3.14288,2.27322,1.68564,0.0647016
84,6,5.75,1.45,0.184,-0.15,112.19,0.61442,0.079254,0.12899,-3.14288,2.27322,1.68564,0.0647016
84,7,5.75,1.45,0.184,-0.15,127.25,0.536809,0.0895987,0.16691,-3.14288,2.27322,1.68564,0.0647016
84,8,5.75,1.45,0.184,-0.15,142.32,0.278765,0.0442428,0.15871,-3.14288,2.27322,1.68564,0.0647016
84,9,5.75,1.45,0.184,-0.15,157.39,0.288378,0.0351273,0.12181,-3.14288,2.27322,1.68564,0.0647016
84,10,5.75,1.45,0.184,-0.15,172.46,0.242646,0.0378892,0.15615,-3.14288,2.27322,1.68564,0.0647016
84,11,5.75,1.45,0.184,-0.15,187.54,0.287907,0.051495,0.17886,-3.14288,2.27322,1.68564,0.0647016
84,12,5.75,1.45,0.184,-0.15,202.61,0.363448,0.0484586,0.13333,-3.14288,2.27322,1.68564,0.0647016
84,13,5.75,1.45,0.184,-0.15,217.68,0.485973,0.0773766,0.15922,-3.14288,2.27322,1.68564,0.0647016
84,14,5.75,1.45,0.184,-0.15,232.75,0.429261,0.0613671,0.14296,-3.14288,2.27322,1.68564,0.0647016
84,15,5.75,1.45,0.184,-0.15,247.81,0.465804,0.0622267,0.13359,-3.14288,2.27322,1.68564,0.0647016
84,16,5.75,1.45,0.184,-0.15,262.87,0.825694,0.088919,0.10769,-3.14288,2.27322,1.68564,0.0647016
84,17,5.75,1.45,0.184,-0.15,277.93,0.7893,0.0839578,0.10637,-3.14288,2.27322,1.68564,0.0647016
84,18,5.75,1.45,0.184,-0.15,292.99,1.36935,0.148109,0.10816,-3.14288,2.27322,1.68564,0.0647016
84,19,5.75,1.45,0.184,-0.15,308.03,1.74088,0.1904,0.10937,-3.14288,2.27322,1.68564,0.0647016
84,20,5.75,1.45,0.184,-0.15,322,2.63084,0.217229,0.08257,-3.14288,2.27322,1.68564,0.0647016
84,21,5.75,1.45,0.184,-0.15,335.73,2.90019,0.284567,0.09812,-3.14288,2.27322,1.68564,0.0647016
85,0,5.75,1.45,0.184,-0.2,38.92,1.69568,0.174909,0.10315,-3.22608,2.1375,1.40537,0.0538443
85,1,5.75,1.45,0.184,-0.2,51.87,1.40861,0.13479,0.09569,-3.22608,2.1375,1.40537,0.0538443
85,2,5.75,1.45,0.184,-0.2,66.95,0.788965,0.106857,0.13544,-3.22608,2.1375,1.40537,0.0538443
85,3,5.75,1.45,0.184,-0.2,82.03,0.58182,0.0835785,0.14365,-3.22608,2.1375,1.40537,0.0538443
85,4,5.75,1.45,0.184,-0.2,97.1,0.459856,0.0542906,0.11806,-3.22608,2.1375,1.40537,0.0538443
85,5,5.75,1.45,0.184,-0.2,112.17,0.413492,0.0547795,0.13248,-3.22608,2.1375,1.40537,0.0538443
85,6,5.75,1.45,0.184,-0.2,127.24,0.323133,0.0669435,0.20717,-3.22608,2.1375,1.40537,0.0538443
85,7,5.75,1.45,0.184,-0.2,142.31,0.248865,0.046361,0.18629,-3.22608,2.1375,1.40537,0.0538443
85,8,5.75,1.45,0.184,-0.2,157.39,0.126285,0.0336625,0.26656,-3.22608,2.1375,1.40537,0.0538443
85,9,5.75,1.45,0.184,-0.2,172.46,0.204197,0.0550086,0.26939,-3.22608,2.1375,1.40537,0.0538443
85,10,5.75,1.45,0.184,-0.2,187.54,0.473701,0.149391,0.31537,-3.22608,2.1375,1.40537,0.0538443
85,11,5.75,1.45,0.184,-0.2,202.61,0.250995,0.0645585,0.25721,-3.22608,2.1375,1.40537,0.0538443
85,12,5.75,1.45,0.184,-0.2,217.69,0.260083,0.0465055,0.17881,-3.22608,2.1375,1.40537,0.0538443
85,13,5.75,1.45,0.184,-0.2,232.76,0.292857,0.0471236,0.16091,-3.22608,2.1375,1.40537,0.0538443
85,14,5.75,1.45,0.184,-0.2,247.83,0.391443,0.0733955,0.1875,-3.22608,2.1375,1.40537,0.0538443
85,15,5.75,1.45,0.184,-0.2,262.9,0.437602,0.0562932,0.12864,-3.22608,2.1375,1.40537,0.0538443
85,16,5.75,1.45,0.184,-0.2,277.97,0.612385,0.0674542,0.11015,-3.22608,2.1375,1.40537,0.0538443
85,17,5.75,1.45,0.184,-0.2,293.05,0.75682,0.0931948,0.12314,-3.22608,2.1375,1.40537,0.0538443
85,18,5.75,1.45,0.184,-0.2,308.13,1.39018,0.143953,0.10355,-3.22608,2.1375,1.40537,0.0538443
85,19,5.75,1.45,0.184,-0.2,321.08,2.02081,0.192058,0.09504,-3.22608,2.1375,1.40537,0.0538443
86,0,5.75,1.45,0.184,-0.26,39.83,1.42555,0.183027,0.12839,-3.25024,1.9901,1.11833,0.0442379
86,1,5.75,1.45,0.184,-0.26,51.77,1.03762,0.122678,0.11823,-3.25024,1.9901,1.11833,0.0442379
86,2,5.75,1.45,0.184,-0.26,66.89,0.525241,0.0715799,0.13628,-3.25024,1.9901,1.11833,0.0442379
86,3,5.75,1.45,0.184,-0.26,81.99,0.309685,0.0653993,0.21118,-3.25024,1.9901,1.11833,0.0442379
86,4,5.75,1.45,0.184,-0.26,97.08,0.305047,0.0393541,0.12901,-3.25024,1.9901,1.11833,0.0442379
86,5,5.75,1.45,0.184,-0.26,112.16,0.231724,0.0304392,0.13136,-3.25024,1.9901,1.11833,0.0442379
86,6,5.75,1.45,0.184,-0.26,127.23,0.168931,0.0320699,0.18984,-3.25024,1.9901,1.11833,0.0442379
86,7,5.75,1.45,0.184,-0.26,142.31,0.157698,0.0398866,0.25293,-3.25024,1.9901,1.11833,0.0442379
86,8,5.75,1.45,0.184,-0.26,157.38,0.158785,0.0280557,0.17669,-3.25024,1.9901,1.11833,0.0442379
86,9,5.75,1.45,0.184,-0.26,172.46,0.114637,0.0280253,0.24447,-3.25024,1.9901,1.11833,0.0442379
86,10,5.75,1.45,0.184,-0.26,187.54,0.178148,0.0405091,0.22739,-3.25024,1.9901,1.11833,0.0442379
86,11,5.75,1.45,0.184,-0.26,202.62,0.115938,0.0352753,0.30426,-3.25024,1.9901,1.11833,0.0442379
86,12,5.75,1.45,0.184,-0.26,217.69,0.207717,0.0379457,0.18268,-3.25024,1.9901,1.11833,0.0442379
86,13,5.75,1.45,0.184,-0.26,232.77,0.222694,0.0359005,0.16121,-3.25024,1.9901,1.11833,0.0442379
86,14,5.75,1.45,0.184,-0.26,247.84,0.262815,0.0423972,0.16132,-3.25024,1.9901,1.11833,0.0442379
86,15,5.75,1.45,0.184,-0.26,262.92,0.186702,0.0278111,0.14896,-3.25024,1.9901,1.11833,0.0442379
86,16,5.75,1.45,0.184,-0.26,278.01,0.402111,0.0508872,0.12655,-3.25024,1.9901,1.11833,0.0442379
86,17,5.75,1.45,0.184,-0.26,293.11,0.514211,0.0569026,0.11066,-3.25024,1.9901,1.11833,0.0442379
86,18,5.75,1.45,0.184,-0.26,308.23,0.806035,0.107412,0.13326,-3.25024,1.9901,1.11833,0.0442379
86,19,5.75,1.45,0.184,-0.26,320.17,1.44054,0.190238,0.13206,-3.25024,1.9901,1.11833,0.0442379
87,0,5.75,1.45,0.184,-0.34,40.41,0.744386,0.149495,0.20083,-3.20022,1.81615,0.816444,0.0350835
87,1,5.75,1.45,0.184,-0.34,51.69,0.497214,0.0502087,0.10098,-3.20022,1.81615,0.816444,0.0350835
87,2,5.75,1.45,0.184,-0.34,66.84,0.247803,0.0398468,0.1608,-3.20022,1.81615,0.816444,0.0350835
87,3,5.75,1.45,0.184,-0.34,81.96,0.348816,0.0575476,0.16498,-3.20022,1.81615,0.816444,0.0350835
87,4,5.75,1.45,0.184,-0.34,97.05,0.14966,0.0198493,0.13263,-3.20022,1.81615,0.816444,0.0350835
87,5,5.75,1.45,0.184,-0.34,112.14,0.0923282,0.0152591,0.16527,-3.20022,1.81615,0.816444,0.0350835
87,6,5.75,1.45,0.184,-0.34,127.22,0.0761586,0.0170816,0.22429,-3.20022,1.81615,0.816444,0.0350835
87,7,5.75,1.45,0.184,-0.34,142.3,0.105562,0.0330356,0.31295,-3.20022,1.81615,0.816444,0.0350835
87,8,5.75,1.45,0.184,-0.34,157.38,0.0636917,0.0147242,0.23118,-3.20022,1.81615,0.816444,0.0350835
87,9,5.75,1.45,0.184,-0.34,172.46,0.107486,0.0275927,0.25671,-3.20022,1.81615,0.816444,0.0350835
87,10,5.75,1.45,0.184,-0.34,187.54,0.0620252,0.0251512,0.4055,-3.20022,1.81615,0.816444,0.0350835
87,11,5.75,1.45,0.184,-0.34,202.62,0.0924909,0.026076,0.28193,-3.20022,1.81615,0.816444,0.0350835
87,12,5.75,1.45,0.184,-0.34,217.7,0.0642435,0.0149951,0.23341,-3.20022,1.81615,0.816444,0.0350835
87,13,5.75,1.45,0.184,-0.34,232.78,0.108426,0.0256351,0.23643,-3.20022,1.81615,0.816444,0.0350835
87,14,5.75,1.45,0.184,-0.34,247.86,0.16453,0.0283369,0.17223,-3.20022,1.81615,0.816444,0.0350835
87,15,5.75,1.45,0.184,-0.34,262.95,0.116329,0.0370309,0.31833,-3.20022,1.81615,0.816444,0.0350835
87,16,5.75,1.45,0.184,-0.34,278.04,0.199903,0.0406323,0.20326,-3.20022,1.81615,0.816444,0.0350835
87,17,5.75,1.45,0.184,-0.34,293.16,0.330333,0.0374565,0.11339,-3.20022,1.81615,0.816444,0.0350835
87,18,5.75,1.45,0.184,-0.34,308.31,0.521081,0.0587623,0.11277,-3.20022,1.81615,0.816444,0.0350835
87,19,5.75,1.45,0.184,-0.34,319.59,0.828224,0.129766,0.15668,-3.20022,1.81615,0.816444,0.0350835
88,0,5.75,1.45,0.184,-0.45,39.69,0.64583,0.080929,0.12531,-3.04682,1.61191,0.509154,0.0265892
88,1,5.75,1.45,0.184,-0.45,51.64,0.292846,0.026403,0.09016,-3.04682,1.61191,0.509154,0.0265892
88,2,5.75,1.45,0.184,-0.45,66.8,0.195972,0.0213414,0.1089,-3.04682,1.61191,0.509154,0.0265892
88,3,5.75,1.45,0.184,-0.45,81.93,0.121139,0.0186337,0.15382,-3.04682,1.61191,0.509154,0.0265892
88,4,5.75,1.45,0.184,-0.45,97.04,0.0986607,0.0149343,0.15137,-3.04682,1.61191,0.509154,0.0265892
88,5,5.75,1.45,0.184,-0.45,112.13,0.0730771,0.0114716,0.15698,-3.04682,1.61191,0.509154,0.0265892
88,6,5.75,1.45,0.184,-0.45,127.22,0.1206,0.0337101,0.27952,-3.04682,1.61191,0.509154,0.0265892
88,7,5.75,1.45,0.184,-0.45,142.3,0.0717979,0.02916,0.40614,-3.04682,1.61191,0.509154,0.0265892
88,8,5.75,1.45,0.184,-0.45,157.38,0.0763041,0.0350953,0.45994,-3.04682,1.61191,0.509154,0.0265892
88,9,5.75,1.45,0.184,-0.45,172.46,0.0479242,0.0332024,0.69281,-3.04682,1.61191,0.509154,0.0265892
88,10,5.75,1.45,0.184,-0.45,232.78,0.079566,0.0294665,0.37034,-3.04682,1.61191,0.509154,0.0265892
88,11,5.75,1.45,0.184,-0.45,247.87,0.0688521,0.0151984,0.22074,-3.04682,1.61191,0.509154,0.0265892
