phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0255359,0.031438928,0.012875626
22.5,0.0331766,0.029122204,0.011202691
37.5,0.0298754,0.02549411,0.00870773
52.5,0.0227137,0.021681495,0.00635655
67.5,0.0180827,0.018338677,0.004725219
82.5,0.0154669,0.015666837,0.00393464
97.5,0.0155372,0.013633968,0.0037371737
112.5,0.0135465,0.012133824,0.0037921395
127.5,0.0114494,0.011058322,0.0038995673
142.5,0.0130007,0.010321068,0.0039887554
157.5,0.0123961,0.009861013,0.0040455256
172.5,0.0125809,0.0096400725,0.004072166
187.5,0.0107341,0.009640073,0.004072166
202.5,0.00951281,0.009861013,0.0040455256
217.5,0.0131446,0.010321061,0.0039887545
232.5,0.0110349,0.011058321,0.0038995673
247.5,0.0108995,0.012133825,0.0037921397
262.5,0.0121996,0.013633969,0.0037371737
277.5,0.0165303,0.015666824,0.0039346395
292.5,0.0196218,0.018338677,0.004725219
307.5,0.0193038,0.021681495,0.00635655
322.5,0.0190225,0.025494078,0.008707719
337.5,0.0337765,0.029122204,0.01120269
352.5,0.0257055,0.031438928,0.012875626
