phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0198121,0.039131217,0.07425313
22.5,0.0214503,0.032218162,0.057857025
37.5,0.0128723,0.023140183,0.036592584
52.5,0.0102845,0.015506191,0.019154012
67.5,0.00754001,0.010179209,0.007589801
82.5,0.00640527,0.0067592585,0.0021873603
97.5,0.00621891,0.004645561,0.0044867313
112.5,0.00514967,0.0033640496,0.0064879456
127.5,0.00486433,0.0025984691,0.007547748
142.5,0.00412281,0.0021519065,0.008054508
157.5,0.00463867,0.0019071564,0.008271598
172.5,0.00441236,0.0017992186,0.008347279
187.5,0.00389813,0.0017992181,0.008347279
202.5,0.0039321,0.0019071555,0.008271598
217.5,0.0048783,0.002151906,0.008054511
232.5,0.00484931,0.002598469,0.007547743
247.5,0.00469726,0.003364049,0.006487947
262.5,0.00549578,0.004645559,0.0044867364
277.5,0.00646843,0.006759254,0.0021873598
292.5,0.00760206,0.010179209,0.007589801
307.5,0.00934978,0.015506191,0.019154012
322.5,0.0126441,0.02314017,0.03659255
337.5,0.0128547,0.03221816,0.057857014
352.5,0.00222183,0.039131213,0.07425312
