phi_x,Real F,Mean F Prediction,Std Dev Prediction
37.5,0.000699738,-0.002769782,0.020777522
52.5,0.000608591,-0.002302968,0.017560994
67.5,0.000597715,-0.0019588403,0.015180892
82.5,0.000553426,-0.0017314581,0.013591396
97.5,0.000502466,-0.0015909763,0.012587122
112.5,0.000471768,-0.0015084186,0.011973665
127.5,0.000407641,-0.0014620939,0.01160891
142.5,0.000391448,-0.0014374247,0.011399158
157.5,0.00038078,-0.0014252674,0.011286372
172.5,0.000365584,-0.0014203759,0.011237457
187.5,0.000416567,-0.0014203761,0.011237457
202.5,0.000371517,-0.0014252674,0.011286373
217.5,0.000434891,-0.0014374251,0.011399158
232.5,0.000427596,-0.001462094,0.01160891
247.5,0.000384312,-0.0015084178,0.011973663
262.5,0.000429974,-0.0015909759,0.01258712
277.5,0.000522536,-0.0017314582,0.013591394
292.5,0.000615767,-0.0019588403,0.015180892
307.5,0.00081451,-0.002302968,0.017560994
322.5,0.00071222,-0.002769782,0.020777518
