phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00253057,0.009410276,0.023357794
22.5,0.00260412,0.00857839,0.021013515
37.5,0.00296108,0.0072605372,0.01733189
52.5,0.00242235,0.0058658165,0.013501515
67.5,0.00239159,0.004650671,0.010262789
82.5,0.0019467,0.0037022277,0.007857567
97.5,0.00175435,0.003009276,0.006231265
112.5,0.00145327,0.0025245354,0.0052112294
127.5,0.00136963,0.0021973534,0.004608939
142.5,0.00143724,0.0019860647,0.0042704972
157.5,0.0014013,0.0018607542,0.004092478
172.5,0.00143752,0.0018026016,0.004016246
187.5,0.00127101,0.0018026012,0.004016246
202.5,0.00115142,0.0018607542,0.004092478
217.5,0.00162625,0.0019860645,0.004270497
232.5,0.0016743,0.0021973539,0.0046089403
247.5,0.00138127,0.002524535,0.0052112276
262.5,0.00165859,0.0030092748,0.0062312637
277.5,0.00177639,0.0037022268,0.007857563
292.5,0.00206932,0.004650671,0.010262789
307.5,0.00267029,0.0058658165,0.013501515
322.5,0.00219271,0.007260537,0.017331889
337.5,0.00349684,0.00857839,0.021013511
352.5,0.00426558,0.0094102705,0.023357783
