phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0298594,0.028007183,0.004708689
22.5,0.0286784,0.027472923,0.0043496303
37.5,0.0247977,0.026506048,0.0037401791
52.5,0.0228694,0.025268292,0.0030645307
67.5,0.0230231,0.023927089,0.0025356335
82.5,0.0216575,0.022617944,0.0023173762
97.5,0.0195799,0.0214318,0.0024047485
112.5,0.0196978,0.020420123,0.002648441
127.5,0.0183855,0.019606609,0.002914258
142.5,0.019275,0.01899864,0.0031353468
157.5,0.0146074,0.018595839,0.0032872746
172.5,0.0182447,0.018395448,0.003363635
187.5,0.0176363,0.018395448,0.003363635
202.5,0.0172943,0.018595831,0.0032872744
217.5,0.0167993,0.01899864,0.003135347
232.5,0.0161519,0.019606609,0.0029142585
247.5,0.0215639,0.020420125,0.0026484411
262.5,0.0251376,0.021431802,0.002404749
277.5,0.0181905,0.022617944,0.002317376
292.5,0.021839,0.023927089,0.0025356335
307.5,0.0225957,0.025268292,0.0030645307
322.5,0.0243853,0.026506048,0.0037401777
337.5,0.0296449,0.027472923,0.0043496303
352.5,0.0246075,0.028007183,0.004708689
