phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00060895,-0.005756649,0.012735069
22.5,0.000488192,-0.0055194846,0.012203118
37.5,0.00056074,-0.0051745917,0.011430277
52.5,0.000422576,-0.0048504076,0.010703821
67.5,0.000443583,-0.0046035806,0.010149084
82.5,0.000344176,-0.004436653,0.00977105
97.5,0.000380199,-0.004331771,0.009530249
112.5,0.000389952,-0.0042692428,0.009383662
127.5,0.000320587,-0.0042336076,0.00929768
142.5,0.000311859,-0.004214261,0.009249279
157.5,0.000351872,-0.0042045084,0.009223881
172.5,0.000377921,-0.0042005023,0.009213088
187.5,0.000358515,-0.0042005023,0.009213088
202.5,0.000320888,-0.0042045084,0.009223881
217.5,0.000401158,-0.004214261,0.009249278
232.5,0.000419744,-0.004233607,0.009297679
247.5,0.000380278,-0.0042692428,0.009383661
262.5,0.000460246,-0.004331771,0.009530249
277.5,0.000413177,-0.0044366526,0.009771049
292.5,0.000384741,-0.0046035806,0.010149084
307.5,0.000440565,-0.0048504076,0.010703821
322.5,0.000392303,-0.005174591,0.011430275
337.5,0.000553919,-0.0055194846,0.012203118
352.5,0.000704985,-0.0057566487,0.012735069
