phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.000696165,0.0013004595,0.00273928
22.5,0.000648827,0.001277004,0.0026726718
37.5,0.000536998,0.0012396243,0.0025716913
52.5,0.000488839,0.0011995882,0.0024716433
67.5,0.000400064,0.0011640167,0.0023911607
82.5,0.000558562,0.0011354712,0.002333566
97.5,0.000421874,0.0011138684,0.0022951148
112.5,0.000435005,0.0010981308,0.0022705905
127.5,0.000465477,0.0010870441,0.002255517
142.5,0.000487414,0.0010795861,0.0022466332
157.5,0.000405406,0.001075009,0.0022417745
172.5,0.000450713,0.0010728359,0.0022396462
187.5,0.000426272,0.0010728359,0.0022396462
202.5,0.000342387,0.001075009,0.0022417745
217.5,0.000379623,0.0010795861,0.0022466332
232.5,0.000441292,0.0010870441,0.002255517
247.5,0.000441897,0.0010981308,0.0022705905
262.5,0.000470357,0.0011138683,0.0022951148
277.5,0.00045129,0.0011354712,0.0023335658
292.5,0.00050398,0.0011640167,0.0023911607
307.5,0.000480959,0.0011995882,0.0024716433
322.5,0.000547877,0.0012396243,0.0025716913
337.5,0.000670614,0.001277004,0.0026726718
352.5,0.000411336,0.0013004595,0.00273928
