phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0263412,0.0262552,0.0012243018
22.5,0.0239083,0.024840139,0.0011510804
37.5,0.0234475,0.022458108,0.0010660944
52.5,0.0187172,0.01970912,0.0010350427
67.5,0.0176229,0.017062005,0.0010706203
82.5,0.0139303,0.014766598,0.001141529
97.5,0.0130128,0.01290261,0.0012160239
112.5,0.0125452,0.011457705,0.0012785096
127.5,0.0107592,0.01038427,0.0013250387
142.5,0.0092158,0.009630142,0.0013567508
157.5,0.00840392,0.009152067,0.0013761015
172.5,0.0091313,0.008920442,0.0013852024
187.5,0.0103252,0.008920442,0.0013852024
202.5,0.00981102,0.009152067,0.0013761015
217.5,0.0089105,0.009630141,0.0013567508
232.5,0.0100872,0.010384271,0.001325039
247.5,0.0128646,0.011457705,0.0012785099
262.5,0.0127293,0.012902612,0.001216024
277.5,0.0145555,0.014766591,0.001141529
292.5,0.01767,0.017062005,0.0010706203
307.5,0.0186055,0.01970912,0.0010350427
322.5,0.0221678,0.022458095,0.0010660941
337.5,0.0250264,0.024840139,0.0011510805
352.5,0.025383,0.0262552,0.001224302
