phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0414969,0.02222734,0.045015432
22.5,0.0214105,0.01981176,0.03372979
37.5,0.0221709,0.016680615,0.02013831
52.5,0.0164402,0.01397202,0.009901403
67.5,0.0113461,0.011910678,0.0037798581
82.5,0.0110032,0.010391841,0.0019709675
97.5,0.00702203,0.009277366,0.0030543916
112.5,0.00933738,0.008462085,0.00385804
127.5,0.00651752,0.007874468,0.0042460496
142.5,0.0067843,0.007467405,0.0044002165
157.5,0.00714073,0.0072107525,0.0044462103
172.5,0.00635121,0.007086601,0.004453941
187.5,0.00623759,0.007086601,0.004453941
202.5,0.00650093,0.007210753,0.0044462103
217.5,0.00635438,0.0074674054,0.004400218
232.5,0.00575101,0.007874468,0.004246051
247.5,0.00775094,0.008462084,0.0038580415
262.5,0.0085949,0.009277363,0.0030543907
277.5,0.00962317,0.010391837,0.0019709677
292.5,0.0132441,0.011910678,0.0037798581
307.5,0.0160611,0.01397202,0.009901403
322.5,0.0227503,0.016680617,0.020138303
337.5,0.0258057,0.019811764,0.033729788
352.5,0.0238857,0.022227323,0.0450154
