phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00375556,0.004182182,0.0044631413
22.5,0.005114,0.0040239426,0.004054962
37.5,0.00291011,0.0037583504,0.0034526584
52.5,0.00278231,0.0034528458,0.002940227
67.5,0.00273261,0.0031593596,0.0026954554
82.5,0.00221402,0.0029050785,0.0026995386
97.5,0.00217333,0.002698453,0.0028259663
112.5,0.0021173,0.002538005,0.0029742226
127.5,0.00159862,0.0024185397,0.003099527
142.5,0.00141739,0.0023344236,0.0031900897
157.5,0.00127747,0.0022810004,0.0032469772
172.5,0.00154095,0.002255086,0.003274099
187.5,0.00107643,0.0022550859,0.003274099
202.5,0.00163182,0.0022810004,0.0032469775
217.5,0.00155526,0.0023344236,0.0031900897
232.5,0.00176293,0.0024185397,0.003099527
247.5,0.00197871,0.002538005,0.0029742226
262.5,0.00220648,0.0026984527,0.0028259666
277.5,0.00217902,0.0029050768,0.0026995388
292.5,0.00236652,0.0031593596,0.0026954554
307.5,0.00299738,0.0034528458,0.002940227
322.5,0.00294136,0.0037583485,0.0034526575
337.5,0.0031046,0.0040239412,0.004054961
352.5,0.00401545,0.0041821795,0.00446314
