phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00252213,-0.011320659,0.047583137
22.5,0.00208513,-0.009544711,0.04094988
37.5,0.00213777,-0.006887442,0.031055085
52.5,0.00182351,-0.004298741,0.021508401
67.5,0.00136035,-0.002256457,0.014192682
82.5,0.00137823,-0.00082960766,0.0094924085
97.5,0.00143573,9.416438e-05,0.0070468523
112.5,0.00114159,0.0006611291,0.0061135497
127.5,0.00110678,0.0009940258,0.005892781
142.5,0.00120625,0.0011805119,0.005896363
157.5,0.00122341,0.0012775166,0.00593653
172.5,0.00106686,0.0013183897,0.0059615574
187.5,0.0012233,0.0013183897,0.0059615574
202.5,0.0012465,0.0012775167,0.0059365304
217.5,0.00124209,0.0011805127,0.0058963634
232.5,0.00120544,0.0009940256,0.005892781
247.5,0.00132113,0.00066113024,0.0061135483
262.5,0.00132611,9.41657e-05,0.0070468495
277.5,0.00144832,-0.0008296062,0.009492403
292.5,0.00154981,-0.002256457,0.014192682
307.5,0.00189137,-0.004298741,0.021508401
322.5,0.00255744,-0.0068874373,0.031055067
337.5,0.00160787,-0.009544705,0.040949862
352.5,0.00280242,-0.011320659,0.047583137
