phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00351427,0.0035879624,0.0016305879
22.5,0.00361452,0.0035717012,0.0015446934
37.5,0.00362867,0.0035409676,0.0014007885
52.5,0.00280651,0.0034989521,0.0012463133
67.5,0.00313535,0.0034496333,0.0011323566
82.5,0.00301178,0.0033971623,0.0010907778
97.5,0.00257524,0.0033454024,0.0011175128
112.5,0.0027521,0.0032976596,0.0011834123
127.5,0.00273596,0.0032565813,0.0012587775
142.5,0.00289153,0.003224166,0.0013246352
157.5,0.00276972,0.0032018207,0.001371553
172.5,0.0024439,0.0031904336,0.0013956423
187.5,0.00233477,0.0031904336,0.0013956423
202.5,0.00261638,0.0032018207,0.001371553
217.5,0.00275378,0.003224166,0.0013246352
232.5,0.00268563,0.0032565815,0.0012587776
247.5,0.00290368,0.0032976596,0.0011834124
262.5,0.00284426,0.0033454024,0.0011175128
277.5,0.00283955,0.0033971628,0.0010907779
292.5,0.00315934,0.0034496333,0.0011323566
307.5,0.00353561,0.0034989521,0.0012463133
322.5,0.00333586,0.0035409676,0.0014007885
337.5,0.00339506,0.0035717012,0.0015446933
352.5,0.00295105,0.0035879624,0.0016305879
