phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0123488,0.01292446,0.003228389
22.5,0.0103242,0.012014816,0.0028526762
37.5,0.0103272,0.010531436,0.0022803214
52.5,0.00831177,0.008893678,0.0017430537
67.5,0.00711593,0.007392132,0.0014063731
82.5,0.00701222,0.0061516524,0.0013003546
97.5,0.00637948,0.0051884307,0.0013328511
112.5,0.0050764,0.0044707344,0.0014060476
127.5,0.0044109,0.0039551137,0.0014736557
142.5,0.00450524,0.0036024519,0.0015229214
157.5,0.00443342,0.0033832197,0.0015535365
172.5,0.00374421,0.003278266,0.0015679669
187.5,0.00407915,0.003278266,0.0015679669
202.5,0.00411357,0.0033832197,0.0015535365
217.5,0.00421302,0.00360245,0.0015229213
232.5,0.00526497,0.0039551137,0.0014736557
247.5,0.00559734,0.0044707344,0.0014060477
262.5,0.00547863,0.0051884283,0.0013328511
277.5,0.00656708,0.006151648,0.0013003545
292.5,0.00675695,0.007392132,0.0014063731
307.5,0.00850857,0.008893678,0.0017430537
322.5,0.0105539,0.010531433,0.0022803205
337.5,0.0127756,0.012014815,0.002852676
352.5,0.0130716,0.012924458,0.003228389
