phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00793715,0.010230252,0.03288705
22.5,0.0072212,0.009184025,0.026902277
37.5,0.00653945,0.0076769097,0.018516546
52.5,0.00563618,0.0062520863,0.010990929
67.5,0.00492358,0.0051280903,0.005566725
82.5,0.00377105,0.004311552,0.0023769543
97.5,0.00282352,0.0037396816,0.0018245225
112.5,0.00272528,0.0033462923,0.0025840134
127.5,0.00301598,0.0030801427,0.0031783208
142.5,0.0028098,0.0029058554,0.003522061
157.5,0.00229083,0.002800651,0.0036985995
172.5,0.00263874,0.0027511362,0.0037715053
187.5,0.002403,0.0027511357,0.0037715053
202.5,0.00248707,0.0028006514,0.0036986007
217.5,0.0026377,0.002905855,0.0035220608
232.5,0.00283933,0.0030801422,0.0031783222
247.5,0.00308795,0.0033462928,0.002584016
262.5,0.00304978,0.0037396797,0.0018245226
277.5,0.00375258,0.0043115495,0.002376951
292.5,0.00500507,0.0051280903,0.005566725
307.5,0.00525592,0.0062520863,0.010990929
322.5,0.00541739,0.007676908,0.018516535
337.5,0.00685469,0.009184026,0.026902271
352.5,0.00538913,0.010230246,0.03288703
