phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0133784,0.010369529,0.009652414
22.5,0.0112853,0.009536116,0.008206092
37.5,0.00815173,0.0082388,0.0060476456
52.5,0.00735319,0.0068887835,0.0040069735
67.5,0.0055127,0.005720417,0.0026150735
82.5,0.0047905,0.0048008836,0.0020811837
97.5,0.00551033,0.004112937,0.0021475654
112.5,0.00385971,0.0036138385,0.0023731901
127.5,0.00352339,0.0032616921,0.0025678873
142.5,0.00320705,0.0030236095,0.0026991884
157.5,0.00309704,0.0028766212,0.0027758616
172.5,0.0037998,0.0028065033,0.0028105606
187.5,0.00331213,0.0028065033,0.0028105606
202.5,0.00370606,0.0028766212,0.0027758616
217.5,0.00357767,0.0030236098,0.0026991887
232.5,0.00321504,0.0032616921,0.002567888
247.5,0.00421024,0.0036138385,0.0023731906
262.5,0.00449575,0.0041129375,0.0021475656
277.5,0.00513864,0.0048008817,0.0020811835
292.5,0.00581162,0.005720417,0.0026150735
307.5,0.00693556,0.0068887835,0.0040069735
322.5,0.00899313,0.008238802,0.0060476433
337.5,0.0106359,0.009536104,0.008206084
352.5,0.0123567,0.010369529,0.009652413
