phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.0333043,0.03283445,0.00352364
22.5,0.0273312,0.029357806,0.0028362048
37.5,0.0251362,0.024427908,0.0019647873
52.5,0.0200117,0.019826999,0.0013830735
67.5,0.0174731,0.016208362,0.0012290404
82.5,0.0131803,0.013558904,0.0013013715
97.5,0.0109203,0.011673158,0.0014058467
112.5,0.0111877,0.010348609,0.0014841512
127.5,0.0101563,0.009432485,0.0015332944
142.5,0.00864209,0.008820267,0.0015614396
157.5,0.00931793,0.008444698,0.0015761667
172.5,0.00796981,0.008266091,0.0015823761
187.5,0.0079123,0.008266089,0.0015823757
202.5,0.00936085,0.008444698,0.0015761665
217.5,0.00826142,0.008820267,0.0015614395
232.5,0.00976347,0.009432484,0.0015332943
247.5,0.00930129,0.010348608,0.0014841512
262.5,0.0118886,0.011673154,0.0014058468
277.5,0.0126504,0.013558902,0.0013013716
292.5,0.0176815,0.016208362,0.0012290404
307.5,0.0214183,0.019826999,0.0013830735
322.5,0.0277866,0.02442791,0.0019647868
337.5,0.0317153,0.02935781,0.002836204
352.5,0.0313482,0.03283443,0.003523637
