phi_x,Real F,Mean F Prediction,Std Dev Prediction
7.5,0.00410239,0.0040859757,0.0022341444
22.5,0.00397958,0.003947237,0.0020906515
37.5,0.00419077,0.0037046329,0.001950401
52.5,0.00350767,0.0034093042,0.0019888354
67.5,0.00282727,0.003107635,0.002231521
82.5,0.00289634,0.002830622,0.002567962
97.5,0.00261867,0.0025938475,0.0028973115
112.5,0.00222424,0.0024021957,0.0031725895
127.5,0.00253588,0.0022547834,0.0033818798
142.5,0.00240072,0.002148453,0.0035285999
157.5,0.00240877,0.0020797928,0.0036205158
172.5,0.00216639,0.0020461634,0.0036645464
187.5,0.00206512,0.0020461634,0.0036645464
202.5,0.00192947,0.0020797928,0.0036205158
217.5,0.00220397,0.002148453,0.0035286
232.5,0.00248967,0.0022547834,0.0033818802
247.5,0.00232584,0.0024021957,0.0031725902
262.5,0.00244278,0.0025938477,0.0028973122
277.5,0.00292183,0.002830622,0.0025679625
292.5,0.00312062,0.003107635,0.002231521
307.5,0.00381291,0.0034093042,0.0019888354
322.5,0.00361425,0.0037046317,0.0019504008
337.5,0.00408918,0.003947235,0.0020906508
352.5,0.00432205,0.0040859757,0.0022341441
